-8.918422e+09 + i 5.849607e+08 ; -1.895868e+07 + i -1.970863e+06 ; -1.896287e+07 + i -1.971436e+06 ; 2.893697e+09 + i -3.169475e+08 ; 1.494109e+08 + i -4.581837e+06 ; 1.494092e+08 + i -4.582846e+06 ; -1.360365e+09 + i 1.497231e+08 ; -7.922623e+07 + i 2.374729e+06 ; -1.392570e+07 + i -4.946020e+05 ; -2.881863e+08 + i -1.366701e+07 ; 7.317007e+08 + i -8.560491e+07 ; 4.022805e+07 + i -3.432604e+06 ; -1.360364e+09 + i 1.497237e+08 ; -1.392413e+07 + i -4.943302e+05 ; -7.922584e+07 + i 2.374666e+06 ; -2.881889e+08 + i -1.366664e+07 ; 4.023915e+07 + i -3.426703e+06 ; 7.317010e+08 + i -8.560468e+07 ; -2.648372e+08 + i 5.005637e+07 ; -4.154401e+07 + i 2.152895e+06 ; -4.153905e+07 + i 2.154810e+06 ; -1.418306e+08 + i 1.659549e+07 ; 2.009692e+08 + i -2.943825e+07 ; 2.009694e+08 + i -2.943800e+07 ; 2.296348e+08 + i -1.765555e+07 ; 1.461887e+06 + i -5.808175e+05 ; 1.462825e+06 + i -5.807162e+05 ; 1.077182e+08 + i -6.503713e+06 ; -8.331845e+05 + i -1.125115e+05 ; -8.332761e+05 + i -1.125290e+05 ; 8.872579e+07 + i -1.293795e+07 ; 3.308793e+07 + i -5.747751e+06 ; -2.351906e+05 + i -3.899552e+05 ; 5.654934e+07 + i -6.842295e+06 ; 7.841977e+06 + i -1.617351e+06 ; -1.008524e+06 + i -6.893986e+04 ; 8.872630e+07 + i -1.293751e+07 ; -2.344891e+05 + i -3.893292e+05 ; 3.308805e+07 + i -5.747711e+06 ; 5.654938e+07 + i -6.842180e+06 ; -1.008220e+06 + i -6.878598e+04 ; 7.841968e+06 + i -1.617357e+06 ; 3.464859e+07 + i -8.120335e+06 ; 2.243222e+07 + i -4.145573e+06 ; 2.243208e+07 + i -4.145648e+06 ; 3.058661e+07 + i -5.578739e+06 ; 6.162618e+06 + i -1.321256e+06 ; 6.162566e+06 + i -1.321255e+06 ; 
2.106768e+08 + i -2.904513e+07 ; 2.145681e+08 + i -2.908958e+07 ; -1.466298e+08 + i 1.692577e+07 ; 3.389582e+07 + i -3.034155e+06 ; 7.791008e+08 + i -8.255693e+07 ; -2.921172e+08 + i -1.354492e+07 ; 7.750800e+08 + i -8.261187e+07 ; 4.203617e+07 + i -3.325917e+06 ; -2.964864e+08 + i -1.361851e+07 ; 1.418647e+08 + i -4.137896e+06 ; 1.529199e+08 + i -4.427115e+06 ; 2.886384e+09 + i -3.169450e+08 ; -4.547572e+07 + i 1.862621e+06 ; -4.408345e+07 + i 1.714596e+06 ; -2.667211e+08 + i 5.014610e+07 ; -1.610230e+07 + i -3.886586e+05 ; -7.859542e+07 + i 2.864054e+06 ; -1.357419e+09 + i 1.496474e+08 ; -8.007521e+07 + i 2.972807e+06 ; -1.459443e+07 + i -6.552691e+05 ; -1.363283e+09 + i 1.497222e+08 ; -2.224586e+07 + i -1.973875e+06 ; -2.006393e+07 + i -2.271292e+06 ; -8.916120e+09 + i 5.847120e+08 ; -1.168842e+08 + i 1.436933e+07 ; 6.462232e+07 + i -8.078050e+06 ; -8.899070e+07 + i 8.921458e+06 ; -5.837655e+07 + i 5.706769e+06 ; 5.917118e+06 + i -1.391448e+06 ; -3.004803e+07 + i 4.721932e+06 ; -2.316857e+08 + i 2.579649e+07 ; 8.520949e+06 + i -4.363674e+05 ; -1.295354e+08 + i 8.002940e+06 ; -9.653361e+07 + i 7.437259e+06 ; -8.094222e+05 + i -1.541115e+05 ; -3.915108e+07 + i 5.642325e+06 ; 2.405480e+07 + i -7.953789e+05 ; -1.713203e+07 + i 4.996601e+05 ; -1.430924e+08 + i 1.905523e+07 ; 1.410667e+07 + i 6.231915e+04 ; -5.452225e+06 + i 3.280638e+05 ; -3.387707e+07 + i 5.847967e+06 ; 3.514484e+07 + i -5.286403e+05 ; -7.609239e+06 + i -1.852881e+05 ; -2.667879e+08 + i 2.947156e+07 ; 1.750598e+07 + i 5.124971e+05 ; -3.220297e+06 + i 8.501742e+04 ; -4.305332e+07 + i 7.288624e+06 ; 
2.296361e+08 + i -1.765238e+07 ; -5.450964e+06 + i 1.084524e+06 ; -5.449922e+06 + i 1.084708e+06 ; 5.566799e+08 + i -5.997679e+07 ; -4.619431e+07 + i 1.851992e+06 ; -4.619436e+07 + i 1.852173e+06 ; 8.873406e+07 + i -1.293704e+07 ; -2.834952e+07 + i 5.605194e+06 ; -3.325559e+06 + i 7.412473e+05 ; 1.316205e+08 + i -2.323492e+07 ; -2.175312e+08 + i 2.625299e+07 ; -2.352110e+07 + i 1.562643e+06 ; 8.873501e+07 + i -1.293697e+07 ; -3.326168e+06 + i 7.409516e+05 ; -2.834984e+07 + i 5.605124e+06 ; 1.316213e+08 + i -2.323491e+07 ; -2.352336e+07 + i 1.561214e+06 ; -2.175316e+08 + i 2.625280e+07 ; 3.465492e+07 + i -8.121564e+06 ; -2.092801e+07 + i 4.046738e+06 ; -2.092977e+07 + i 4.046055e+06 ; 2.153656e+07 + i -8.675191e+06 ; -1.085585e+08 + i 1.463278e+07 ; -1.085590e+08 + i 1.463253e+07 ; -8.895456e+09 + i 5.840520e+08 ; -1.566538e+07 + i -2.009494e+06 ; -1.566982e+07 + i -2.010105e+06 ; 2.893772e+09 + i -3.169403e+08 ; 1.517301e+08 + i -4.605775e+06 ; 1.517282e+08 + i -4.606821e+06 ; -1.349066e+09 + i 1.487927e+08 ; -7.363433e+07 + i 2.073549e+06 ; -1.075037e+07 + i -5.269460e+05 ; -2.883962e+08 + i -1.367506e+07 ; 7.345399e+08 + i -8.573451e+07 ; 4.167789e+07 + i -3.536821e+06 ; -1.349063e+09 + i 1.487937e+08 ; -1.074869e+07 + i -5.266849e+05 ; -7.363383e+07 + i 2.073517e+06 ; -2.883979e+08 + i -1.367461e+07 ; 4.168901e+07 + i -3.530884e+06 ; 7.345402e+08 + i -8.573428e+07 ; -2.595849e+08 + i 4.928886e+07 ; -3.614487e+07 + i 1.923366e+06 ; -3.613971e+07 + i 1.925365e+06 ; -1.419228e+08 + i 1.659799e+07 ; 2.031310e+08 + i -2.961739e+07 ; 2.031314e+08 + i -2.961708e+07 ; 
1.614687e+07 + i 2.160384e+05 ; -4.304203e+07 + i 7.296052e+06 ; -3.013049e+06 + i 1.183794e+05 ; 3.227485e+07 + i -1.050373e+06 ; -2.668311e+08 + i 2.946479e+07 ; -7.148711e+06 + i -9.032029e+04 ; -9.103950e+07 + i 7.936901e+06 ; -3.921369e+07 + i 5.631692e+06 ; -8.307266e+05 + i -1.472089e+05 ; -2.183030e+08 + i 2.656523e+07 ; -1.298889e+08 + i 7.933828e+06 ; 7.732142e+06 + i -5.557257e+05 ; 1.312256e+07 + i -1.180506e+05 ; -3.386430e+07 + i 5.853835e+06 ; -5.112290e+06 + i 3.697881e+05 ; 2.237978e+07 + i -1.045949e+06 ; -1.430971e+08 + i 1.905790e+07 ; -1.617235e+07 + i 6.432303e+05 ; -5.500118e+07 + i 5.952359e+06 ; -3.008246e+07 + i 4.715424e+06 ; 5.498595e+06 + i -1.377459e+06 ; -1.100191e+08 + i 1.470570e+07 ; -8.907021e+07 + i 8.909187e+06 ; 6.048540e+07 + i -8.305007e+06 ; -2.072656e+07 + i -1.636901e+06 ; -8.916117e+09 + i 5.847110e+08 ; -1.894560e+07 + i -1.953784e+06 ; -7.973197e+07 + i 2.541785e+06 ; -1.363328e+09 + i 1.496929e+08 ; -1.387423e+07 + i -5.055873e+05 ; 1.380711e+08 + i -4.226568e+06 ; 2.886758e+09 + i -3.168392e+08 ; 1.493849e+08 + i -4.603664e+06 ; 7.291922e+08 + i -8.559518e+07 ; -2.952655e+08 + i -1.338055e+07 ; 4.063654e+07 + i -3.439420e+06 ; -1.524907e+07 + i -2.449486e+05 ; -1.357530e+09 + i 1.496205e+08 ; -7.933338e+07 + i 2.415547e+06 ; -4.276133e+07 + i 2.276864e+06 ; -2.668041e+08 + i 5.012170e+07 ; -4.148312e+07 + i 2.140875e+06 ; 3.253828e+07 + i -3.090425e+06 ; -2.910680e+08 + i -1.332559e+07 ; 7.320732e+08 + i -8.561253e+07 ; 1.983126e+08 + i -2.942837e+07 ; -1.462129e+08 + i 1.696915e+07 ; 2.019112e+08 + i -2.949453e+07 ; 
1.614942e+07 + i 2.164989e+05 ; -3.013122e+06 + i 1.183622e+05 ; -4.303886e+07 + i 7.296840e+06 ; 3.227515e+07 + i -1.050243e+06 ; -7.148686e+06 + i -9.031540e+04 ; -2.668256e+08 + i 2.946588e+07 ; 1.312374e+07 + i -1.179262e+05 ; -5.112255e+06 + i 3.697945e+05 ; -3.386256e+07 + i 5.854355e+06 ; 2.237868e+07 + i -1.046265e+06 ; -1.617241e+07 + i 6.431256e+05 ; -1.430949e+08 + i 1.905805e+07 ; -9.103927e+07 + i 7.936899e+06 ; -8.308640e+05 + i -1.472856e+05 ; -3.921441e+07 + i 5.631321e+06 ; -2.183033e+08 + i 2.656513e+07 ; 7.731793e+06 + i -5.559493e+05 ; -1.298907e+08 + i 7.932433e+06 ; -5.499651e+07 + i 5.953563e+06 ; 5.498766e+06 + i -1.377373e+06 ; -3.008326e+07 + i 4.715153e+06 ; -1.100182e+08 + i 1.470603e+07 ; 6.048571e+07 + i -8.304912e+06 ; -8.906747e+07 + i 8.909809e+06 ; -2.073513e+07 + i -1.638357e+06 ; -1.894581e+07 + i -1.953816e+06 ; -8.916123e+09 + i 5.847074e+08 ; -7.973198e+07 + i 2.541749e+06 ; -1.387473e+07 + i -5.056926e+05 ; -1.363344e+09 + i 1.496909e+08 ; -1.525366e+07 + i -2.454041e+05 ; -7.933496e+07 + i 2.414364e+06 ; -1.357558e+09 + i 1.496013e+08 ; -4.275766e+07 + i 2.278414e+06 ; -4.148420e+07 + i 2.140244e+06 ; -2.668144e+08 + i 5.011914e+07 ; 1.380703e+08 + i -4.226615e+06 ; 1.493839e+08 + i -4.604392e+06 ; 2.886743e+09 + i -3.168489e+08 ; 7.291927e+08 + i -8.559492e+07 ; 4.063536e+07 + i -3.440070e+06 ; -2.952736e+08 + i -1.338461e+07 ; 3.252272e+07 + i -3.094400e+06 ; 7.320730e+08 + i -8.561263e+07 ; -2.910683e+08 + i -1.332604e+07 ; 1.983088e+08 + i -2.942960e+07 ; 2.019100e+08 + i -2.949489e+07 ; -1.462234e+08 + i 1.696813e+07 ; 
1.077145e+08 + i -6.503797e+06 ; 8.498361e+05 + i 1.158369e+05 ; 8.495344e+05 + i 1.157723e+05 ; 2.296722e+08 + i -1.764496e+07 ; -1.454530e+06 + i 5.884065e+05 ; -1.455556e+06 + i 5.883382e+05 ; 5.655439e+07 + i -6.841722e+06 ; -7.923475e+06 + i 1.620136e+06 ; 1.024512e+06 + i 7.176109e+04 ; 8.875819e+07 + i -1.293253e+07 ; -3.343085e+07 + i 5.749427e+06 ; 2.517836e+05 + i 3.968155e+05 ; 5.655486e+07 + i -6.841587e+06 ; 1.024577e+06 + i 7.170165e+04 ; -7.923410e+06 + i 1.620159e+06 ; 8.875820e+07 + i -1.293229e+07 ; 2.512888e+05 + i 3.962733e+05 ; -3.343074e+07 + i 5.749410e+06 ; 3.059316e+07 + i -5.578765e+06 ; -6.226689e+06 + i 1.323983e+06 ; -6.226878e+06 + i 1.323898e+06 ; 3.466667e+07 + i -8.119249e+06 ; -2.266498e+07 + i 4.149273e+06 ; -2.266499e+07 + i 4.149178e+06 ; 2.893871e+09 + i -3.168993e+08 ; -1.508809e+08 + i 4.362394e+06 ; -1.508786e+08 + i 4.363763e+06 ; -8.918465e+09 + i 5.849412e+08 ; 1.907778e+07 + i 2.007763e+06 ; 1.908196e+07 + i 2.008444e+06 ; -2.880920e+08 + i -1.365045e+07 ; -7.393324e+08 + i 8.518962e+07 ; -4.064408e+07 + i 3.393981e+06 ; -1.360424e+09 + i 1.497096e+08 ; 7.996109e+07 + i -2.260971e+06 ; 1.403388e+07 + i 5.176633e+05 ; -2.880984e+08 + i -1.365106e+07 ; -4.065120e+07 + i 3.389141e+06 ; -7.393326e+08 + i 8.518945e+07 ; -1.360417e+09 + i 1.497122e+08 ; 1.403197e+07 + i 5.171795e+05 ; 7.996064e+07 + i -2.261035e+06 ; -1.418025e+08 + i 1.659868e+07 ; -2.030729e+08 + i 2.938506e+07 ; -2.030738e+08 + i 2.938457e+07 ; -2.648582e+08 + i 5.005342e+07 ; 4.196467e+07 + i -2.101407e+06 ; 4.196407e+07 + i -2.101987e+06 ; 
-1.875617e+06 + i 4.608378e+05 ; -1.663008e+07 + i 2.725487e+06 ; -1.549982e+06 + i 8.946219e+04 ; -8.503221e+05 + i 6.247298e+05 ; -4.307442e+07 + i 7.281780e+06 ; -3.783752e+06 + i 9.417461e+04 ; -4.385189e+07 + i 2.274320e+06 ; -1.483601e+07 + i 2.376361e+06 ; -1.041604e+06 + i 3.793840e+04 ; -9.256999e+07 + i 6.998612e+06 ; -3.919177e+07 + i 5.635552e+06 ; -1.554651e+06 + i -3.205201e+04 ; -3.151216e+05 + i 4.214461e+05 ; -1.405003e+07 + i 2.419858e+06 ; -2.165033e+06 + i 1.618787e+05 ; 1.961297e+06 + i 4.584543e+05 ; -3.388495e+07 + i 5.845861e+06 ; -6.307329e+06 + i 3.318941e+05 ; -3.238166e+07 + i 2.243440e+06 ; -1.268258e+07 + i 2.129546e+06 ; 1.001588e+06 + i -3.075142e+05 ; -6.089512e+07 + i 5.535817e+06 ; -3.006900e+07 + i 4.717713e+06 ; 7.765132e+06 + i -1.444526e+06 ; 8.084124e+07 + i -1.757712e+06 ; -1.363586e+09 + i 1.496288e+08 ; -1.382252e+07 + i -5.331423e+05 ; 1.837237e+07 + i 2.230629e+06 ; -8.924508e+09 + i 5.848104e+08 ; -1.897539e+07 + i -2.043456e+06 ; -7.698807e+08 + i 8.368287e+07 ; -2.953927e+08 + i -1.338670e+07 ; 4.103451e+07 + i -3.436017e+06 ; -1.589384e+08 + i 3.563652e+06 ; 2.880580e+09 + i -3.169151e+08 ; 1.513592e+08 + i -4.400709e+06 ; 4.168349e+07 + i -1.823563e+06 ; -2.668490e+08 + i 5.011662e+07 ; -4.171249e+07 + i 2.095301e+06 ; 1.329149e+07 + i 6.661482e+05 ; -1.364828e+09 + i 1.497756e+08 ; -7.983038e+07 + i 2.234538e+06 ; -2.149819e+08 + i 2.924888e+07 ; -1.462402e+08 + i 1.696665e+07 ; 2.039406e+08 + i -2.945229e+07 ; -4.453160e+07 + i 3.256266e+06 ; -2.967715e+08 + i -1.333987e+07 ; 7.403426e+08 + i -8.527723e+07 ; 
-1.874811e+06 + i 4.610288e+05 ; -1.550031e+06 + i 8.944796e+04 ; -1.663122e+07 + i 2.725246e+06 ; -8.513715e+05 + i 6.245733e+05 ; -3.783780e+06 + i 9.416354e+04 ; -4.307732e+07 + i 7.281279e+06 ; -3.149041e+05 + i 4.214451e+05 ; -2.165042e+06 + i 1.618793e+05 ; -1.405160e+07 + i 2.419425e+06 ; 1.959544e+06 + i 4.579741e+05 ; -6.307399e+06 + i 3.318614e+05 ; -3.388898e+07 + i 5.844752e+06 ; -4.385189e+07 + i 2.274317e+06 ; -1.041678e+06 + i 3.789893e+04 ; -1.483689e+07 + i 2.376084e+06 ; -9.257055e+07 + i 6.998458e+06 ; -1.554867e+06 + i -3.217576e+04 ; -3.919338e+07 + i 5.634918e+06 ; -3.237993e+07 + i 2.244014e+06 ; 1.001629e+06 + i -3.074919e+05 ; -1.268382e+07 + i 2.129171e+06 ; -6.089581e+07 + i 5.535820e+06 ; 7.765146e+06 + i -1.444519e+06 ; -3.007035e+07 + i 4.717186e+06 ; 8.084237e+07 + i -1.757347e+06 ; -1.382291e+07 + i -5.332086e+05 ; -1.363600e+09 + i 1.496276e+08 ; 1.837692e+07 + i 2.231316e+06 ; -1.897567e+07 + i -2.043498e+06 ; -8.924513e+09 + i 5.848078e+08 ; 4.168134e+07 + i -1.824364e+06 ; -4.171356e+07 + i 2.094665e+06 ; -2.668585e+08 + i 5.011455e+07 ; 1.329238e+07 + i 6.658356e+05 ; -7.983202e+07 + i 2.233355e+06 ; -1.364872e+09 + i 1.497517e+08 ; -7.698805e+08 + i 8.368285e+07 ; 4.103360e+07 + i -3.436556e+06 ; -2.954007e+08 + i -1.339106e+07 ; -1.589381e+08 + i 3.563587e+06 ; 1.513578e+08 + i -4.401620e+06 ; 2.880564e+09 + i -3.169245e+08 ; -2.149781e+08 + i 2.925029e+07 ; 2.039399e+08 + i -2.945241e+07 ; -1.462334e+08 + i 1.697136e+07 ; -4.452515e+07 + i 3.257984e+06 ; 7.403421e+08 + i -8.527747e+07 ; -2.967741e+08 + i -1.334102e+07 ; 
8.869529e+07 + i -1.294734e+07 ; 2.959399e+07 + i -5.617299e+06 ; -3.363942e+06 + i 7.433170e+05 ; 1.316214e+08 + i -2.321584e+07 ; 2.269516e+08 + i -2.568739e+07 ; -2.378349e+07 + i 1.536984e+06 ; 2.296396e+08 + i -1.765243e+07 ; 5.718901e+06 + i -1.059180e+06 ; -5.520054e+06 + i 1.084808e+06 ; 5.566805e+08 + i -5.997039e+07 ; 4.819718e+07 + i -1.504521e+06 ; -4.671962e+07 + i 1.784562e+06 ; 3.463542e+07 + i -8.125698e+06 ; 2.184616e+07 + i -4.052864e+06 ; -2.116719e+07 + i 4.050988e+06 ; 2.153045e+07 + i -8.669463e+06 ; 1.132706e+08 + i -1.441394e+07 ; -1.097645e+08 + i 1.459173e+07 ; 8.873786e+07 + i -1.293618e+07 ; 3.488327e+06 + i -7.316214e+05 ; -2.866903e+07 + i 5.613655e+06 ; 1.316168e+08 + i -2.323237e+07 ; 2.453906e+07 + i -1.418816e+06 ; -2.199301e+08 + i 2.614029e+07 ; -1.349175e+09 + i 1.487476e+08 ; 7.662951e+07 + i -1.990448e+06 ; -1.085095e+07 + i -5.493156e+05 ; -2.883778e+08 + i -1.373120e+07 ; -7.661538e+08 + i 8.388607e+07 ; 4.201803e+07 + i -3.521740e+06 ; -8.895525e+09 + i 5.840206e+08 ; 1.615057e+07 + i 2.098297e+06 ; -1.581077e+07 + i -2.054118e+06 ; 2.893699e+09 + i -3.169694e+08 ; -1.580552e+08 + i 4.038577e+06 ; 1.532875e+08 + i -4.395027e+06 ; -2.596162e+08 + i 4.927868e+07 ; 3.767581e+07 + i -1.763202e+06 ; -3.645580e+07 + i 1.893180e+06 ; -1.419281e+08 + i 1.658175e+07 ; -2.119258e+08 + i 2.934864e+07 ; 2.053631e+08 + i -2.956975e+07 ; -1.349067e+09 + i 1.487938e+08 ; 1.115192e+07 + i 6.038359e+05 ; -7.435083e+07 + i 1.974797e+06 ; -2.883790e+08 + i -1.367046e+07 ; -4.345345e+07 + i 3.400347e+06 ; 7.425799e+08 + i -8.533367e+07 ; 
9.194398e+07 + i -7.873476e+06 ; -3.917532e+07 + i 5.651542e+06 ; 8.362830e+05 + i 1.496890e+05 ; 2.204616e+08 + i -2.648917e+07 ; -1.298437e+08 + i 7.965890e+06 ; -7.824530e+06 + i 5.460092e+05 ; -1.629880e+07 + i -2.672257e+05 ; -4.306139e+07 + i 7.286024e+06 ; 3.043396e+06 + i -1.145659e+05 ; -3.262036e+07 + i 9.262160e+05 ; -2.668486e+08 + i 2.945143e+07 ; 7.216774e+06 + i 1.021991e+05 ; 5.554996e+07 + i -5.925305e+06 ; -3.005953e+07 + i 4.726829e+06 ; -5.561683e+06 + i 1.382191e+06 ; 1.111104e+08 + i -1.468062e+07 ; -8.905323e+07 + i 8.923186e+06 ; -6.115472e+07 + i 8.284805e+06 ; -1.324856e+07 + i 8.539121e+04 ; -3.387596e+07 + i 5.847697e+06 ; 5.168285e+06 + i -3.643496e+05 ; -2.261763e+07 + i 9.832946e+05 ; -1.431042e+08 + i 1.905123e+07 ; 1.634888e+07 + i -6.203805e+05 ; -1.394814e+08 + i 4.390403e+06 ; 2.886995e+09 + i -3.167863e+08 ; -1.510774e+08 + i 4.367067e+06 ; -7.368429e+08 + i 8.520794e+07 ; -2.952180e+08 + i -1.342802e+07 ; -4.107812e+07 + i 3.402645e+06 ; 2.113057e+07 + i 1.660862e+06 ; -8.916182e+09 + i 5.846863e+08 ; 1.911590e+07 + i 1.999645e+06 ; 8.054799e+07 + i -2.796029e+06 ; -1.363391e+09 + i 1.496967e+08 ; 1.399571e+07 + i 5.292865e+05 ; -3.289569e+07 + i 3.092665e+06 ; -2.910139e+08 + i -1.330514e+07 ; -7.401455e+08 + i 8.520391e+07 ; -2.003647e+08 + i 2.939287e+07 ; -1.462087e+08 + i 1.696008e+07 ; -2.040970e+08 + i 2.945492e+07 ; 1.539372e+07 + i 2.516969e+05 ; -1.357549e+09 + i 1.496123e+08 ; 8.021734e+07 + i -2.292377e+06 ; 4.319467e+07 + i -2.259649e+06 ; -2.668157e+08 + i 5.011785e+07 ; 4.194322e+07 + i -2.087203e+06 ; 
1.324455e+07 + i -9.814805e+04 ; 5.332147e+06 + i -3.457402e+05 ; -3.385841e+07 + i 5.855586e+06 ; 2.256871e+07 + i -1.022684e+06 ; 1.686452e+07 + i -5.451562e+05 ; -1.431009e+08 + i 1.905695e+07 ; 1.629812e+07 + i 2.444989e+05 ; 3.139296e+06 + i -9.945069e+04 ; -4.303995e+07 + i 7.296552e+06 ; 3.256963e+07 + i -1.008856e+06 ; 7.441529e+06 + i 1.489436e+05 ; -2.668295e+08 + i 2.946424e+07 ; -5.554662e+07 + i 5.920046e+06 ; -5.742345e+06 + i 1.388518e+06 ; -3.008153e+07 + i 4.715534e+06 ; -1.111470e+08 + i 1.465352e+07 ; -6.310992e+07 + i 8.186056e+06 ; -8.906198e+07 + i 8.911247e+06 ; -9.196390e+07 + i 7.859184e+06 ; 8.572890e+05 + i 1.494884e+05 ; -3.921176e+07 + i 5.631940e+06 ; -2.205214e+08 + i 2.645470e+07 ; -8.073503e+06 + i 4.985813e+05 ; -1.298844e+08 + i 7.933976e+06 ; -1.548568e+07 + i -2.791973e+05 ; 8.266972e+07 + i -1.917824e+06 ; -1.357751e+09 + i 1.495511e+08 ; -4.332243e+07 + i 2.216353e+06 ; 4.326119e+07 + i -1.916894e+06 ; -2.668602e+08 + i 5.011176e+07 ; -2.097080e+07 + i -1.693658e+06 ; 1.967494e+07 + i 2.163163e+06 ; -8.916184e+09 + i 5.846856e+08 ; -8.063126e+07 + i 2.420692e+06 ; 1.442969e+07 + i 6.179259e+05 ; -1.363383e+09 + i 1.496824e+08 ; 3.293343e+07 + i -3.143446e+06 ; -7.636810e+08 + i 8.367734e+07 ; -2.910462e+08 + i -1.331901e+07 ; 2.004017e+08 + i -2.941181e+07 ; -2.106615e+08 + i 2.925275e+07 ; -1.462184e+08 + i 1.696987e+07 ; 1.395561e+08 + i -4.013928e+06 ; -1.557071e+08 + i 3.656027e+06 ; 2.886752e+09 + i -3.168444e+08 ; 7.366188e+08 + i -8.519125e+07 ; -4.236293e+07 + i 3.346774e+06 ; -2.952798e+08 + i -1.338393e+07 ; 
5.652545e+07 + i -6.848806e+06 ; 8.168734e+06 + i -1.649348e+06 ; 1.035303e+06 + i 7.424578e+04 ; 8.870904e+07 + i -1.293725e+07 ; 3.470669e+07 + i -5.769955e+06 ; 2.584048e+05 + i 4.022221e+05 ; 1.077166e+08 + i -6.503112e+06 ; -1.051581e+06 + i -1.734424e+05 ; 8.559302e+05 + i 1.179504e+05 ; 2.296619e+08 + i -1.764517e+07 ; 1.152949e+06 + i -6.967855e+05 ; -1.474794e+06 + i 5.912210e+05 ; 3.057078e+07 + i -5.583874e+06 ; 6.427481e+06 + i -1.346132e+06 ; -6.291141e+06 + i 1.326792e+06 ; 3.462251e+07 + i -8.126828e+06 ; 2.353727e+07 + i -4.171819e+06 ; -2.289687e+07 + i 4.153235e+06 ; 5.655501e+07 + i -6.841260e+06 ; -1.176432e+06 + i -1.092449e+05 ; -8.004501e+06 + i 1.623333e+06 ; 8.874737e+07 + i -1.293347e+07 ; -4.610437e+05 + i -4.617024e+05 ; -3.377028e+07 + i 5.752231e+06 ; -2.890515e+08 + i -1.387914e+07 ; 7.712617e+08 + i -8.306627e+07 ; -4.101264e+07 + i 3.372768e+06 ; -1.360340e+09 + i 1.497261e+08 ; -7.786503e+07 + i 2.999070e+06 ; 1.418143e+07 + i 5.469849e+05 ; 2.893593e+09 + i -3.169937e+08 ; 1.517859e+08 + i -4.647765e+06 ; -1.523887e+08 + i 4.163266e+06 ; -8.918450e+09 + i 5.849476e+08 ; -1.988559e+07 + i -2.243959e+06 ; 1.927220e+07 + i 2.060096e+06 ; -1.419865e+08 + i 1.657107e+07 ; 2.117403e+08 + i -2.908982e+07 ; -2.051299e+08 + i 2.934639e+07 ; -2.648980e+08 + i 5.003799e+07 ; -4.327386e+07 + i 1.930954e+06 ; 4.238812e+07 + i -2.054687e+06 ; -2.880972e+08 + i -1.364558e+07 ; 4.189624e+07 + i -3.289936e+06 ; -7.467627e+08 + i 8.484027e+07 ; -1.360406e+09 + i 1.497161e+08 ; -1.448449e+07 + i -6.155884e+05 ; 8.076427e+07 + i -2.153799e+06 ; 
4.440643e+07 + i -2.190259e+06 ; -1.488073e+07 + i 2.361923e+06 ; 1.052110e+06 + i -3.657432e+04 ; 9.371035e+07 + i -6.854929e+06 ; -3.929536e+07 + i 5.605321e+06 ; 1.570257e+06 + i 3.489333e+04 ; 2.071821e+06 + i -4.131586e+05 ; -1.662771e+07 + i 2.727962e+06 ; 1.565290e+06 + i -8.781244e+04 ; 1.228461e+06 + i -5.364734e+05 ; -4.305882e+07 + i 7.289241e+06 ; 3.819569e+06 + i -8.930451e+04 ; 3.279027e+07 + i -2.189034e+06 ; -1.271157e+07 + i 2.121359e+06 ; -1.011602e+06 + i 3.090426e+05 ; 6.164644e+07 + i -5.452032e+06 ; -3.012265e+07 + i 4.704326e+06 ; -7.843186e+06 + i 1.446569e+06 ; 4.396316e+05 + i -3.953441e+05 ; -1.404574e+07 + i 2.422162e+06 ; 2.187097e+06 + i -1.598641e+05 ; -1.759969e+06 + i -4.166762e+05 ; -3.387029e+07 + i 5.851234e+06 ; 6.371246e+06 + i -3.246487e+05 ; 7.779142e+08 + i -8.304714e+07 ; -2.963616e+08 + i -1.361783e+07 ; -4.145666e+07 + i 3.401366e+06 ; 1.551959e+08 + i -4.540492e+06 ; 2.880476e+09 + i -3.169498e+08 ; -1.528739e+08 + i 4.195780e+06 ; -7.626291e+07 + i 2.880086e+06 ; -1.363313e+09 + i 1.497175e+08 ; 1.392895e+07 + i 5.539324e+05 ; -1.849738e+07 + i -2.276636e+06 ; -8.924475e+09 + i 5.848245e+08 ; 1.910758e+07 + i 2.080752e+06 ; 2.171115e+08 + i -2.916070e+07 ; -1.464097e+08 + i 1.694551e+07 ; -2.060027e+08 + i 2.941508e+07 ; 4.451804e+07 + i -3.269424e+06 ; -2.967051e+08 + i -1.331286e+07 ; -7.477808e+08 + i 8.492895e+07 ; -4.162437e+07 + i 1.833466e+06 ; -2.668600e+08 + i 5.010748e+07 ; 4.213178e+07 + i -2.047391e+06 ; -1.327979e+07 + i -6.636000e+05 ; -1.364838e+09 + i 1.497691e+08 ; 8.063027e+07 + i -2.125657e+06 ; 
