-5.933399e+09 + i 5.993348e+08 ; -1.927911e+07 + i -5.750600e+05 ; -1.928346e+07 + i -5.749579e+05 ; 1.645769e+09 + i -2.861832e+08 ; 1.059343e+08 + i -1.000782e+07 ; 1.059293e+08 + i -1.000963e+07 ; -7.760450e+08 + i 1.323979e+08 ; -5.648451e+07 + i 5.122394e+06 ; -1.156601e+07 + i 5.940971e+05 ; -2.474199e+08 + i 7.935530e+06 ; 4.049514e+08 + i -7.552480e+07 ; 2.336040e+07 + i -4.388568e+06 ; -7.760422e+08 + i 1.323993e+08 ; -1.156513e+07 + i 5.930765e+05 ; -5.648486e+07 + i 5.121774e+06 ; -2.474193e+08 + i 7.937673e+06 ; 2.338897e+07 + i -4.379525e+06 ; 4.049525e+08 + i -7.552440e+07 ; -1.097399e+08 + i 3.729859e+07 ; -2.733933e+07 + i 3.515762e+06 ; -2.732879e+07 + i 3.518871e+06 ; -7.148518e+07 + i 1.923966e+07 ; 1.001523e+08 + i -2.351841e+07 ; 1.001533e+08 + i -2.351810e+07 ; 1.447832e+08 + i -1.907460e+07 ; -1.611779e+05 + i -4.649236e+05 ; -1.602165e+05 + i -4.648819e+05 ; 7.171373e+07 + i -7.795095e+06 ; -8.399790e+05 + i 5.762328e+03 ; -8.400752e+05 + i 5.774737e+03 ; 4.315737e+07 + i -1.113736e+07 ; 1.488904e+07 + i -4.235334e+06 ; -1.002236e+06 + i -2.152484e+05 ; 2.988965e+07 + i -6.622143e+06 ; 3.179679e+06 + i -1.038664e+06 ; -8.793059e+05 + i 4.212792e+04 ; 4.315951e+07 + i -1.113640e+07 ; -9.996566e+05 + i -2.143817e+05 ; 1.488926e+07 + i -4.235278e+06 ; 2.989024e+07 + i -6.621764e+06 ; -8.786619e+05 + i 4.224557e+04 ; 3.179639e+06 + i -1.038684e+06 ; 1.146362e+07 + i -5.450263e+06 ; 9.729094e+06 + i -2.918378e+06 ; 9.728684e+06 + i -2.918538e+06 ; 1.262557e+07 + i -4.383130e+06 ; 2.432899e+06 + i -8.226520e+05 ; 2.432869e+06 + i -8.226415e+05 ; 
8.115427e+05 + i 3.787425e+05 ; 1.395196e+06 + i -2.171206e+05 ; -6.445417e+06 + i 1.734026e+06 ; 2.666925e+06 + i 2.851013e+05 ; 4.411409e+06 + i -5.208498e+05 ; -1.532662e+07 + i 4.307619e+06 ; -2.882183e+05 + i 5.235905e+05 ; 1.037648e+06 + i -1.484409e+05 ; -7.867437e+06 + i 1.998927e+06 ; 8.870043e+05 + i 5.902894e+05 ; 2.829716e+06 + i -2.656244e+05 ; -1.955424e+07 + i 5.572739e+06 ; -2.101652e+07 + i 2.704777e+06 ; -2.306262e+05 + i 1.746034e+05 ; -5.867531e+06 + i 1.568681e+06 ; -3.705249e+07 + i 5.676410e+06 ; -3.592270e+06 + i 1.016053e+06 ; -1.416117e+07 + i 3.782322e+06 ; -3.035189e+07 + i 3.003978e+06 ; 8.087571e+05 + i -7.104330e+04 ; -7.046549e+06 + i 1.798289e+06 ; -5.958234e+07 + i 7.595304e+06 ; 1.389756e+06 + i -6.141001e+04 ; -1.916824e+07 + i 4.891374e+06 ; 2.864594e+07 + i -3.219429e+06 ; 2.951000e+07 + i -3.377470e+06 ; -1.111371e+08 + i 3.750116e+07 ; 1.154286e+07 + i -4.007264e+05 ; 6.144837e+07 + i -4.560664e+06 ; -7.797471e+08 + i 1.325914e+08 ; 6.043537e+07 + i -4.398569e+06 ; 1.215379e+07 + i -4.978850e+05 ; -7.788261e+08 + i 1.324529e+08 ; 1.993587e+07 + i 1.050550e+06 ; 2.074684e+07 + i 9.575968e+05 ; -5.938685e+09 + i 5.993908e+08 ; -1.124158e+08 + i 2.436996e+07 ; -1.089372e+08 + i 2.416978e+07 ; -7.396038e+07 + i 1.976965e+07 ; -2.588581e+07 + i 4.781665e+06 ; -4.426804e+08 + i 7.525986e+07 ; -2.532354e+08 + i 8.639281e+06 ; -4.473745e+08 + i 7.538748e+07 ; -2.412003e+07 + i 4.715229e+06 ; -2.523297e+08 + i 8.516925e+06 ; -1.183551e+08 + i 9.052174e+06 ; -1.159355e+08 + i 9.041533e+06 ; 1.635540e+09 + i -2.856275e+08 ; 
4.309662e+07 + i -1.115335e+07 ; -1.024675e+06 + i 6.103401e+05 ; 1.238670e+07 + i -4.053807e+06 ; 5.794468e+07 + i -1.750057e+07 ; -1.489167e+07 + i 2.243403e+06 ; 1.275078e+08 + i -2.287719e+07 ; 1.143864e+07 + i -5.456754e+06 ; -8.949059e+06 + i 2.800679e+06 ; 9.441209e+06 + i -2.855483e+06 ; 1.195644e+06 + i -4.539575e+06 ; -5.741677e+07 + i 1.218738e+07 ; 6.052741e+07 + i -1.223623e+07 ; 1.448011e+08 + i -1.906618e+07 ; -1.870058e+06 + i 1.019221e+06 ; 2.062469e+06 + i -1.019652e+06 ; 3.192950e+08 + i -5.405481e+07 ; -3.238387e+07 + i 3.411319e+06 ; 3.425895e+07 + i -3.186257e+06 ; 4.315625e+07 + i -1.113932e+07 ; -1.173020e+07 + i 3.969810e+06 ; 1.136951e+06 + i -6.156805e+05 ; 5.788929e+07 + i -1.752326e+07 ; -1.209810e+08 + i 2.291614e+07 ; 1.577708e+07 + i -2.173301e+06 ; -7.696326e+08 + i 1.311423e+08 ; -9.287028e+06 + i 3.966582e+05 ; 5.495865e+07 + i -4.720121e+06 ; -2.478191e+08 + i 7.879048e+06 ; 2.420196e+07 + i -4.641177e+06 ; -4.357200e+08 + i 7.580682e+07 ; -1.073347e+08 + i 3.656200e+07 ; -2.399048e+07 + i 3.090925e+06 ; 2.522315e+07 + i -3.028167e+06 ; -7.158078e+07 + i 1.924945e+07 ; 1.031316e+08 + i -2.387003e+07 ; -1.085131e+08 + i 2.413625e+07 ; -5.917662e+09 + i 5.976577e+08 ; -1.685806e+07 + i -8.067363e+05 ; 1.738031e+07 + i 8.620450e+05 ; 1.645696e+09 + i -2.862176e+08 ; 1.087235e+08 + i -1.005929e+07 ; -1.137494e+08 + i 9.858075e+06 ; -7.694645e+08 + i 1.312110e+08 ; -5.302952e+07 + i 4.596834e+06 ; 9.689923e+06 + i -3.387474e+05 ; -2.477175e+08 + i 7.933258e+06 ; 4.137947e+08 + i -7.587109e+07 ; -2.552740e+07 + i 4.636092e+06 ; 
9.941366e+06 + i -8.001539e+05 ; -1.527383e+07 + i 4.320974e+06 ; 3.348752e+06 + i -5.056676e+05 ; 1.520138e+07 + i -1.821350e+06 ; -7.476961e+07 + i 1.596018e+07 ; 1.193082e+07 + i -1.123430e+06 ; -3.147062e+07 + i 5.706192e+06 ; -1.416650e+07 + i 3.780535e+06 ; -1.920561e+06 + i 8.791819e+05 ; -5.849082e+07 + i 1.222961e+07 ; -5.100958e+07 + i 9.204484e+06 ; -3.354567e+07 + i 6.828214e+06 ; 1.321728e+07 + i -6.187961e+05 ; -1.947096e+07 + i 5.599203e+06 ; 2.156172e+06 + i -2.612163e+05 ; 2.313284e+07 + i -2.225729e+06 ; -1.517096e+08 + i 2.623745e+07 ; 6.104084e+06 + i -2.528247e+05 ; -5.597073e+07 + i 8.412678e+06 ; -1.917175e+07 + i 4.889485e+06 ; 9.700856e+05 + i 4.876604e+04 ; -1.207920e+08 + i 2.316921e+07 ; -8.513127e+07 + i 1.017916e+07 ; -5.208309e+06 + i 6.935864e+05 ; -1.231130e+07 + i 8.019904e+05 ; -7.743533e+08 + i 1.321616e+08 ; 5.842276e+07 + i -5.263157e+06 ; -2.860954e+07 + i 3.641138e+06 ; -1.111010e+08 + i 3.749634e+07 ; 2.912947e+07 + i -3.400020e+06 ; 1.835518e+07 + i -3.868634e+06 ; -2.491198e+08 + i 8.285019e+06 ; -4.339789e+08 + i 7.562878e+07 ; 9.995372e+07 + i -2.348620e+07 ; -7.404859e+07 + i 1.975721e+07 ; -1.078913e+08 + i 2.396966e+07 ; -2.006505e+07 + i -2.872391e+05 ; -5.932362e+09 + i 5.989725e+08 ; 1.991398e+07 + i 6.408994e+05 ; -5.706965e+07 + i 5.203368e+06 ; -7.784929e+08 + i 1.325283e+08 ; 1.225410e+07 + i -4.887845e+05 ; 9.909737e+07 + i -9.131206e+06 ; 1.640451e+09 + i -2.858869e+08 ; -1.113791e+08 + i 9.794513e+06 ; 4.098220e+08 + i -7.552851e+07 ; -2.523626e+08 + i 8.506586e+06 ; -2.495984e+07 + i 4.490096e+06 ; 
5.591338e+07 + i -8.423769e+06 ; 9.491710e+05 + i 4.905309e+04 ; -1.908863e+07 + i 4.916837e+06 ; 1.206312e+08 + i -2.320714e+07 ; -4.901813e+06 + i 7.258833e+05 ; -8.501672e+07 + i 1.021903e+07 ; 3.146718e+07 + i -5.704121e+06 ; -1.805953e+06 + i 8.591754e+05 ; -1.411904e+07 + i 3.794345e+06 ; 5.839887e+07 + i -1.225010e+07 ; -3.180834e+07 + i 6.804972e+06 ; -5.096957e+07 + i 9.219331e+06 ; -1.327664e+07 + i 5.911754e+05 ; 2.042493e+06 + i -2.711344e+05 ; -1.952657e+07 + i 5.579583e+06 ; -2.338462e+07 + i 2.130333e+06 ; 5.792466e+06 + i -3.011434e+05 ; -1.517687e+08 + i 2.621447e+07 ; -9.975144e+06 + i 7.883590e+05 ; 3.178378e+06 + i -5.115276e+05 ; -1.531740e+07 + i 4.307508e+06 ; -1.534707e+07 + i 1.781478e+06 ; 1.132696e+07 + i -1.177836e+06 ; -7.479145e+07 + i 1.594933e+07 ; -9.826054e+07 + i 9.507705e+06 ; -1.058000e+08 + i 1.035125e+07 ; 1.640786e+09 + i -2.858124e+08 ; -4.101173e+08 + i 7.555445e+07 ; -2.380682e+07 + i 4.445941e+06 ; -2.523832e+08 + i 8.464782e+06 ; -1.834477e+07 + i 3.818171e+06 ; -4.122316e+08 + i 7.571390e+07 ; -2.490607e+08 + i 8.301142e+06 ; -9.984775e+07 + i 2.351054e+07 ; -1.023936e+08 + i 2.373903e+07 ; -7.402605e+07 + i 1.976185e+07 ; 2.020878e+07 + i 2.198967e+05 ; 1.921585e+07 + i 5.119399e+05 ; -5.932351e+09 + i 5.989790e+08 ; 5.615170e+07 + i -5.619080e+06 ; 1.159640e+07 + i -5.946117e+05 ; -7.784166e+08 + i 1.325485e+08 ; 1.211029e+07 + i -8.435285e+05 ; 5.549687e+07 + i -5.558421e+06 ; -7.740136e+08 + i 1.322408e+08 ; 2.833303e+07 + i -3.680237e+06 ; 2.764287e+07 + i -3.503553e+06 ; -1.110413e+08 + i 3.749499e+07 ; 
2.984930e+07 + i -6.630632e+06 ; 9.249288e+05 + i -3.952674e+04 ; 3.341008e+06 + i -1.087829e+06 ; 4.315809e+07 + i -1.112754e+07 ; 1.086058e+06 + i 2.316392e+05 ; 1.603838e+07 + i -4.368526e+06 ; 1.260022e+07 + i -4.387642e+06 ; -2.509218e+06 + i 8.346419e+05 ; 2.576866e+06 + i -8.568848e+05 ; 1.144250e+07 + i -5.450201e+06 ; -1.004049e+07 + i 2.958198e+06 ; 1.050352e+07 + i -3.012541e+06 ; 7.171631e+07 + i -7.791449e+06 ; 8.893858e+05 + i -2.184975e+03 ; -1.204955e+06 + i -6.687847e+04 ; 1.448435e+08 + i -1.905279e+07 ; 2.262525e+05 + i 4.841013e+05 ; -7.903215e+05 + i -6.207369e+05 ; 2.988537e+07 + i -6.623313e+06 ; -3.277434e+06 + i 1.053456e+06 ; -1.126845e+06 + i 5.722210e+03 ; 4.317129e+07 + i -1.113369e+07 ; -1.536804e+07 + i 4.288083e+06 ; -1.404299e+06 + i -2.954870e+05 ; -2.488627e+08 + i 7.706323e+06 ; -2.376925e+07 + i 4.485111e+06 ; 4.419821e+08 + i -7.517419e+07 ; -7.760258e+08 + i 1.323935e+08 ; 1.187364e+07 + i -5.647234e+05 ; -5.324838e+07 + i 5.823331e+06 ; -7.169692e+07 + i 1.925378e+07 ; -1.034467e+08 + i 2.372403e+07 ; 1.092300e+08 + i -2.388527e+07 ; -1.097037e+08 + i 3.730742e+07 ; 2.825150e+07 + i -3.469107e+06 ; -2.922168e+07 + i 3.358796e+06 ; 1.645533e+09 + i -2.862467e+08 ; -1.087630e+08 + i 9.737035e+06 ; 1.071892e+08 + i -1.026810e+07 ; -5.933455e+09 + i 5.993115e+08 ; 1.971940e+07 + i 6.686723e+05 ; -2.086233e+07 + i -9.330735e+05 ; -2.476218e+08 + i 7.936191e+06 ; -4.183670e+08 + i 7.567742e+07 ; 2.461140e+07 + i -4.441523e+06 ; -7.762004e+08 + i 1.323717e+08 ; 5.774704e+07 + i -4.952018e+06 ; -1.255931e+07 + i 4.329004e+05 ; 
7.840961e+05 + i 3.767029e+05 ; -6.444450e+06 + i 1.734210e+06 ; 1.401441e+06 + i -2.157696e+05 ; 2.621123e+06 + i 2.822034e+05 ; -1.532343e+07 + i 4.308171e+06 ; 4.427629e+06 + i -5.169900e+05 ; -2.107483e+07 + i 2.696969e+06 ; -5.872087e+06 + i 1.568523e+06 ; -2.133826e+05 + i 1.789240e+05 ; -3.717214e+07 + i 5.659091e+06 ; -1.416862e+07 + i 3.782937e+06 ; -3.546505e+06 + i 1.027346e+06 ; -3.257158e+05 + i 5.208317e+05 ; -7.866409e+06 + i 1.999021e+06 ; 1.040385e+06 + i -1.479143e+05 ; 8.131086e+05 + i 5.858798e+05 ; -1.955209e+07 + i 5.572840e+06 ; 2.834922e+06 + i -2.640691e+05 ; -3.040616e+07 + i 3.004254e+06 ; -7.051725e+06 + i 1.798026e+06 ; 8.184363e+05 + i -6.947942e+04 ; -5.967514e+07 + i 7.599840e+06 ; -1.917715e+07 + i 4.891641e+06 ; 1.408460e+06 + i -5.746560e+04 ; 2.876255e+07 + i -3.169350e+06 ; -1.111143e+08 + i 3.750644e+07 ; 2.960738e+07 + i -3.306793e+06 ; 1.157477e+07 + i -3.746080e+05 ; -7.797026e+08 + i 1.326063e+08 ; 5.956343e+07 + i -5.039664e+06 ; -1.131474e+08 + i 2.419834e+07 ; -7.402840e+07 + i 1.976870e+07 ; -1.089759e+08 + i 2.412439e+07 ; -2.620450e+07 + i 4.642127e+06 ; -2.535644e+08 + i 8.558898e+06 ; -4.420517e+08 + i 7.546432e+07 ; 5.933265e+07 + i -4.468711e+06 ; -7.788586e+08 + i 1.324502e+08 ; 1.218212e+07 + i -4.630000e+05 ; 1.962450e+07 + i 9.880473e+05 ; -5.938715e+09 + i 5.993756e+08 ; 2.024464e+07 + i 7.807056e+05 ; -4.472768e+08 + i 7.556320e+07 ; -2.524391e+08 + i 8.520553e+06 ; -2.438042e+07 + i 4.582042e+06 ; -1.167202e+08 + i 9.274024e+06 ; 1.635479e+09 + i -2.856558e+08 ; -1.140600e+08 + i 9.516271e+06 ; 
3.054459e+07 + i -2.985917e+06 ; 7.276979e+05 + i -8.321664e+04 ; -7.137907e+06 + i 1.775441e+06 ; 5.991921e+07 + i -7.574540e+06 ; 1.273260e+06 + i -7.515281e+04 ; -1.936222e+07 + i 4.850232e+06 ; 2.118091e+07 + i -2.685712e+06 ; -2.495885e+05 + i 1.611764e+05 ; -5.927589e+06 + i 1.556675e+06 ; 3.732032e+07 + i -5.650996e+06 ; -3.434297e+06 + i 9.961187e+05 ; -1.427578e+07 + i 3.763523e+06 ; 6.077183e+05 + i -4.595263e+05 ; 1.000076e+06 + i -1.467174e+05 ; -7.854119e+06 + i 2.006394e+06 ; -2.703311e+05 + i -4.867607e+05 ; 2.723838e+06 + i -2.696180e+05 ; -1.951281e+07 + i 5.587256e+06 ; -6.026827e+05 + i -3.453865e+05 ; 1.335425e+06 + i -2.162753e+05 ; -6.438545e+06 + i 1.737814e+06 ; -2.321981e+06 + i -2.399621e+05 ; 4.212255e+06 + i -5.294182e+05 ; -1.530622e+07 + i 4.312635e+06 ; 4.477926e+08 + i -7.543832e+07 ; -2.435272e+07 + i 4.390178e+06 ; -2.538275e+08 + i 8.274392e+06 ; 1.097702e+08 + i -1.035864e+07 ; -1.077648e+08 + i 1.025484e+07 ; 1.635286e+09 + i -2.856953e+08 ; 1.131743e+08 + i -2.423292e+07 ; -1.039672e+08 + i 2.380967e+07 ; -7.419417e+07 + i 1.977720e+07 ; 2.676769e+07 + i -4.502368e+06 ; -4.187992e+08 + i 7.586455e+07 ; -2.535779e+08 + i 8.571852e+06 ; -5.196210e+07 + i 5.663735e+06 ; 1.165203e+07 + i -5.505670e+05 ; -7.782983e+08 + i 1.325714e+08 ; -1.992107e+07 + i -1.052907e+06 ; 1.945400e+07 + i 6.127331e+05 ; -5.938496e+09 + i 5.994534e+08 ; -2.814446e+07 + i 3.204749e+06 ; 2.815464e+07 + i -3.388838e+06 ; -1.109804e+08 + i 3.750510e+07 ; -1.143049e+07 + i 4.098682e+05 ; 5.636122e+07 + i -5.411100e+06 ; -7.793504e+08 + i 1.326818e+08 ; 
1.141049e+07 + i -5.461404e+06 ; 9.600593e+06 + i -2.875114e+06 ; 9.599703e+06 + i -2.875388e+06 ; 1.198942e+06 + i -4.534843e+06 ; 6.152882e+07 + i -1.225588e+07 ; 6.152791e+07 + i -1.225628e+07 ; 4.309977e+07 + i -1.115336e+07 ; 1.124825e+06 + i -6.275197e+05 ; 1.263772e+07 + i -4.082943e+06 ; 5.793461e+07 + i -1.750040e+07 ; 1.572248e+07 + i -2.210590e+06 ; 1.299438e+08 + i -2.282840e+07 ; 4.310071e+07 + i -1.115330e+07 ; 1.263723e+07 + i -4.083092e+06 ; 1.127446e+06 + i -6.269226e+05 ; 5.793577e+07 + i -1.750014e+07 ; 1.299441e+08 + i -2.282843e+07 ; 1.572896e+07 + i -2.208207e+06 ; 1.447991e+08 + i -1.906975e+07 ; 2.117641e+06 + i -1.031805e+06 ; 2.120297e+06 + i -1.031350e+06 ; 3.193071e+08 + i -5.404617e+07 ; 3.488181e+07 + i -3.140362e+06 ; 3.488251e+07 + i -3.139661e+06 ; -1.073664e+08 + i 3.656675e+07 ; 2.576490e+07 + i -2.925304e+06 ; 2.576683e+07 + i -2.924808e+06 ; -7.156544e+07 + i 1.924920e+07 ; -1.104771e+08 + i 2.413712e+07 ; -1.104737e+08 + i 2.413863e+07 ; -7.696408e+08 + i 1.311484e+08 ; 9.762411e+06 + i -3.167083e+05 ; 5.555236e+07 + i -4.610659e+06 ; -2.477479e+08 + i 7.893823e+06 ; -2.507017e+07 + i 4.656969e+06 ; -4.437796e+08 + i 7.563748e+07 ; -7.696348e+08 + i 1.311502e+08 ; 5.555081e+07 + i -4.611106e+06 ; 9.757924e+06 + i -3.170649e+05 ; -2.477480e+08 + i 7.895457e+06 ; -4.437787e+08 + i 7.563842e+07 ; -2.509270e+07 + i 4.649117e+06 ; -5.917819e+09 + i 5.976024e+08 ; 1.754949e+07 + i 9.122524e+05 ; 1.754082e+07 + i 9.115035e+05 ; 1.645577e+09 + i -2.862437e+08 ; -1.150272e+08 + i 9.722946e+06 ; -1.150356e+08 + i 9.719301e+06 ; 
3.191852e+07 + i -5.711246e+06 ; -1.410771e+07 + i 3.797170e+06 ; 1.963773e+06 + i -8.890089e+05 ; 5.930429e+07 + i -1.226928e+07 ; -5.102519e+07 + i 9.215495e+06 ; 3.420390e+07 + i -6.831280e+06 ; -1.008665e+07 + i 7.839938e+05 ; -1.530659e+07 + i 4.309453e+06 ; -3.425269e+06 + i 5.006292e+05 ; -1.547283e+07 + i 1.791199e+06 ; -7.476196e+07 + i 1.595564e+07 ; -1.218085e+07 + i 1.077045e+06 ; 5.674893e+07 + i -8.404134e+06 ; -1.908419e+07 + i 4.916377e+06 ; -9.701968e+05 + i -5.319598e+04 ; 1.224354e+08 + i -2.323402e+07 ; -8.503832e+07 + i 1.021016e+07 ; 5.347512e+06 + i -6.674693e+05 ; -1.343440e+07 + i 5.748253e+05 ; -1.951258e+07 + i 5.582681e+06 ; -2.200161e+06 + i 2.571601e+05 ; -2.362508e+07 + i 2.124309e+06 ; -1.517406e+08 + i 2.622149e+07 ; -6.224059e+06 + i 2.350916e+05 ; -1.868139e+07 + i 3.845699e+06 ; -2.502981e+08 + i 8.138149e+06 ; 4.429169e+08 + i -7.519923e+07 ; -1.014119e+08 + i 2.358346e+07 ; -7.425139e+07 + i 1.976198e+07 ; 1.100573e+08 + i -2.397497e+07 ; 1.242707e+07 + i -7.976248e+05 ; -7.739507e+08 + i 1.322413e+08 ; -5.314229e+07 + i 5.836393e+06 ; 2.905714e+07 + i -3.588699e+06 ; -1.110023e+08 + i 3.749945e+07 ; -2.920554e+07 + i 3.354122e+06 ; -1.000116e+08 + i 9.350406e+06 ; 1.640281e+09 + i -2.859235e+08 ; 1.070526e+08 + i -1.027978e+07 ; -4.161806e+08 + i 7.560857e+07 ; -2.525683e+08 + i 8.457427e+06 ; 2.491487e+07 + i -4.473572e+06 ; 2.055296e+07 + i 2.856787e+05 ; -5.932269e+09 + i 5.990041e+08 ; -2.086767e+07 + i -9.224178e+05 ; 5.731291e+07 + i -5.491583e+06 ; -7.783913e+08 + i 1.325583e+08 ; -1.250207e+07 + i 4.557323e+05 ; 
3.192192e+07 + i -5.710889e+06 ; 1.963624e+06 + i -8.890869e+05 ; -1.410708e+07 + i 3.797271e+06 ; 5.930529e+07 + i -1.226897e+07 ; 3.420359e+07 + i -6.831386e+06 ; -5.102644e+07 + i 9.215355e+06 ; 5.674919e+07 + i -8.404266e+06 ; -9.697292e+05 + i -5.303780e+04 ; -1.908276e+07 + i 4.916594e+06 ; 1.224353e+08 + i -2.323407e+07 ; 5.348518e+06 + i -6.670884e+05 ; -8.502996e+07 + i 1.021244e+07 ; -1.008530e+07 + i 7.839507e+05 ; -3.425208e+06 + i 5.006358e+05 ; -1.531132e+07 + i 4.308406e+06 ; -1.547429e+07 + i 1.790847e+06 ; -1.218003e+07 + i 1.077403e+06 ; -7.476416e+07 + i 1.595553e+07 ; -1.342617e+07 + i 5.765382e+05 ; -2.200109e+06 + i 2.571652e+05 ; -1.952146e+07 + i 5.580626e+06 ; -2.362135e+07 + i 2.125427e+06 ; -6.224175e+06 + i 2.350998e+05 ; -1.517517e+08 + i 2.621947e+07 ; -1.869010e+07 + i 3.845575e+06 ; 4.429176e+08 + i -7.519916e+07 ; -2.502974e+08 + i 8.137384e+06 ; -1.014121e+08 + i 2.358329e+07 ; 1.100584e+08 + i -2.397495e+07 ; -7.424214e+07 + i 1.976224e+07 ; -1.000204e+08 + i 9.348294e+06 ; 1.070555e+08 + i -1.027868e+07 ; 1.640328e+09 + i -2.859062e+08 ; -4.161799e+08 + i 7.560884e+07 ; 2.491649e+07 + i -4.472854e+06 ; -2.525402e+08 + i 8.462702e+06 ; 1.242267e+07 + i -7.972319e+05 ; -5.313591e+07 + i 5.839174e+06 ; -7.738668e+08 + i 1.322705e+08 ; 2.906533e+07 + i -3.586178e+06 ; -2.920178e+07 + i 3.355327e+06 ; -1.109857e+08 + i 3.750045e+07 ; 2.052870e+07 + i 2.810008e+05 ; -2.086810e+07 + i -9.225890e+05 ; -5.932262e+09 + i 5.990105e+08 ; 5.731495e+07 + i -5.490724e+06 ; -1.250124e+07 + i 4.558323e+05 ; -7.783631e+08 + i 1.325601e+08 ; 
1.258157e+07 + i -4.390564e+06 ; 2.636098e+06 + i -8.577483e+05 ; 2.636046e+06 + i -8.577896e+05 ; 1.142999e+07 + i -5.448243e+06 ; 1.069287e+07 + i -3.021848e+06 ; 1.069245e+07 + i -3.022125e+06 ; 2.985674e+07 + i -6.629807e+06 ; -1.111722e+06 + i 1.690395e+04 ; 3.418218e+06 + i -1.091037e+06 ; 4.316193e+07 + i -1.112565e+07 ; -1.382158e+06 + i -2.780318e+05 ; 1.634623e+07 + i -4.382522e+06 ; 2.985759e+07 + i -6.629542e+06 ; 3.417890e+06 + i -1.091119e+06 ; -1.111749e+06 + i 1.689997e+04 ; 4.316308e+07 + i -1.112493e+07 ; 1.634593e+07 + i -4.382555e+06 ; -1.380333e+06 + i -2.772219e+05 ; 7.172306e+07 + i -7.791386e+06 ; -1.190223e+06 + i -6.095319e+04 ; -1.191035e+06 + i -6.117617e+04 ; 1.448487e+08 + i -1.904786e+07 ; -7.407654e+05 + i -6.136362e+05 ; -7.425685e+05 + i -6.137269e+05 ; -7.183649e+07 + i 1.926283e+07 ; 1.108915e+08 + i -2.394407e+07 ; 1.108873e+08 + i -2.394579e+07 ; -1.096288e+08 + i 3.732465e+07 ; -3.065241e+07 + i 3.090828e+06 ; -3.065333e+07 + i 3.090556e+06 ; -2.488414e+08 + i 7.724731e+06 ; 2.486094e+07 + i -4.345905e+06 ; 4.494981e+08 + i -7.499070e+07 ; -7.759848e+08 + i 1.324052e+08 ; -1.258762e+07 + i 4.579246e+05 ; -5.448390e+07 + i 5.636311e+06 ; -2.488480e+08 + i 7.724902e+06 ; 4.494977e+08 + i -7.499150e+07 ; 2.488372e+07 + i -4.337759e+06 ; -7.759704e+08 + i 1.324098e+08 ; -5.448306e+07 + i 5.636359e+06 ; -1.258236e+07 + i 4.586807e+05 ; 1.645025e+09 + i -2.863694e+08 ; 1.089641e+08 + i -1.006877e+07 ; 1.089724e+08 + i -1.006511e+07 ; -5.933418e+09 + i 5.993241e+08 ; -2.115571e+07 + i -9.957947e+05 ; -2.114645e+07 + i -9.944521e+05 ; 
2.146942e+07 + i -2.669550e+06 ; -5.922052e+06 + i 1.558901e+06 ; 2.040636e+05 + i -1.829333e+05 ; 3.784821e+07 + i -5.629582e+06 ; -1.426425e+07 + i 3.769155e+06 ; 3.577177e+06 + i -1.039642e+06 ; -6.764715e+05 + i -3.703209e+05 ; -6.433704e+06 + i 1.738996e+06 ; -1.434544e+06 + i 2.135077e+05 ; -2.489275e+06 + i -2.831492e+05 ; -1.529126e+07 + i 4.316451e+06 ; -4.526888e+06 + i 5.069479e+05 ; 3.100468e+07 + i -2.938623e+06 ; -7.136098e+06 + i 1.777074e+06 ; -8.674979e+05 + i 5.855626e+04 ; 6.082543e+07 + i -7.507939e+06 ; -1.936040e+07 + i 4.853612e+06 ; -1.531441e+06 + i 2.792613e+04 ; 5.721979e+05 + i -4.755605e+05 ; -7.850757e+06 + i 2.006961e+06 ; -1.073745e+06 + i 1.440389e+05 ; -3.579551e+05 + i -5.124649e+05 ; -1.950464e+07 + i 5.589063e+06 ; -2.917750e+06 + i 2.523659e+05 ; 1.149300e+08 + i -2.423577e+07 ; -7.437730e+07 + i 1.978185e+07 ; 1.114393e+08 + i -2.404056e+07 ; 2.693950e+07 + i -4.453790e+06 ; -2.547537e+08 + i 8.419731e+06 ; 4.501283e+08 + i -7.510450e+07 ; -2.954791e+07 + i 2.926399e+06 ; -1.109255e+08 + i 3.751826e+07 ; -3.045580e+07 + i 3.075803e+06 ; -1.175543e+07 + i 3.496305e+05 ; -7.792643e+08 + i 1.326894e+08 ; -5.440987e+07 + i 5.615947e+06 ; 4.547777e+08 + i -7.523288e+07 ; -2.538844e+08 + i 8.287442e+06 ; 2.517631e+07 + i -4.387253e+06 ; 1.118677e+08 + i -1.012284e+07 ; 1.634829e+09 + i -2.857951e+08 ; 1.092824e+08 + i -1.012107e+07 ; -5.344512e+07 + i 5.466289e+06 ; -7.782659e+08 + i 1.325854e+08 ; -1.238186e+07 + i 4.450899e+05 ; -2.015535e+07 + i -1.098907e+06 ; -5.938427e+09 + i 5.994728e+08 ; -2.104361e+07 + i -1.015125e+06 ; 
