-9.566988e+09 + i 6.928942e+08 ; -1.849652e+07 + i -2.553130e+06 ; -1.850051e+07 + i -2.553871e+06 ; 3.176237e+09 + i -3.826405e+08 ; 1.573553e+08 + i -4.162284e+06 ; 1.573541e+08 + i -4.163294e+06 ; -1.493543e+09 + i 1.816432e+08 ; -8.340799e+07 + i 2.175585e+06 ; -1.413456e+07 + i -7.980508e+05 ; -2.908070e+08 + i -2.114741e+07 ; 8.062557e+08 + i -1.036502e+08 ; 4.363342e+07 + i -3.751770e+06 ; -1.493543e+09 + i 1.816437e+08 ; -1.413311e+07 + i -7.976050e+05 ; -8.340756e+07 + i 2.175575e+06 ; -2.908099e+08 + i -2.114723e+07 ; 4.364155e+07 + i -3.745615e+06 ; 8.062559e+08 + i -1.036500e+08 ; -3.025806e+08 + i 6.222581e+07 ; -4.425812e+07 + i 2.203504e+06 ; -4.425407e+07 + i 2.205491e+06 ; -1.564247e+08 + i 1.856127e+07 ; 2.247930e+08 + i -3.620123e+07 ; 2.247930e+08 + i -3.620098e+07 ; 2.478183e+08 + i -2.060927e+07 ; 1.848066e+06 + i -6.928716e+05 ; 1.848979e+06 + i -6.927401e+05 ; 1.152347e+08 + i -7.448730e+06 ; -7.980942e+05 + i -1.559202e+05 ; -7.981783e+05 + i -1.559431e+05 ; 9.923107e+07 + i -1.565186e+07 ; 3.751771e+07 + i -7.151910e+06 ; -1.906374e+04 + i -4.859341e+05 ; 6.245300e+07 + i -8.100043e+06 ; 9.033490e+06 + i -2.055366e+06 ; -1.004829e+06 + i -1.047563e+05 ; 9.923135e+07 + i -1.565144e+07 ; -1.869689e+04 + i -4.852794e+05 ; 3.751780e+07 + i -7.151866e+06 ; 6.245298e+07 + i -8.099945e+06 ; -1.004605e+06 + i -1.045819e+05 ; 9.033484e+06 + i -2.055371e+06 ; 4.049170e+07 + i -1.016171e+07 ; 2.557448e+07 + i -5.194028e+06 ; 2.557437e+07 + i -5.194100e+06 ; 3.485341e+07 + i -6.800544e+06 ; 7.126676e+06 + i -1.687210e+06 ; 7.126621e+06 + i -1.687210e+06 ; 
2.346180e+08 + i -3.560753e+07 ; 2.386729e+08 + i -3.562371e+07 ; -1.615837e+08 + i 1.889840e+07 ; 3.684690e+07 + i -3.330161e+06 ; 8.535837e+08 + i -9.963135e+07 ; -2.949475e+08 + i -2.102437e+07 ; 8.494518e+08 + i -9.973224e+07 ; 4.544422e+07 + i -3.611257e+06 ; -2.994296e+08 + i -2.115367e+07 ; 1.492846e+08 + i -3.684197e+06 ; 1.608988e+08 + i -3.939319e+06 ; 3.168662e+09 + i -3.826772e+08 ; -4.816355e+07 + i 1.857581e+06 ; -4.663648e+07 + i 1.698805e+06 ; -3.045830e+08 + i 6.230008e+07 ; -1.644917e+07 + i -6.775102e+05 ; -8.303603e+07 + i 2.719165e+06 ; -1.490449e+09 + i 1.815635e+08 ; -8.463094e+07 + i 2.828565e+06 ; -1.473420e+07 + i -9.823164e+05 ; -1.496564e+09 + i 1.816036e+08 ; -2.190005e+07 + i -2.546798e+06 ; -1.946959e+07 + i -2.880281e+06 ; -9.564461e+09 + i 6.926161e+08 ; -1.291806e+08 + i 1.750817e+07 ; 7.149446e+07 + i -9.872906e+06 ; -9.724005e+07 + i 1.041695e+07 ; -6.369392e+07 + i 6.754541e+06 ; 6.913263e+06 + i -1.765412e+06 ; -3.380097e+07 + i 5.761993e+06 ; -2.545436e+08 + i 3.118094e+07 ; 9.074624e+06 + i -4.616343e+05 ; -1.387051e+08 + i 8.936645e+06 ; -1.041891e+08 + i 8.633585e+06 ; -7.495743e+05 + i -1.971158e+05 ; -4.375317e+07 + i 6.799861e+06 ; 2.536644e+07 + i -7.378111e+05 ; -1.802821e+07 + i 4.577814e+05 ; -1.589763e+08 + i 2.328200e+07 ; 1.457122e+07 + i 2.217351e+05 ; -5.834424e+06 + i 3.441262e+05 ; -3.839173e+07 + i 7.270035e+06 ; 3.669741e+07 + i -3.529400e+05 ; -7.772969e+06 + i -2.952895e+05 ; -2.929734e+08 + i 3.569183e+07 ; 1.783268e+07 + i 7.614171e+05 ; -3.383558e+06 + i 6.219474e+04 ; -4.871117e+07 + i 9.013636e+06 ; 
2.478180e+08 + i -2.060687e+07 ; -6.269149e+06 + i 1.262091e+06 ; -6.268177e+06 + i 1.262310e+06 ; 6.104518e+08 + i -7.247462e+07 ; -4.890121e+07 + i 1.802647e+06 ; -4.890137e+07 + i 1.802807e+06 ; 9.923915e+07 + i -1.565109e+07 ; -3.252893e+07 + i 7.018139e+06 ; -3.870678e+06 + i 8.821267e+05 ; 1.494543e+08 + i -2.880942e+07 ; -2.401497e+08 + i 3.184551e+07 ; -2.525640e+07 + i 1.660553e+06 ; 9.924009e+07 + i -1.565099e+07 ; -3.871130e+06 + i 8.817717e+05 ; -3.252921e+07 + i 7.018049e+06 ; 1.494551e+08 + i -2.880940e+07 ; -2.525792e+07 + i 1.659061e+06 ; -2.401500e+08 + i 3.184531e+07 ; 4.049898e+07 + i -1.016301e+07 ; -2.396002e+07 + i 5.086778e+06 ; -2.396146e+07 + i 5.086069e+06 ; 2.720003e+07 + i -1.122682e+07 ; -1.207112e+08 + i 1.788775e+07 ; -1.207115e+08 + i 1.788750e+07 ; -9.542685e+09 + i 6.919905e+08 ; -1.506403e+07 + i -2.561135e+06 ; -1.506827e+07 + i -2.561921e+06 ; 3.176310e+09 + i -3.826312e+08 ; 1.597706e+08 + i -4.167488e+06 ; 1.597692e+08 + i -4.168542e+06 ; -1.481308e+09 + i 1.806204e+08 ; -7.744401e+07 + i 1.866912e+06 ; -1.082779e+07 + i -8.023150e+05 ; -2.910196e+08 + i -2.115932e+07 ; 8.092703e+08 + i -1.037817e+08 ; 4.519481e+07 + i -3.857645e+06 ; -1.481305e+09 + i 1.806215e+08 ; -1.082622e+07 + i -8.018841e+05 ; -7.744349e+07 + i 1.866936e+06 ; -2.910217e+08 + i -2.115903e+07 ; 4.520295e+07 + i -3.851463e+06 ; 8.092705e+08 + i -1.037815e+08 ; -2.966998e+08 + i 6.133760e+07 ; -3.853508e+07 + i 1.976674e+06 ; -3.853087e+07 + i 1.978744e+06 ; -1.565215e+08 + i 1.856266e+07 ; 2.271347e+08 + i -3.639465e+07 ; 2.271348e+08 + i -3.639434e+07 ; 
1.659537e+07 + i 4.261866e+05 ; -4.870361e+07 + i 9.020855e+06 ; -3.188276e+06 + i 1.018506e+05 ; 3.402579e+07 + i -9.611409e+05 ; -2.930142e+08 + i 3.568365e+07 ; -7.350513e+06 + i -1.879521e+05 ; -9.878778e+07 + i 9.259783e+06 ; -4.381186e+07 + i 6.787163e+06 ; -7.754907e+05 + i -1.911295e+05 ; -2.411286e+08 + i 3.221824e+07 ; -1.390314e+08 + i 8.856710e+06 ; 8.326508e+06 + i -6.029753e+05 ; 1.365636e+07 + i 1.067721e+04 ; -3.838184e+07 + i 7.276069e+06 ; -5.506610e+06 + i 3.955473e+05 ; 2.377694e+07 + i -1.040225e+06 ; -1.589826e+08 + i 2.328428e+07 ; -1.711696e+07 + i 6.265830e+05 ; -6.034045e+07 + i 7.074603e+06 ; -3.383288e+07 + i 5.754428e+06 ; 6.471851e+06 + i -1.756505e+06 ; -1.222655e+08 + i 1.797693e+07 ; -9.731530e+07 + i 1.040223e+07 ; 6.734129e+07 + i -1.018092e+07 ; -2.051982e+07 + i -2.168957e+06 ; -9.564458e+09 + i 6.926154e+08 ; -1.849282e+07 + i -2.534172e+06 ; -8.402820e+07 + i 2.370297e+06 ; -1.496594e+09 + i 1.815730e+08 ; -1.407496e+07 + i -8.099191e+05 ; 1.454084e+08 + i -3.841574e+06 ; 3.168989e+09 + i -3.825618e+08 ; 1.573409e+08 + i -4.187654e+06 ; 8.036526e+08 + i -1.036608e+08 ; -2.983021e+08 + i -2.087779e+07 ; 4.406035e+07 + i -3.754974e+06 ; -1.564896e+07 + i -5.071436e+05 ; -1.490548e+09 + i 1.815331e+08 ; -8.354247e+07 + i 2.223114e+06 ; -4.559029e+07 + i 2.338249e+06 ; -3.046550e+08 + i 6.227285e+07 ; -4.418813e+07 + i 2.189754e+06 ; 3.547370e+07 + i -3.411323e+06 ; -2.939871e+08 + i -2.077141e+07 ; 8.066458e+08 + i -1.036544e+08 ; 2.220365e+08 + i -3.621630e+07 ; -1.611779e+08 + i 1.895877e+07 ; 2.258009e+08 + i -3.626001e+07 ; 
1.659774e+07 + i 4.267305e+05 ; -3.188341e+06 + i 1.018309e+05 ; -4.870079e+07 + i 9.021732e+06 ; 3.402602e+07 + i -9.610093e+05 ; -7.350489e+06 + i -1.879472e+05 ; -2.930092e+08 + i 3.568490e+07 ; 1.365750e+07 + i 1.085102e+04 ; -5.506577e+06 + i 3.955526e+05 ; -3.838033e+07 + i 7.276639e+06 ; 2.377597e+07 + i -1.040564e+06 ; -1.711697e+07 + i 6.264834e+05 ; -1.589804e+08 + i 2.328442e+07 ; -9.878755e+07 + i 9.259801e+06 ; -7.755890e+05 + i -1.912087e+05 ; -4.381238e+07 + i 6.786732e+06 ; -2.411289e+08 + i 3.221814e+07 ; 8.326271e+06 + i -6.031955e+05 ; -1.390325e+08 + i 8.855229e+06 ; -6.033631e+07 + i 7.075930e+06 ; 6.471980e+06 + i -1.756422e+06 ; -3.383355e+07 + i 5.754145e+06 ; -1.222648e+08 + i 1.797728e+07 ; 6.734156e+07 + i -1.018082e+07 ; -9.731282e+07 + i 1.040291e+07 ; -2.052784e+07 + i -2.170700e+06 ; -1.849302e+07 + i -2.534216e+06 ; -9.564462e+09 + i 6.926118e+08 ; -8.402820e+07 + i 2.370275e+06 ; -1.407541e+07 + i -8.100444e+05 ; -1.496609e+09 + i 1.815704e+08 ; -1.565343e+07 + i -5.077933e+05 ; -8.354345e+07 + i 2.221971e+06 ; -1.490566e+09 + i 1.815133e+08 ; -4.558737e+07 + i 2.339827e+06 ; -4.418890e+07 + i 2.189115e+06 ; -3.046640e+08 + i 6.226946e+07 ; 1.454076e+08 + i -3.841681e+06 ; 1.573403e+08 + i -4.188356e+06 ; 3.168979e+09 + i -3.825719e+08 ; 8.036530e+08 + i -1.036605e+08 ; 4.405950e+07 + i -3.755625e+06 ; -2.983083e+08 + i -2.088219e+07 ; 3.545985e+07 + i -3.415697e+06 ; 8.066457e+08 + i -1.036545e+08 ; -2.939873e+08 + i -2.077173e+07 ; 2.220332e+08 + i -3.621759e+07 ; 2.257999e+08 + i -3.626041e+07 ; -1.611881e+08 + i 1.895733e+07 ; 
1.152310e+08 + i -7.449196e+06 ; 8.133877e+05 + i 1.598914e+05 ; 8.131121e+05 + i 1.598189e+05 ; 2.478511e+08 + i -2.059795e+07 ; -1.844770e+06 + i 7.006195e+05 ; -1.845791e+06 + i 7.005122e+05 ; 6.245792e+07 + i -8.099401e+06 ; -9.119512e+06 + i 2.057338e+06 ; 1.019730e+06 + i 1.081863e+05 ; 9.926147e+07 + i -1.564549e+07 ; -3.787373e+07 + i 7.148142e+06 ; 3.230200e+04 + i 4.933418e+05 ; 6.245833e+07 + i -8.099260e+06 ; 1.019832e+06 + i 1.081171e+05 ; -9.119457e+06 + i 2.057360e+06 ; 9.926135e+07 + i -1.564527e+07 ; 3.210176e+04 + i 4.927729e+05 ; -3.787361e+07 + i 7.148133e+06 ; 3.486019e+07 + i -6.800358e+06 ; -7.194617e+06 + i 1.689397e+06 ; -7.194764e+06 + i 1.689308e+06 ; 4.050976e+07 + i -1.016002e+07 ; -2.581764e+07 + i 5.194436e+06 ; -2.581759e+07 + i 5.194350e+06 ; 3.176390e+09 + i -3.825889e+08 ; -1.587509e+08 + i 3.900352e+06 ; -1.587492e+08 + i 3.901704e+06 ; -9.567022e+09 + i 6.928749e+08 ; 1.859865e+07 + i 2.593571e+06 ; 1.860257e+07 + i 2.594408e+06 ; -2.907187e+08 + i -2.112878e+07 ; -8.139186e+08 + i 1.030770e+08 ; -4.404166e+07 + i 3.700740e+06 ; -1.493597e+09 + i 1.816285e+08 ; 8.410336e+07 + i -2.040517e+06 ; 1.423320e+07 + i 8.248240e+05 ; -2.907251e+08 + i -2.112964e+07 ; -4.404628e+07 + i 3.695737e+06 ; -8.139187e+08 + i 1.030768e+08 ; -1.493591e+09 + i 1.816312e+08 ; 1.423152e+07 + i 8.241740e+05 ; 8.410293e+07 + i -2.040615e+06 ; -1.563973e+08 + i 1.856505e+07 ; -2.269406e+08 + i 3.610939e+07 ; -2.269412e+08 + i 3.610889e+07 ; -3.026007e+08 + i 6.222241e+07 ; 4.466385e+07 + i -2.139632e+06 ; 4.466355e+07 + i -2.140202e+06 ; 
-2.207405e+06 + i 5.173051e+05 ; -1.876178e+07 + i 3.392321e+06 ; -1.656548e+06 + i 8.977048e+04 ; -1.239870e+06 + i 7.277315e+05 ; -4.872915e+07 + i 9.006398e+06 ; -3.972460e+06 + i 6.980859e+04 ; -4.669977e+07 + i 2.533754e+06 ; -1.670961e+07 + i 2.934717e+06 ; -1.100471e+06 + i 3.297554e+04 ; -9.983167e+07 + i 8.147947e+06 ; -4.379134e+07 + i 6.791471e+06 ; -1.591523e+06 + i -6.065865e+04 ; -5.694423e+05 + i 4.924673e+05 ; -1.591636e+07 + i 3.022558e+06 ; -2.335006e+06 + i 1.745730e+05 ; 1.766669e+06 + i 5.634044e+05 ; -3.839868e+07 + i 7.267682e+06 ; -6.722339e+06 + i 3.402638e+05 ; -3.480687e+07 + i 2.548992e+06 ; -1.433870e+07 + i 2.641811e+06 ; 1.210116e+06 + i -4.018804e+05 ; -6.620257e+07 + i 6.514056e+06 ; -3.382023e+07 + i 5.756979e+06 ; 8.857506e+06 + i -1.818771e+06 ; 8.472517e+07 + i -1.465184e+06 ; -1.496825e+09 + i 1.815032e+08 ; -1.400542e+07 + i -8.405134e+05 ; 1.774084e+07 + i 2.824268e+06 ; -9.573205e+09 + i 6.926688e+08 ; -1.847212e+07 + i -2.632814e+06 ; -8.446817e+08 + i 1.010133e+08 ; -2.984302e+08 + i -2.088712e+07 ; 4.447009e+07 + i -3.743351e+06 ; -1.666339e+08 + i 2.923874e+06 ; 3.162635e+09 + i -3.827116e+08 ; 1.592681e+08 + i -3.937674e+06 ; 4.421225e+07 + i -1.822973e+06 ; -3.046983e+08 + i 6.226597e+07 ; -4.439918e+07 + i 2.133938e+06 ; 1.337887e+07 + i 9.818507e+05 ; -1.498194e+09 + i 1.816533e+08 ; -8.395274e+07 + i 2.009319e+06 ; -2.391927e+08 + i 3.581573e+07 ; -1.612048e+08 + i 1.895587e+07 ; 2.278778e+08 + i -3.618193e+07 ; -4.798671e+07 + i 3.496397e+06 ; -2.998849e+08 + i -2.084668e+07 ; 8.150151e+08 + i -1.031727e+08 ; 
-2.206680e+06 + i 5.175194e+05 ; -1.656591e+06 + i 8.975486e+04 ; -1.876282e+07 + i 3.392041e+06 ; -1.240864e+06 + i 7.275362e+05 ; -3.972482e+06 + i 6.979673e+04 ; -4.873187e+07 + i 9.005783e+06 ; -5.692198e+05 + i 4.924840e+05 ; -2.335014e+06 + i 1.745728e+05 ; -1.591774e+07 + i 3.022103e+06 ; 1.765124e+06 + i 5.628929e+05 ; -6.722393e+06 + i 3.402286e+05 ; -3.840222e+07 + i 7.266478e+06 ; -4.669977e+07 + i 2.533755e+06 ; -1.100525e+06 + i 3.293508e+04 ; -1.671036e+07 + i 2.934398e+06 ; -9.983216e+07 + i 8.147780e+06 ; -1.591678e+06 + i -6.078187e+04 ; -4.379265e+07 + i 6.790765e+06 ; -3.480540e+07 + i 2.549591e+06 ; 1.210146e+06 + i -4.018587e+05 ; -1.433977e+07 + i 2.641408e+06 ; -6.620328e+07 + i 6.514016e+06 ; 8.857516e+06 + i -1.818764e+06 ; -3.382134e+07 + i 5.756442e+06 ; 8.472612e+07 + i -1.464801e+06 ; -1.400578e+07 + i -8.405980e+05 ; -1.496839e+09 + i 1.815014e+08 ; 1.774515e+07 + i 2.825109e+06 ; -1.847239e+07 + i -2.632873e+06 ; -9.573209e+09 + i 6.926662e+08 ; 4.421048e+07 + i -1.823792e+06 ; -4.439993e+07 + i 2.133296e+06 ; -3.047069e+08 + i 6.226304e+07 ; 1.337995e+07 + i 9.816322e+05 ; -8.395378e+07 + i 2.008173e+06 ; -1.498227e+09 + i 1.816285e+08 ; -8.446815e+08 + i 1.010133e+08 ; 4.446945e+07 + i -3.743892e+06 ; -2.984361e+08 + i -2.089176e+07 ; -1.666335e+08 + i 2.923848e+06 ; 1.592671e+08 + i -3.938558e+06 ; 3.162625e+09 + i -3.827214e+08 ; -2.391896e+08 + i 3.581717e+07 ; 2.278772e+08 + i -3.618209e+07 ; -1.612003e+08 + i 1.896042e+07 ; -4.798100e+07 + i 3.498264e+06 ; 8.150148e+08 + i -1.031730e+08 ; -2.998871e+08 + i -2.084774e+07 ; 
9.920481e+07 + i -1.566178e+07 ; 3.382424e+07 + i -7.010404e+06 ; -3.911585e+06 + i 8.832296e+05 ; 1.494443e+08 + i -2.878895e+07 ; 2.495779e+08 + i -3.108300e+07 ; -2.551315e+07 + i 1.627189e+06 ; 2.478216e+08 + i -2.060640e+07 ; 6.531633e+06 + i -1.227160e+06 ; -6.340773e+06 + i 1.260398e+06 ; 6.104488e+08 + i -7.246837e+07 ; 5.077457e+07 + i -1.392237e+06 ; -4.940615e+07 + i 1.720046e+06 ; 4.048113e+07 + i -1.016740e+07 ; 2.491422e+07 + i -5.079009e+06 ; -2.421017e+07 + i 5.088004e+06 ; 2.719036e+07 + i -1.122027e+07 ; 1.254639e+08 + i -1.757481e+07 ; -1.219362e+08 + i 1.782398e+07 ; 9.924258e+07 + i -1.564999e+07 ; 4.033463e+06 + i -8.667404e+05 ; -3.286464e+07 + i 7.022373e+06 ; 1.494490e+08 + i -2.880697e+07 ; 2.622703e+07 + i -1.484074e+06 ; -2.425687e+08 + i 3.168493e+07 ; -1.481396e+09 + i 1.805738e+08 ; 8.049778e+07 + i -1.731603e+06 ; -1.091895e+07 + i -8.281951e+05 ; -2.909681e+08 + i -2.122078e+07 ; -8.409390e+08 + i 1.012718e+08 ; 4.553792e+07 + i -3.832245e+06 ; -9.542738e+09 + i 6.919593e+08 ; 1.551532e+07 + i 2.663794e+06 ; -1.518902e+07 + i -2.609862e+06 ; 3.176252e+09 + i -3.826622e+08 ; -1.659929e+08 + i 3.452698e+06 ; 1.612616e+08 + i -3.912130e+06 ; -2.967262e+08 + i 6.132593e+07 ; 4.002787e+07 + i -1.778440e+06 ; -3.883945e+07 + i 1.937356e+06 ; -1.565176e+08 + i 1.854440e+07 ; -2.360860e+08 + i 3.596126e+07 ; 2.294184e+08 + i -3.630737e+07 ; -1.481309e+09 + i 1.806209e+08 ; 1.119925e+07 + i 8.910302e+05 ; -7.812901e+07 + i 1.748142e+06 ; -2.910044e+08 + i -2.115472e+07 ; -4.695385e+07 + i 3.674718e+06 ; 8.173644e+08 + i -1.032187e+08 ; 
9.968784e+07 + i -9.176652e+06 ; -4.378341e+07 + i 6.808130e+06 ; 7.798168e+05 + i 1.938186e+05 ; 2.433200e+08 + i -3.210161e+07 ; -1.390030e+08 + i 8.891353e+06 ; -8.416544e+06 + i 5.906652e+05 ; -1.672326e+07 + i -4.831928e+05 ; -4.871804e+07 + i 9.010798e+06 ; 3.217471e+06 + i -9.704894e+04 ; -3.431207e+07 + i 8.215547e+05 ; -2.930248e+08 + i 3.567029e+07 ; 7.414121e+06 + i 2.019210e+05 ; 6.089310e+07 + i -7.036413e+06 ; -3.381567e+07 + i 5.766746e+06 ; -6.539921e+06 + i 1.760815e+06 ; 1.233812e+08 + i -1.793271e+07 ; -9.730577e+07 + i 1.041759e+07 ; -6.802270e+07 + i 1.014839e+07 ; -1.376792e+07 + i -4.841410e+04 ; -3.839043e+07 + i 7.269800e+06 ; 5.561424e+06 + i -3.884724e+05 ; -2.398702e+07 + i 9.677730e+05 ; -1.589861e+08 + i 2.327755e+07 ; 1.728656e+07 + i -5.986963e+05 ; -1.469631e+08 + i 3.996016e+06 ; 3.169205e+09 + i -3.825035e+08 ; -1.589569e+08 + i 3.902917e+06 ; -8.113511e+08 + i 1.031159e+08 ; -2.982254e+08 + i -2.092993e+07 ; -4.449610e+07 + i 3.705250e+06 ; 2.092373e+07 + i 2.205860e+06 ; -9.564511e+09 + i 6.925902e+08 ; 1.864280e+07 + i 2.585117e+06 ; 8.501948e+07 + i -2.631808e+06 ; -1.496661e+09 + i 1.815751e+08 ; 1.418696e+07 + i 8.378646e+05 ; -3.584517e+07 + i 3.409019e+06 ; -2.939427e+08 + i -2.074980e+07 ; -8.147689e+08 + i 1.030825e+08 ; -2.241410e+08 + i 3.614507e+07 ; -1.611682e+08 + i 1.894760e+07 ; -2.280413e+08 + i 3.618195e+07 ; 1.579484e+07 + i 5.175997e+05 ; -1.490564e+09 + i 1.815248e+08 ; 8.438678e+07 + i -2.075133e+06 ; 4.602925e+07 + i -2.314425e+06 ; -3.046648e+08 + i 6.226915e+07 ; 4.463344e+07 + i -2.122753e+06 ; 
1.377115e+07 + i 3.434375e+04 ; 5.720273e+06 + i -3.650452e+05 ; -3.837673e+07 + i 7.277951e+06 ; 2.395910e+07 + i -1.011501e+06 ; 1.777709e+07 + i -5.089300e+05 ; -1.589859e+08 + i 2.328313e+07 ; 1.673560e+07 + i 4.589994e+05 ; 3.308013e+06 + i -7.899639e+04 ; -4.870175e+07 + i 9.021424e+06 ; 3.430707e+07 + i -9.112800e+05 ; 7.619985e+06 + i 2.550440e+05 ; -2.930122e+08 + i 3.568323e+07 ; -6.088653e+07 + i 7.030084e+06 ; -6.730655e+06 + i 1.765152e+06 ; -3.383198e+07 + i 5.754571e+06 ; -1.234034e+08 + i 1.790294e+07 ; -6.999024e+07 + i 1.001033e+07 ; -9.730794e+07 + i 1.040445e+07 ; -9.970010e+07 + i 9.160221e+06 ; 8.016777e+05 + i 1.938862e+05 ; -4.380999e+07 + i 6.787419e+06 ; -2.433620e+08 + i 3.206334e+07 ; -8.646906e+06 + i 5.344201e+05 ; -1.390268e+08 + i 8.856895e+06 ; -1.587395e+07 + i -5.492863e+05 ; 8.671068e+07 + i -1.633234e+06 ; -1.490738e+09 + i 1.814589e+08 ; -4.613606e+07 + i 2.261036e+06 ; 4.589953e+07 + i -1.914346e+06 ; -3.047071e+08 + i 6.226043e+07 ; -2.074017e+07 + i -2.232562e+06 ; 1.912838e+07 + i 2.762536e+06 ; -9.564513e+09 + i 6.925895e+08 ; -8.488958e+07 + i 2.224055e+06 ; 1.458506e+07 + i 9.402232e+05 ; -1.496645e+09 + i 1.815606e+08 ; 3.591281e+07 + i -3.457447e+06 ; -8.382592e+08 + i 1.010600e+08 ; -2.939683e+08 + i -2.076439e+07 ; 2.241898e+08 + i -3.616335e+07 ; -2.347214e+08 + i 3.585506e+07 ; -1.611840e+08 + i 1.895921e+07 ; 1.468236e+08 + i -3.587163e+06 ; -1.633414e+08 + i 3.062730e+06 ; 3.168986e+09 + i -3.825675e+08 ; 8.111101e+08 + i -1.031072e+08 ; -4.579332e+07 + i 3.616722e+06 ; -2.983150e+08 + i -2.088183e+07 ; 
6.243197e+07 + i -8.107226e+06 ; 9.390491e+06 + i -2.086349e+06 ; 1.029457e+06 + i 1.110935e+05 ; 9.921342e+07 + i -1.565229e+07 ; 3.920679e+07 + i -7.151413e+06 ; 3.605437e+04 + i 4.990469e+05 ; 1.152328e+08 + i -7.448387e+06 ; -9.893601e+05 + i -2.232203e+05 ; 8.184680e+05 + i 1.622892e+05 ; 2.478406e+08 + i -2.059887e+07 ; 1.594344e+06 + i -8.177492e+05 ; -1.867332e+06 + i 7.028756e+05 ; 3.483995e+07 + i -6.806131e+06 ; 7.415465e+06 + i -1.711599e+06 ; -7.263004e+06 + i 1.691770e+06 ; 4.046842e+07 + i -1.016913e+07 ; 2.673399e+07 + i -5.206505e+06 ; -2.606008e+07 + i 5.195543e+06 ; 6.245830e+07 + i -8.098950e+06 ; -1.155442e+06 + i -1.506958e+05 ; -9.205285e+06 + i 2.059870e+06 ; 9.925087e+07 + i -1.564701e+07 ; -2.117386e+05 + i -5.652224e+05 ; -3.822684e+07 + i 7.146178e+06 ; -2.915812e+08 + i -2.138748e+07 ; 8.457584e+08 + i -1.002897e+08 ; -4.441072e+07 + i 3.668677e+06 ; -1.493519e+09 + i 1.816470e+08 ; -8.235689e+07 + i 2.864099e+06 ; 1.436899e+07 + i 8.590252e+05 ; 3.176155e+09 + i -3.826889e+08 ; 1.598509e+08 + i -4.186854e+06 ; -1.601971e+08 + i 3.658458e+06 ; -9.567010e+09 + i 6.928813e+08 ; -1.930051e+07 + i -2.849228e+06 ; 1.876995e+07 + i 2.651480e+06 ; -1.565716e+08 + i 1.852960e+07 ; 2.357452e+08 + i -3.565358e+07 ; -2.290483e+08 + i 3.603599e+07 ; -3.026331e+08 + i 6.220588e+07 ; -4.592180e+07 + i 1.939188e+06 ; 4.507524e+07 + i -2.080807e+06 ; -2.907267e+08 + i -2.112515e+07 ; 4.527807e+07 + i -3.566605e+06 ; -8.214114e+08 + i 1.025831e+08 ; -1.493582e+09 + i 1.816351e+08 ; -1.464367e+07 + i -9.349342e+05 ; 8.487324e+07 + i -1.910969e+06 ; 
4.722572e+07 + i -2.435553e+06 ; -1.674774e+07 + i 2.919357e+06 ; 1.110558e+06 + i -3.129169e+04 ; 1.009298e+08 + i -7.975841e+06 ; -4.388140e+07 + i 6.758518e+06 ; 1.606038e+06 + i 6.400680e+04 ; 2.383297e+06 + i -4.641222e+05 ; -1.876066e+07 + i 3.394510e+06 ; 1.671438e+06 + i -8.766176e+04 ; 1.580731e+06 + i -6.277624e+05 ; -4.871714e+07 + i 9.013772e+06 ; 4.006724e+06 + i -6.385410e+04 ; 3.519863e+07 + i -2.483859e+06 ; -1.436403e+07 + i 2.632800e+06 ; -1.221376e+06 + i 4.034929e+05 ; 6.693224e+07 + i -6.411597e+06 ; -3.386810e+07 + i 5.741813e+06 ; -8.939523e+06 + i 1.819958e+06 ; 6.832863e+05 + i -4.622044e+05 ; -1.591320e+07 + i 3.024805e+06 ; 2.356680e+06 + i -1.719327e+05 ; -1.582398e+06 + i -5.144396e+05 ; -3.838655e+07 + i 7.273317e+06 ; 6.784329e+06 + i -3.312076e+05 ; 8.526359e+08 + i -1.002153e+08 ; -2.993010e+08 + i -2.114837e+07 ; -4.488698e+07 + i 3.696557e+06 ; 1.633202e+08 + i -4.032492e+06 ; 3.162547e+09 + i -3.827483e+08 ; -1.607183e+08 + i 3.690163e+06 ; -8.062931e+07 + i 2.740791e+06 ; -1.496592e+09 + i 1.815978e+08 ; 1.410353e+07 + i 8.650363e+05 ; -1.784432e+07 + i -2.872279e+06 ; -9.573179e+09 + i 6.926829e+08 ; 1.858757e+07 + i 2.674142e+06 ; 2.413476e+08 + i -3.569046e+07 ; -1.613677e+08 + i 1.892700e+07 ; -2.299917e+08 + i 3.610971e+07 ; 4.798101e+07 + i -3.517120e+06 ; -2.998314e+08 + i -2.081883e+07 ; -8.225167e+08 + i 1.026795e+08 ; -4.415770e+07 + i 1.842137e+06 ; -3.047048e+08 + i 6.225769e+07 ; 4.480561e+07 + i -2.074127e+06 ; -1.336865e+07 + i -9.771160e+05 ; -1.498201e+09 + i 1.816472e+08 ; 8.471827e+07 + i -1.878277e+06 ; 
