-5.375132e+09 + i 1.903491e+10 ; -2.682107e+07 + i 2.380443e+08 ; -2.636885e+07 + i 2.383184e+08 ; -3.626784e+09 + i -3.960797e+09 ; -2.679768e+08 + i -5.469864e+08 ; -2.683863e+08 + i -5.467599e+08 ; 1.348252e+09 + i 2.068668e+09 ; 1.071450e+08 + i 3.067995e+08 ; 9.594240e+07 + i 9.572926e+07 ; 1.768811e+08 + i 1.875984e+09 ; -9.911589e+08 + i -7.383840e+08 ; -1.533600e+08 + i 4.886305e+06 ; 1.348824e+09 + i 2.068432e+09 ; 9.523640e+07 + i 9.499882e+07 ; 1.066325e+08 + i 3.066153e+08 ; 1.779903e+08 + i 1.876482e+09 ; -1.514871e+08 + i 3.966384e+06 ; -9.911550e+08 + i -7.384135e+08 ; 8.311401e+08 + i -4.137041e+08 ; 1.427084e+08 + i 1.033289e+08 ; 1.434749e+08 + i 1.029427e+08 ; 8.699722e+08 + i -2.733927e+08 ; -3.038191e+08 + i 7.402007e+05 ; -3.036532e+08 + i 2.490675e+05 ; -2.143120e+08 + i -5.739471e+08 ; -1.033299e+07 + i 2.855709e+07 ; -1.029890e+07 + i 2.864925e+07 ; -3.792353e+07 + i -3.546543e+08 ; 8.920293e+06 + i 6.504374e+06 ; 8.961703e+06 + i 6.498855e+06 ; -2.473135e+08 + i 4.647291e+07 ; -4.106063e+07 + i 2.762933e+07 ; 5.657489e+06 + i 2.434445e+07 ; -1.906443e+08 + i -1.444414e+07 ; 1.400323e+06 + i 5.957217e+06 ; 8.567835e+06 + i 2.312663e+06 ; -2.469219e+08 + i 4.640026e+07 ; 5.816463e+06 + i 2.411579e+07 ; -4.104428e+07 + i 2.768076e+07 ; -1.904362e+08 + i -1.438037e+07 ; 8.524503e+06 + i 2.270134e+06 ; 1.406712e+06 + i 5.966557e+06 ; 2.477576e+07 + i 1.893003e+08 ; -1.566263e+07 + i 2.288763e+07 ; -1.578173e+07 + i 2.293744e+07 ; -1.989385e+07 + i 1.512099e+08 ; 2.294490e+06 + i 1.974829e+06 ; 2.293653e+06 + i 1.999515e+06 ; 
2.530455e+07 + i -4.514296e+07 ; -6.484190e+06 + i -1.194621e+06 ; 7.182380e+04 + i 1.544906e+05 ; 1.893750e+07 + i -6.162148e+07 ; -1.883914e+07 + i -1.546199e+07 ; 2.637026e+07 + i -4.739158e+07 ; 4.138078e+07 + i -2.252848e+07 ; -5.764698e+06 + i -1.232395e+06 ; 5.767278e+06 + i -8.479800e+06 ; 4.374767e+07 + i -3.880951e+07 ; -1.499998e+07 + i -1.240248e+07 ; 8.362511e+07 + i -3.939785e+07 ; 6.110748e+07 + i 9.723191e+07 ; 3.092101e+05 + i -1.575912e+06 ; 1.280113e+06 + i 2.602946e+05 ; 1.055809e+08 + i 1.266784e+08 ; 3.916297e+06 + i -7.344292e+06 ; 2.918917e+07 + i -4.815844e+07 ; 2.151146e+07 + i 1.646990e+08 ; -7.940090e+05 + i -2.332761e+06 ; 6.089378e+06 + i -7.676332e+06 ; 8.450353e+07 + i 2.503185e+08 ; -6.216071e+06 + i -1.361568e+07 ; 9.499507e+07 + i -2.962823e+07 ; -1.266145e+08 + i -1.742815e+08 ; -1.405132e+08 + i -1.729224e+08 ; 8.537771e+08 + i -3.983667e+08 ; -8.470631e+07 + i -1.428752e+08 ; -2.235835e+07 + i -3.800078e+08 ; 1.346648e+09 + i 2.094549e+09 ; -9.333941e+06 + i -3.767965e+08 ; -9.489064e+07 + i -1.427652e+08 ; 1.337472e+09 + i 2.090592e+09 ; 1.092105e+08 + i -2.550552e+08 ; 1.002779e+08 + i -2.596399e+08 ; -5.409321e+09 + i 1.906084e+10 ; 4.032479e+08 + i 1.202887e+08 ; 4.005978e+08 + i 9.220279e+07 ; 8.982344e+08 + i -2.878971e+08 ; 2.359553e+08 + i 3.939102e+07 ; 8.933651e+08 + i 1.159170e+09 ; 2.164562e+08 + i 1.903490e+09 ; 8.827874e+08 + i 1.199936e+09 ; 2.352317e+08 + i 2.173564e+07 ; 2.073304e+08 + i 1.900623e+09 ; 1.082718e+08 + i 7.281079e+08 ; 1.173228e+08 + i 7.052474e+08 ; -3.631476e+09 + i -3.882221e+09 ; 
-2.493463e+08 + i 4.497936e+07 ; -4.843970e+06 + i -2.928077e+07 ; -5.201508e+07 + i 4.538677e+07 ; -2.807466e+08 + i 1.266926e+08 ; 7.359090e+07 + i 2.367429e+07 ; -3.038843e+08 + i -2.860217e+08 ; 2.295574e+07 + i 1.907151e+08 ; 6.746794e+06 + i -2.825633e+07 ; -1.450705e+07 + i 3.021730e+07 ; 8.950377e+07 + i 2.222398e+08 ; 1.631449e+08 + i 4.233688e+07 ; -1.723216e+08 + i -7.664194e+07 ; -2.112338e+08 + i -5.719234e+08 ; 2.620437e+07 + i -4.203191e+07 ; -3.130762e+07 + i 3.780771e+07 ; -6.037236e+08 + i -8.333839e+08 ; 9.935853e+07 + i 1.465787e+08 ; -7.374489e+07 + i -1.870606e+08 ; -2.479826e+08 + i 4.697951e+07 ; 3.724417e+07 + i -4.886098e+07 ; 1.149303e+06 + i 2.961914e+07 ; -2.845163e+08 + i 1.278360e+08 ; 3.090340e+08 + i 2.065996e+08 ; -7.230112e+07 + i -4.336142e+07 ; 1.293684e+09 + i 2.055085e+09 ; 8.713449e+07 + i 8.837995e+07 ; -8.735656e+07 + i -3.055769e+08 ; 1.733537e+08 + i 1.887234e+09 ; -1.753034e+08 + i 1.124585e+07 ; 1.004848e+09 + i 1.075389e+09 ; 8.234294e+08 + i -3.802399e+08 ; 1.323201e+08 + i 9.795740e+07 ; -1.252185e+08 + i -1.229313e+08 ; 8.745891e+08 + i -2.721662e+08 ; -3.220415e+08 + i -8.724282e+06 ; 3.662703e+08 + i 5.431295e+07 ; -5.422348e+09 + i 1.894939e+10 ; -4.490502e+07 + i 2.247076e+08 ; 5.256205e+07 + i -2.354467e+08 ; -3.633682e+09 + i -3.955185e+09 ; -2.646464e+08 + i -5.744457e+08 ; 2.291820e+08 + i 6.475558e+08 ; 1.310634e+09 + i 2.074511e+09 ; 8.070832e+07 + i 2.988880e+08 ; -8.129158e+07 + i -1.026817e+08 ; 1.787879e+08 + i 1.883054e+09 ; -1.008805e+09 + i -8.103080e+08 ; 1.859691e+08 + i 7.882883e+06 ; 
-5.294059e+07 + i -5.364154e+07 ; 3.058066e+07 + i -5.026772e+07 ; -2.111956e+07 + i -7.250425e+06 ; -6.873462e+07 + i -5.055459e+07 ; 2.552423e+08 + i 7.446659e+07 ; -2.624036e+07 + i -6.607669e+07 ; 1.029610e+08 + i 4.814805e+07 ; 2.787531e+07 + i -4.876440e+07 ; 4.947761e+06 + i -1.358072e+07 ; 1.535662e+08 + i 5.490597e+07 ; 2.164250e+08 + i 8.414815e+07 ; 8.526385e+07 + i 4.447647e+07 ; -3.032058e+07 + i -1.081834e+08 ; 9.032285e+07 + i -3.809217e+07 ; -1.738083e+07 + i -5.829322e+06 ; -7.032840e+07 + i -1.200521e+08 ; 3.020138e+08 + i 3.833025e+08 ; -9.912357e+06 + i -5.206998e+07 ; 1.613061e+08 + i 1.718683e+08 ; 9.419165e+07 + i -3.099500e+07 ; -6.078591e+05 + i -1.139002e+07 ; 3.177650e+08 + i 1.937369e+08 ; 1.567839e+08 + i 3.625295e+08 ; 1.514552e+07 + i 1.718185e+07 ; 9.646595e+07 + i 9.443767e+07 ; 1.333259e+09 + i 2.052011e+09 ; -1.104706e+08 + i -3.111344e+08 ; 1.474317e+08 + i 1.127469e+08 ; 8.531788e+08 + i -4.083055e+08 ; -1.323380e+08 + i -1.414449e+08 ; -1.493240e+08 + i 2.557238e+07 ; 1.906266e+08 + i 1.879903e+09 ; 1.005016e+09 + i 1.068650e+09 ; -3.069323e+08 + i 1.111328e+06 ; 8.991009e+08 + i -2.877639e+08 ; 3.560994e+08 + i 5.669299e+07 ; -2.696538e+07 + i 2.241920e+08 ; -5.412833e+09 + i 1.902267e+10 ; 3.656348e+07 + i -2.502411e+08 ; 9.806216e+07 + i 3.039125e+08 ; 1.354054e+09 + i 2.101697e+09 ; -8.496011e+07 + i -1.194977e+08 ; -2.324290e+08 + i -5.264392e+08 ; -3.645027e+09 + i -3.927623e+09 ; 2.327293e+08 + i 6.265080e+08 ; -9.975713e+08 + i -7.860397e+08 ; 2.073352e+08 + i 1.903940e+09 ; 1.758513e+08 + i 1.004089e+07 ; 
-1.598697e+08 + i -1.669519e+08 ; -5.482449e+05 + i -1.118760e+07 ; 9.973428e+07 + i -3.093068e+07 ; -3.216436e+08 + i -1.865020e+08 ; 1.724860e+07 + i 1.002910e+07 ; 1.636929e+08 + i 3.609193e+08 ; -9.889196e+07 + i -4.675847e+07 ; 3.117152e+06 + i -1.357568e+07 ; 3.100769e+07 + i -5.047882e+07 ; -1.533086e+08 + i -5.054063e+07 ; 8.272006e+07 + i 2.575715e+07 ; 2.194637e+08 + i 8.246027e+07 ; 2.659114e+07 + i 1.101391e+08 ; -1.729624e+07 + i -2.592094e+06 ; 8.488907e+07 + i -3.863701e+07 ; 5.742462e+07 + i 1.289783e+08 ; -1.804539e+07 + i -4.433789e+07 ; 2.967411e+08 + i 3.819601e+08 ; 5.245068e+07 + i 5.485961e+07 ; -1.955378e+07 + i -2.852945e+06 ; 2.618629e+07 + i -4.846468e+07 ; 6.469690e+07 + i 5.646355e+07 ; -3.275085e+07 + i -5.326307e+07 ; 2.516628e+08 + i 7.445740e+07 ; 2.728524e+08 + i 4.868970e+08 ; 3.068833e+08 + i 5.178915e+08 ; -3.628447e+09 + i -3.922134e+09 ; 1.011185e+09 + i 7.975297e+08 ; 1.581305e+08 + i -6.153943e+06 ; 2.058399e+08 + i 1.908365e+09 ; 1.387663e+08 + i -2.679812e+07 ; 1.018970e+09 + i 8.126988e+08 ; 1.975457e+08 + i 1.877301e+09 ; 3.157013e+08 + i -6.790970e+06 ; 3.244538e+08 + i 6.382672e+06 ; 9.060714e+08 + i -2.883315e+08 ; 4.761032e+06 + i -2.311267e+08 ; 9.954665e+06 + i -2.399614e+08 ; -5.409718e+09 + i 1.902318e+10 ; -1.482828e+08 + i -2.637297e+08 ; -1.013929e+08 + i -9.483933e+07 ; 1.355792e+09 + i 2.085977e+09 ; -1.047117e+08 + i -8.296313e+07 ; -1.529057e+08 + i -2.605627e+08 ; 1.347533e+09 + i 2.052454e+09 ; -1.475921e+08 + i -1.010872e+08 ; -1.410568e+08 + i -1.073024e+08 ; 8.447187e+08 + i -4.170306e+08 ; 
-1.908767e+08 + i -1.532942e+07 ; -1.012948e+07 + i -3.540706e+06 ; -1.614323e+04 + i 1.512621e+07 ; -2.434877e+08 + i 4.588807e+07 ; -4.384415e+06 + i -2.769390e+07 ; -5.372221e+07 + i 3.062952e+07 ; -2.157974e+07 + i 1.523034e+08 ; -2.659197e+06 + i -2.009783e+06 ; 5.636055e+06 + i 5.794152e+06 ; 2.428599e+07 + i 1.880801e+08 ; 1.871955e+07 + i -2.330372e+07 ; -1.963188e+07 + i 2.467907e+07 ; -3.700349e+07 + i -3.523378e+08 ; -9.902972e+06 + i -9.072892e+06 ; -4.459039e+06 + i 1.171211e+07 ; -2.072486e+08 + i -5.707009e+08 ; 1.338462e+07 + i -3.193483e+07 ; -4.249510e+07 + i 3.854375e+07 ; -1.913848e+08 + i -1.377017e+07 ; -1.494216e+06 + i -6.730628e+06 ; 4.945209e+06 + i 9.089870e+06 ; -2.456607e+08 + i 4.509856e+07 ; 4.610688e+07 + i -2.653546e+07 ; -6.588250e+06 + i 3.627144e+07 ; 1.404090e+08 + i 1.893496e+09 ; 1.778987e+08 + i 4.763479e+06 ; -8.930605e+08 + i -1.166797e+09 ; 1.344781e+09 + i 2.065244e+09 ; -9.759545e+07 + i -1.094052e+08 ; 2.175550e+08 + i 2.378400e+08 ; 8.816729e+08 + i -2.636834e+08 ; 3.261250e+08 + i 2.460233e+07 ; -3.460516e+08 + i -7.956153e+07 ; 8.297231e+08 + i -4.121848e+08 ; -1.441284e+08 + i -1.265372e+08 ; 1.185112e+08 + i 1.351912e+08 ; -3.640740e+09 + i -3.952624e+09 ; 2.335692e+08 + i 5.955338e+08 ; -3.203158e+08 + i -5.647404e+08 ; -5.380943e+09 + i 1.902812e+10 ; 4.123997e+07 + i -2.525633e+08 ; -1.037559e+08 + i 2.659993e+08 ; 1.840471e+08 + i 1.893289e+09 ; 1.000203e+09 + i 8.736010e+08 ; -1.689890e+08 + i -4.022370e+06 ; 1.342827e+09 + i 2.072646e+09 ; -7.723581e+07 + i -3.270223e+08 ; 7.075370e+07 + i 1.252557e+08 ; 
2.447422e+07 + i -4.425762e+07 ; 2.015953e+04 + i 1.779959e+05 ; -6.256165e+06 + i -1.807665e+06 ; 1.802525e+07 + i -6.011328e+07 ; 2.634811e+07 + i -4.756068e+07 ; -1.770335e+07 + i -1.688131e+07 ; 6.012723e+07 + i 9.552672e+07 ; 1.253148e+06 + i 5.218675e+05 ; 1.567389e+06 + i -1.312889e+06 ; 1.020090e+08 + i 1.246810e+08 ; 2.949404e+07 + i -4.795085e+07 ; 6.620062e+06 + i -6.304076e+06 ; 4.209222e+07 + i -2.128748e+07 ; 5.706613e+06 + i -8.724452e+06 ; -5.922387e+06 + i -1.568868e+06 ; 4.469851e+07 + i -3.698412e+07 ; 8.372548e+07 + i -3.978528e+07 ; -1.432467e+07 + i -1.311148e+07 ; 2.203075e+07 + i 1.679532e+08 ; 5.934063e+06 + i -7.520089e+06 ; -2.742716e+05 + i -2.635374e+06 ; 8.654302e+07 + i 2.545257e+08 ; 9.525042e+07 + i -2.951556e+07 ; -5.067205e+06 + i -1.264752e+07 ; -1.146564e+08 + i -1.675943e+08 ; 8.553013e+08 + i -3.994052e+08 ; -1.162754e+08 + i -1.643900e+08 ; -7.672636e+07 + i -1.319671e+08 ; 1.349145e+09 + i 2.094182e+09 ; -8.266373e+07 + i -3.342861e+08 ; 3.573988e+08 + i 1.141670e+08 ; 9.022226e+08 + i -2.862766e+08 ; 3.815644e+08 + i 8.032307e+07 ; 1.985926e+08 + i 3.144859e+07 ; 2.060564e+08 + i 1.913046e+09 ; 9.391139e+08 + i 1.152193e+09 ; -1.262041e+07 + i -3.623872e+08 ; 1.336630e+09 + i 2.096381e+09 ; -7.829382e+07 + i -1.275251e+08 ; 9.688728e+07 + i -2.555780e+08 ; -5.413699e+09 + i 1.905739e+10 ; 6.101956e+07 + i -2.527458e+08 ; 9.243760e+08 + i 1.206181e+09 ; 2.109521e+08 + i 1.907455e+09 ; 1.952113e+08 + i 1.557142e+07 ; 1.507618e+08 + i 7.106701e+08 ; -3.637202e+09 + i -3.884529e+09 ; 1.762367e+08 + i 6.570250e+08 ; 
-2.100093e+07 + i -1.732215e+08 ; -2.542421e+06 + i -1.207695e+06 ; 7.458620e+05 + i -8.802115e+06 ; -8.670211e+07 + i -2.666755e+08 ; -7.186389e+06 + i -8.067968e+06 ; 8.626853e+07 + i -2.906909e+07 ; -6.177238e+07 + i -9.902630e+07 ; -1.217933e+06 + i -1.442430e+06 ; -2.472618e+06 + i 2.000685e+06 ; -1.068412e+08 + i -1.309537e+08 ; 2.425556e+06 + i -5.741350e+06 ; 2.479265e+07 + i -4.473816e+07 ; -2.913417e+07 + i 2.048295e+07 ; -4.392410e+06 + i -3.440990e+05 ; 8.163084e+06 + i -5.928885e+06 ; -2.706663e+07 + i 2.688809e+07 ; -1.247880e+07 + i -9.505397e+06 ; 8.725923e+07 + i -3.733756e+07 ; -1.831283e+07 + i 3.963356e+07 ; -5.594046e+06 + i -4.922614e+05 ; 2.811678e+06 + i 3.178116e+05 ; -1.276565e+07 + i 5.076324e+07 ; -1.741892e+07 + i -1.214243e+07 ; 2.823823e+07 + i -4.863352e+07 ; -8.917058e+08 + i -1.209476e+09 ; 1.465844e+08 + i -5.908509e+05 ; 1.657888e+08 + i 1.918495e+09 ; -3.187839e+08 + i -5.829923e+08 ; 3.014724e+08 + i 5.589644e+08 ; -3.647494e+09 + i -3.880164e+09 ; -3.748142e+08 + i -1.141867e+08 ; 3.293867e+08 + i 1.628958e+07 ; 9.101428e+08 + i -2.743793e+08 ; -1.716615e+08 + i -3.512360e+07 ; 1.022652e+09 + i 8.762546e+08 ; 2.113990e+08 + i 1.920050e+09 ; 2.085464e+08 + i 2.313208e+08 ; -9.638122e+07 + i -9.889105e+07 ; 1.360995e+09 + i 2.083268e+09 ; -1.154917e+08 + i 2.583719e+08 ; 2.398211e+07 + i -2.527612e+08 ; -5.391574e+09 + i 1.907082e+10 ; 1.122438e+08 + i 1.429761e+08 ; -1.202518e+08 + i -1.155927e+08 ; 8.474490e+08 + i -4.184341e+08 ; 8.775107e+07 + i 1.248839e+08 ; -1.461374e+08 + i -2.906455e+08 ; 1.365137e+09 + i 2.084875e+09 ; 
2.068394e+07 + i 1.919197e+08 ; -1.684019e+07 + i 3.102406e+07 ; -1.692495e+07 + i 3.104873e+07 ; 9.017217e+07 + i 2.217502e+08 ; -1.734131e+08 + i -8.786158e+07 ; -1.735042e+08 + i -8.790253e+07 ; -2.506417e+08 + i 4.523293e+07 ; -1.756559e+06 + i 3.206648e+07 ; -5.580401e+07 + i 4.280354e+07 ; -2.800908e+08 + i 1.266704e+08 ; -8.165640e+07 + i -4.449147e+07 ; -2.895398e+08 + i -3.130413e+08 ; -2.505171e+08 + i 4.536630e+07 ; -5.600198e+07 + i 4.284240e+07 ; -1.782543e+06 + i 3.187859e+07 ; -2.798788e+08 + i 1.270816e+08 ; -2.895328e+08 + i -3.132987e+08 ; -8.108222e+07 + i -4.453811e+07 ; -2.121727e+08 + i -5.740483e+08 ; -3.471006e+07 + i 3.707653e+07 ; -3.457075e+07 + i 3.685283e+07 ; -6.018390e+08 + i -8.325692e+08 ; -6.716356e+07 + i -1.964262e+08 ; -6.698561e+07 + i -1.961386e+08 ; 8.230589e+08 + i -3.692546e+08 ; -1.028059e+08 + i -1.367012e+08 ; -1.026745e+08 + i -1.368226e+08 ; 8.765320e+08 + i -2.705842e+08 ; 3.574930e+08 + i 8.092443e+07 ; 3.578750e+08 + i 8.112981e+07 ; 1.295510e+09 + i 2.065409e+09 ; -7.606658e+07 + i -1.066725e+08 ; -6.669448e+07 + i -3.167681e+08 ; 1.786557e+08 + i 1.886916e+09 ; 1.878053e+08 + i 6.030274e+06 ; 9.591134e+08 + i 1.171545e+09 ; 1.296103e+09 + i 2.065047e+09 ; -6.648900e+07 + i -3.169628e+08 ; -7.568233e+07 + i -1.061671e+08 ; 1.795203e+08 + i 1.887461e+09 ; 9.593194e+08 + i 1.172595e+09 ; 1.858756e+08 + i 6.421573e+06 ; -5.436857e+09 + i 1.894186e+10 ; 6.298768e+07 + i -2.383365e+08 ; 6.287776e+07 + i -2.372783e+08 ; -3.637468e+09 + i -3.950152e+09 ; 2.076717e+08 + i 6.668982e+08 ; 2.066593e+08 + i 6.662505e+08 ; 
-1.015283e+08 + i -5.261453e+07 ; 3.197606e+07 + i -5.071150e+07 ; -6.477323e+06 + i 1.386587e+07 ; -1.548874e+08 + i -6.007239e+07 ; 2.190025e+08 + i 8.408329e+07 ; -8.477682e+07 + i -5.253299e+07 ; 5.409317e+07 + i 5.838980e+07 ; 2.677028e+07 + i -4.924587e+07 ; 2.062753e+07 + i 1.050077e+07 ; 6.879565e+07 + i 5.846149e+07 ; 2.533841e+08 + i 7.464810e+07 ; 1.652396e+07 + i 6.742660e+07 ; -1.594932e+08 + i -1.794899e+08 ; 9.971081e+07 + i -3.106229e+07 ; -3.447664e+05 + i 9.872971e+06 ; -3.238279e+08 + i -2.058658e+08 ; 1.614023e+08 + i 3.617054e+08 ; -9.525247e+06 + i -1.681249e+07 ; 2.495823e+07 + i 1.136019e+08 ; 8.574255e+07 + i -3.932578e+07 ; 1.727455e+07 + i 7.127304e+06 ; 5.811847e+07 + i 1.315849e+08 ; 2.984548e+08 + i 3.819165e+08 ; 7.101596e+06 + i 5.522372e+07 ; 1.427377e+08 + i -2.379797e+07 ; 1.653502e+08 + i 1.887858e+09 ; -8.983456e+08 + i -1.174242e+09 ; 3.188354e+08 + i 5.709301e+06 ; 9.068292e+08 + i -2.756697e+08 ; -3.545940e+08 + i -9.716497e+07 ; -9.894317e+07 + i -9.374391e+07 ; 1.347411e+09 + i 2.052538e+09 ; 2.102058e+08 + i 2.316226e+08 ; -1.327377e+08 + i -1.142531e+08 ; 8.470122e+08 + i -4.178255e+08 ; 1.202293e+08 + i 1.443402e+08 ; 2.583330e+08 + i 5.256398e+08 ; -3.652640e+09 + i -3.921274e+09 ; -3.169354e+08 + i -5.580610e+08 ; 1.006561e+09 + i 8.578979e+08 ; 2.057826e+08 + i 1.921315e+09 ; -1.725085e+08 + i -1.403811e+07 ; 1.659132e+07 + i -2.416100e+08 ; -5.402552e+09 + i 1.902378e+10 ; -1.003926e+08 + i 2.632316e+08 ; -1.335571e+08 + i -2.910978e+08 ; 1.360087e+09 + i 2.084706e+09 ; 8.231789e+07 + i 1.374558e+08 ; 
-1.015652e+08 + i -5.274195e+07 ; -6.534862e+06 + i 1.383529e+07 ; 3.191392e+07 + i -5.074126e+07 ; -1.547642e+08 + i -6.013299e+07 ; -8.482426e+07 + i -5.260625e+07 ; 2.188455e+08 + i 8.386257e+07 ; -1.597005e+08 + i -1.795901e+08 ; -3.076399e+05 + i 9.833061e+06 ; 9.943428e+07 + i -3.128790e+07 ; -3.238903e+08 + i -2.058983e+08 ; -9.431878e+06 + i -1.686328e+07 ; 1.619072e+08 + i 3.607253e+08 ; 5.393301e+07 + i 5.833798e+07 ; 2.064303e+07 + i 1.047201e+07 ; 2.662788e+07 + i -4.890597e+07 ; 6.866760e+07 + i 5.849562e+07 ; 1.662218e+07 + i 6.738757e+07 ; 2.531962e+08 + i 7.459811e+07 ; 2.535434e+07 + i 1.132108e+08 ; 1.730044e+07 + i 7.139540e+06 ; 8.510174e+07 + i -3.883091e+07 ; 5.851716e+07 + i 1.314025e+08 ; 7.085305e+06 + i 5.527741e+07 ; 2.982059e+08 + i 3.821661e+08 ; 1.432903e+08 + i -2.323474e+07 ; -8.982849e+08 + i -1.174500e+09 ; 1.650989e+08 + i 1.887786e+09 ; 3.186528e+08 + i 5.515590e+06 ; -3.547476e+08 + i -9.743214e+07 ; 9.059466e+08 + i -2.757014e+08 ; 2.578821e+08 + i 5.260513e+08 ; -3.165947e+08 + i -5.583831e+08 ; -3.649672e+09 + i -3.920939e+09 ; 1.006788e+09 + i 8.577504e+08 ; -1.723161e+08 + i -1.407436e+07 ; 2.068926e+08 + i 1.917309e+09 ; -9.832591e+07 + i -9.349394e+07 ; 2.112760e+08 + i 2.314209e+08 ; 1.354530e+09 + i 2.050024e+09 ; -1.318575e+08 + i -1.147331e+08 ; 1.205457e+08 + i 1.438623e+08 ; 8.451736e+08 + i -4.199996e+08 ; 1.551900e+07 + i -2.404934e+08 ; -1.005033e+08 + i 2.633363e+08 ; -5.400685e+09 + i 1.902683e+10 ; -1.332055e+08 + i -2.909113e+08 ; 8.227121e+07 + i 1.375750e+08 ; 1.360358e+09 + i 2.081908e+09 ; 
-2.359348e+07 + i 1.524200e+08 ; 6.640239e+06 + i 4.569082e+06 ; 6.616840e+06 + i 4.565322e+06 ; 2.501973e+07 + i 1.874095e+08 ; -2.018660e+07 + i 2.186436e+07 ; -2.027517e+07 + i 2.179676e+07 ; -1.920824e+08 + i -1.572832e+07 ; 8.227845e+06 + i 1.138040e+07 ; -7.613559e+05 + i 1.310636e+07 ; -2.424671e+08 + i 4.524537e+07 ; -1.861649e+06 + i 3.969336e+07 ; -5.592735e+07 + i 2.505163e+07 ; -1.919127e+08 + i -1.561420e+07 ; -7.856045e+05 + i 1.315449e+07 ; 8.193132e+06 + i 1.136068e+07 ; -2.421980e+08 + i 4.551141e+07 ; -5.599611e+07 + i 2.509642e+07 ; -1.685152e+06 + i 3.962354e+07 ; -3.691191e+07 + i -3.541608e+08 ; -1.659403e+06 + i 1.130622e+07 ; -1.735280e+06 + i 1.129239e+07 ; -2.058197e+08 + i -5.696297e+08 ; -3.948399e+07 + i 3.613044e+07 ; -3.940691e+07 + i 3.621461e+07 ; 8.853922e+08 + i -2.481673e+08 ; -3.523218e+08 + i -1.106534e+08 ; -3.528155e+08 + i -1.107774e+08 ; 8.346265e+08 + i -4.098506e+08 ; 6.422129e+07 + i 1.497107e+08 ; 6.426758e+07 + i 1.498494e+08 ; 1.472127e+08 + i 1.902477e+09 ; -1.506542e+08 + i -9.925782e+06 ; -8.419248e+08 + i -1.229578e+09 ; 1.349722e+09 + i 2.064945e+09 ; 8.114219e+07 + i 1.407163e+08 ; 1.801880e+08 + i 2.720132e+08 ; 1.475178e+08 + i 1.902388e+09 ; -8.418175e+08 + i -1.230722e+09 ; -1.487044e+08 + i -1.030864e+07 ; 1.351211e+09 + i 2.064825e+09 ; 1.800160e+08 + i 2.718371e+08 ; 8.091753e+07 + i 1.402270e+08 ; -3.666483e+09 + i -3.951368e+09 ; -2.847066e+08 + i -6.038594e+08 ; -2.835818e+08 + i -6.033694e+08 ; -5.378259e+09 + i 1.903011e+10 ; -1.119425e+08 + i 2.656558e+08 ; -1.115998e+08 + i 2.648722e+08 ; 
-5.757703e+07 + i -1.011864e+08 ; -1.651912e+06 + i 1.833357e+06 ; -1.995628e+06 + i 2.553649e+06 ; -1.006219e+08 + i -1.338381e+08 ; 2.691871e+07 + i -4.477078e+07 ; -8.802739e+06 + i 6.879599e+06 ; -2.494270e+07 + i 3.822577e+07 ; 2.915638e+06 + i 2.850668e+05 ; 6.824571e+06 + i 2.676004e+06 ; -2.325163e+07 + i 5.145837e+07 ; 2.940565e+07 + i -4.896685e+07 ; 1.606628e+07 + i 1.966246e+07 ; -9.754745e+06 + i -1.738005e+08 ; 1.485472e+06 + i -8.655588e+06 ; -2.165196e+06 + i 2.026819e+06 ; -7.004378e+07 + i -2.694517e+08 ; 8.806356e+07 + i -2.851488e+07 ; -1.081056e+06 + i 1.105363e+07 ; -3.347377e+07 + i 2.004220e+07 ; 8.023779e+06 + i -6.224642e+06 ; 5.268725e+06 + i 2.641294e+06 ; -3.252648e+07 + i 2.916137e+07 ; 8.773822e+07 + i -3.796688e+07 ; 1.223434e+07 + i 1.486176e+07 ; -3.601146e+08 + i -1.396638e+08 ; 9.120740e+08 + i -2.641325e+08 ; -3.583538e+08 + i -1.123756e+08 ; -1.535640e+08 + i -2.637953e+07 ; 1.821772e+08 + i 1.928770e+09 ; -8.469691e+08 + i -1.230317e+09 ; 5.262892e+07 + i 1.464469e+08 ; 8.532085e+08 + i -4.159098e+08 ; 6.387588e+07 + i 1.484615e+08 ; 7.186699e+07 + i 1.385821e+08 ; 1.366419e+09 + i 2.085327e+09 ; 1.807267e+08 + i 2.724301e+08 ; -8.344682e+08 + i -1.268655e+09 ; 1.703635e+08 + i 1.928200e+09 ; -1.523101e+08 + i -1.117295e+07 ; -2.786403e+08 + i -6.300458e+08 ; -3.667144e+09 + i -3.881558e+09 ; -2.876513e+08 + i -6.022552e+08 ; 1.725550e+08 + i 2.726687e+08 ; 1.366165e+09 + i 2.084750e+09 ; 8.144271e+07 + i 1.390850e+08 ; -1.196703e+08 + i 2.601599e+08 ; -5.386871e+09 + i 1.906916e+10 ; -1.117040e+08 + i 2.661407e+08 ; 
