-4.498257e+10 + i 1.684617e+10 ; 1.517834e+08 + i 1.512053e+07 ; 1.517705e+08 + i 1.512292e+07 ; 2.049168e+10 + i -1.241735e+10 ; 3.781326e+08 + i 7.816043e+08 ; 3.781439e+08 + i 7.815880e+08 ; -9.615574e+09 + i 6.910229e+09 ; -2.309406e+08 + i -4.113859e+08 ; 9.904522e+07 + i -2.766825e+07 ; 3.243335e+08 + i -3.859598e+09 ; 5.531684e+09 + i -3.360887e+09 ; 2.535409e+08 + i 3.077291e+08 ; -9.615584e+09 + i 6.910231e+09 ; 9.909894e+07 + i -2.765518e+07 ; -2.309395e+08 + i -4.113780e+08 ; 3.243121e+08 + i -3.859588e+09 ; 2.536367e+08 + i 3.078166e+08 ; 5.531681e+09 + i -3.360882e+09 ; -2.735668e+09 + i 3.439469e+09 ; -1.763145e+08 + i -2.479953e+08 ; -1.763227e+08 + i -2.479776e+08 ; -1.229456e+09 + i -1.254634e+09 ; 1.837978e+09 + i -1.544290e+09 ; 1.837972e+09 + i -1.544282e+09 ; 1.260891e+09 + i -1.811252e+08 ; 5.067707e+07 + i 3.122599e+07 ; 5.068175e+07 + i 3.122188e+07 ; 4.823051e+08 + i -1.065135e+07 ; 2.141558e+07 + i 1.115255e+06 ; 2.141556e+07 + i 1.114177e+06 ; 8.436398e+08 + i -3.571215e+08 ; 3.540531e+08 + i -3.595344e+08 ; 4.223073e+07 + i 1.657546e+07 ; 4.200812e+08 + i -6.622409e+07 ; 9.695945e+07 + i -1.421533e+08 ; 1.856353e+07 + i -1.829110e+06 ; 8.436348e+08 + i -3.571151e+08 ; 4.224851e+07 + i 1.658968e+07 ; 3.540531e+08 + i -3.595325e+08 ; 4.200802e+08 + i -6.622429e+07 ; 1.857263e+07 + i -1.825381e+06 ; 9.695970e+07 + i -1.421523e+08 ; 5.642257e+08 + i -3.914992e+08 ; 2.541730e+08 + i -2.897162e+08 ; 2.541735e+08 + i -2.897157e+08 ; 3.589479e+08 + i -1.028128e+08 ; 7.831826e+07 + i -1.249944e+08 ; 7.831784e+07 + i -1.249934e+08 ; 
1.785976e+09 + i -1.525371e+09 ; 1.787489e+09 + i -1.507734e+09 ; -1.244143e+09 + i -1.284644e+09 ; 2.232301e+08 + i 2.672403e+08 ; 5.374406e+09 + i -3.305229e+09 ; 3.051674e+08 + i -3.880817e+09 ; 5.377545e+09 + i -3.319360e+09 ; 2.498278e+08 + i 3.117118e+08 ; 3.105440e+08 + i -3.894692e+09 ; 3.362170e+08 + i 7.336482e+08 ; 3.666491e+08 + i 7.891686e+08 ; 2.047557e+10 + i -1.245170e+10 ; -1.789496e+08 + i -2.584582e+08 ; -1.748675e+08 + i -2.460130e+08 ; -2.727208e+09 + i 3.429482e+09 ; 7.889776e+07 + i -4.375587e+07 ; -2.237021e+08 + i -4.304275e+08 ; -9.594135e+09 + i 6.925255e+09 ; -2.246218e+08 + i -4.412248e+08 ; 9.710901e+07 + i -2.673180e+07 ; -9.605749e+09 + i 6.900120e+09 ; 1.281891e+08 + i -6.825019e+06 ; 1.484927e+08 + i 1.341218e+07 ; -4.495908e+10 + i 1.686401e+10 ; -9.177274e+08 + i 6.670312e+08 ; 5.105126e+08 + i -4.057689e+08 ; -6.310563e+08 + i -5.905406e+07 ; -3.892830e+08 + i 8.334473e+07 ; 7.877024e+07 + i -1.204501e+08 ; -3.453024e+08 + i 1.199028e+08 ; -1.667638e+09 + i 1.030976e+09 ; 4.771262e+07 + i 5.172290e+07 ; -6.211640e+08 + i -2.690417e+08 ; -5.182410e+08 + i 3.999623e+07 ; 1.767186e+07 + i 2.031216e+06 ; -3.944956e+08 + i 9.843471e+07 ; 6.896377e+07 + i 1.255979e+08 ; -5.246982e+07 + i -8.787872e+07 ; -1.150088e+09 + i 9.594896e+08 ; -1.688008e+07 + i 5.094432e+07 ; -2.697331e+07 + i -3.376334e+07 ; -3.360533e+08 + i 3.657975e+08 ; 7.823694e+07 + i 1.604717e+08 ; 1.843061e+07 + i -2.342029e+07 ; -1.876855e+09 + i 1.291937e+09 ; -2.653080e+07 + i 4.793589e+07 ; 4.339886e+06 + i -1.751555e+07 ; -4.174645e+08 + i 4.300350e+08 ; 
1.260634e+09 + i -1.811048e+08 ; -8.575398e+07 + i -7.109332e+07 ; -8.575138e+07 + i -7.109363e+07 ; 3.881256e+09 + i -2.459502e+09 ; -1.399187e+08 + i -2.622359e+08 ; -1.399227e+08 + i -2.622326e+08 ; 8.434808e+08 + i -3.570292e+08 ; -3.360146e+08 + i 3.844437e+08 ; -7.134701e+07 + i -4.836563e+07 ; 1.368359e+09 + i -1.411635e+09 ; -1.686016e+09 + i 1.066166e+09 ; -1.131884e+08 + i -1.620611e+08 ; 8.434861e+08 + i -3.570383e+08 ; -7.136964e+07 + i -4.837554e+07 ; -3.360140e+08 + i 3.844396e+08 ; 1.368366e+09 + i -1.411649e+09 ; -1.132184e+08 + i -1.620869e+08 ; -1.686014e+09 + i 1.066163e+09 ; 5.641360e+08 + i -3.913983e+08 ; -2.418918e+08 + i 2.994484e+08 ; -2.418886e+08 + i 2.994424e+08 ; 4.778220e+08 + i -8.634656e+08 ; -9.234101e+08 + i 6.883706e+08 ; -9.234075e+08 + i 6.883678e+08 ; -4.489208e+10 + i 1.697477e+10 ; 1.474859e+08 + i 2.928146e+07 ; 1.474719e+08 + i 2.928503e+07 ; 2.049153e+10 + i -1.241762e+10 ; 3.773330e+08 + i 7.921617e+08 ; 3.773437e+08 + i 7.921457e+08 ; -9.535951e+09 + i 6.993401e+09 ; -2.100443e+08 + i -3.766938e+08 ; 9.585882e+07 + i -1.358438e+07 ; 3.251978e+08 + i -3.860088e+09 ; 5.543227e+09 + i -3.344445e+09 ; 2.545510e+08 + i 3.186348e+08 ; -9.535955e+09 + i 6.993401e+09 ; 9.590868e+07 + i -1.357351e+07 ; -2.100431e+08 + i -3.766859e+08 ; 3.251806e+08 + i -3.860081e+09 ; 2.546445e+08 + i 3.187217e+08 ; 5.543224e+09 + i -3.344439e+09 ; -2.666128e+09 + i 3.493016e+09 ; -1.579856e+08 + i -2.174384e+08 ; -1.579939e+08 + i -2.174206e+08 ; -1.228862e+09 + i -1.255145e+09 ; 1.850008e+09 + i -1.528761e+09 ; 1.850002e+09 + i -1.528754e+09 ; 
-2.864450e+07 + i 5.036708e+07 ; -4.175158e+08 + i 4.301197e+08 ; 4.535955e+06 + i -1.788072e+07 ; 7.708163e+07 + i 1.710103e+08 ; -1.876955e+09 + i 1.292023e+09 ; 1.893069e+07 + i -2.386271e+07 ; -5.319734e+08 + i 3.920933e+07 ; -3.944698e+08 + i 9.881014e+07 ; 1.800270e+07 + i 2.479666e+06 ; -1.715339e+09 + i 1.049777e+09 ; -6.213417e+08 + i -2.674842e+08 ; 4.820354e+07 + i 5.394073e+07 ; -1.827382e+07 + i 5.332108e+07 ; -3.360765e+08 + i 3.658762e+08 ; -2.734636e+07 + i -3.460629e+07 ; 6.935956e+07 + i 1.322732e+08 ; -1.150124e+09 + i 9.595729e+08 ; -5.315824e+07 + i -8.939819e+07 ; -3.997339e+08 + i 8.406303e+07 ; -3.453019e+08 + i 1.200696e+08 ; 8.147580e+07 + i -1.227934e+08 ; -9.441554e+08 + i 6.793936e+08 ; -6.310121e+08 + i -5.866246e+07 ; 5.257744e+08 + i -4.124320e+08 ; 1.307305e+08 + i -7.694540e+06 ; -4.495904e+10 + i 1.686398e+10 ; 1.521278e+08 + i 1.439094e+07 ; -2.392586e+08 + i -4.221516e+08 ; -9.606406e+09 + i 6.899599e+09 ; 9.918363e+07 + i -2.704805e+07 ; 3.524691e+08 + i 7.224459e+08 ; 2.047672e+10 + i -1.245136e+10 ; 3.787387e+08 + i 7.824984e+08 ; 5.530435e+09 + i -3.371735e+09 ; 3.115970e+08 + i -3.899812e+09 ; 2.527577e+08 + i 3.096641e+08 ; 8.019040e+07 + i -4.502814e+07 ; -9.594551e+09 + i 6.925159e+09 ; -2.334479e+08 + i -4.135597e+08 ; -1.805020e+08 + i -2.591691e+08 ; -2.727927e+09 + i 3.429324e+09 ; -1.757105e+08 + i -2.471980e+08 ; 2.276848e+08 + i 2.629009e+08 ; 3.064535e+08 + i -3.885898e+09 ; 5.531244e+09 + i -3.359482e+09 ; 1.839576e+09 + i -1.555296e+09 ; -1.244543e+09 + i -1.288668e+09 ; 1.841896e+09 + i -1.538255e+09 ; 
-2.863783e+07 + i 5.036505e+07 ; 4.535875e+06 + i -1.788086e+07 ; -4.175125e+08 + i 4.301232e+08 ; 7.708099e+07 + i 1.710116e+08 ; 1.893094e+07 + i -2.386253e+07 ; -1.876941e+09 + i 1.292015e+09 ; -1.826921e+07 + i 5.331952e+07 ; -2.734621e+07 + i -3.460749e+07 ; -3.360784e+08 + i 3.658848e+08 ; 6.935907e+07 + i 1.322731e+08 ; -5.315644e+07 + i -8.940081e+07 ; -1.150155e+09 + i 9.595553e+08 ; -5.319732e+08 + i 3.921141e+07 ; 1.800367e+07 + i 2.478029e+06 ; -3.944945e+08 + i 9.880161e+07 ; -1.715340e+09 + i 1.049777e+09 ; 4.820594e+07 + i 5.393815e+07 ; -6.213909e+08 + i -2.675142e+08 ; -3.997298e+08 + i 8.406629e+07 ; 8.147548e+07 + i -1.227936e+08 ; -3.453009e+08 + i 1.200699e+08 ; -9.441571e+08 + i 6.793959e+08 ; 5.257744e+08 + i -4.124316e+08 ; -6.310057e+08 + i -5.866556e+07 ; 1.307060e+08 + i -7.684549e+06 ; 1.521276e+08 + i 1.439030e+07 ; -4.495901e+10 + i 1.686394e+10 ; -2.392593e+08 + i -4.221488e+08 ; 9.918344e+07 + i -2.704935e+07 ; -9.606459e+09 + i 6.899605e+09 ; 8.017232e+07 + i -4.501973e+07 ; -2.334350e+08 + i -4.135741e+08 ; -9.594904e+09 + i 6.924847e+09 ; -1.805093e+08 + i -2.591582e+08 ; -1.757030e+08 + i -2.472102e+08 ; -2.728171e+09 + i 3.429252e+09 ; 3.524676e+08 + i 7.224400e+08 ; 3.787465e+08 + i 7.824899e+08 ; 2.047650e+10 + i -1.245150e+10 ; 5.530434e+09 + i -3.371735e+09 ; 2.527637e+08 + i 3.096563e+08 ; 3.114319e+08 + i -3.899866e+09 ; 2.276676e+08 + i 2.628936e+08 ; 5.531244e+09 + i -3.359482e+09 ; 3.064501e+08 + i -3.885880e+09 ; 1.839576e+09 + i -1.555300e+09 ; 1.841896e+09 + i -1.538257e+09 ; -1.244590e+09 + i -1.288636e+09 ; 
4.822736e+08 + i -1.068476e+07 ; -2.131237e+07 + i -1.100081e+06 ; -2.131311e+07 + i -1.099669e+06 ; 1.260905e+09 + i -1.811135e+08 ; -5.049134e+07 + i -3.104197e+07 ; -5.049704e+07 + i -3.103707e+07 ; 4.200542e+08 + i -6.625208e+07 ; -9.638260e+07 + i 1.416758e+08 ; -1.847220e+07 + i 1.829008e+06 ; 8.436242e+08 + i -3.571455e+08 ; -3.521365e+08 + i 3.584674e+08 ; -4.206504e+07 + i -1.646000e+07 ; 4.200562e+08 + i -6.625117e+07 ; -1.848087e+07 + i 1.826410e+06 ; -9.638282e+07 + i 1.416750e+08 ; 8.436214e+08 + i -3.571379e+08 ; -4.208316e+07 + i -1.647361e+07 ; -3.521358e+08 + i 3.584667e+08 ; 3.589270e+08 + i -1.028369e+08 ; -7.784023e+07 + i 1.245674e+08 ; -7.783955e+07 + i 1.245652e+08 ; 5.641849e+08 + i -3.915258e+08 ; -2.527594e+08 + i 2.888212e+08 ; -2.527576e+08 + i 2.888193e+08 ; 2.049194e+10 + i -1.241738e+10 ; -3.778484e+08 + i -7.777886e+08 ; -3.778612e+08 + i -7.777738e+08 ; -4.498247e+10 + i 1.684606e+10 ; -1.512395e+08 + i -1.481929e+07 ; -1.512283e+08 + i -1.481929e+07 ; 3.242819e+08 + i -3.859596e+09 ; -5.504263e+09 + i 3.353560e+09 ; -2.529247e+08 + i -3.060973e+08 ; -9.615500e+09 + i 6.910295e+09 ; 2.308150e+08 + i 4.092987e+08 ; -9.863898e+07 + i 2.771675e+07 ; 3.242541e+08 + i -3.859573e+09 ; -2.530158e+08 + i -3.061826e+08 ; -5.504261e+09 + i 3.353554e+09 ; -9.615509e+09 + i 6.910313e+09 ; -9.869124e+07 + i 2.770115e+07 ; 2.308151e+08 + i 4.092919e+08 ; -1.229545e+09 + i -1.254569e+09 ; -1.828347e+09 + i 1.540047e+09 ; -1.828342e+09 + i 1.540039e+09 ; -2.735570e+09 + i 3.439559e+09 ; 1.759338e+08 + i 2.466987e+08 ; 1.759438e+08 + i 2.466866e+08 ; 
-1.761273e+07 + i -2.719349e+07 ; -1.630643e+08 + i 1.705042e+08 ; -1.773005e+06 + i -1.116115e+07 ; -3.546537e+07 + i -2.816646e+07 ; -4.175406e+08 + i 4.300256e+08 ; 2.460723e+06 + i -1.994514e+07 ; -1.658797e+08 + i -2.713186e+07 ; -1.760750e+08 + i 1.014605e+08 ; 1.434603e+06 + i -6.782661e+06 ; -4.890708e+08 + i 7.445458e+07 ; -3.944904e+08 + i 9.877749e+07 ; 1.055625e+07 + i -5.409551e+06 ; -1.805072e+07 + i -2.095616e+07 ; -1.448592e+08 + i 1.580110e+08 ; -1.195032e+07 + i -1.503293e+07 ; -2.751092e+07 + i -1.141147e+07 ; -3.361132e+08 + i 3.657997e+08 ; -2.546079e+07 + i -3.779891e+07 ; -1.464959e+08 + i -1.577347e+07 ; -1.597415e+08 + i 1.005981e+08 ; 1.763159e+07 + i -3.807568e+07 ; -3.700410e+08 + i 8.367780e+07 ; -3.453249e+08 + i 1.200502e+08 ; 8.830769e+07 + i -1.107411e+08 ; 2.259552e+08 + i 3.923286e+08 ; -9.606686e+09 + i 6.899744e+09 ; 9.887970e+07 + i -2.625226e+07 ; -1.491836e+08 + i -2.071547e+07 ; -4.497629e+10 + i 1.682738e+10 ; 1.517125e+08 + i 1.663893e+07 ; -5.430404e+09 + i 3.306276e+09 ; 3.119775e+08 + i -3.899750e+09 ; 2.525597e+08 + i 3.092276e+08 ; -3.727435e+08 + i -7.763348e+08 ; 2.048314e+10 + i -1.247255e+10 ; 3.772814e+08 + i 7.812008e+08 ; 1.716745e+08 + i 2.327029e+08 ; -2.728028e+09 + i 3.429428e+09 ; -1.750963e+08 + i -2.453866e+08 ; -9.733741e+07 + i 2.127581e+07 ; -9.610889e+09 + i 6.891927e+09 ; -2.286844e+08 + i -4.075122e+08 ; -1.807246e+09 + i 1.503809e+09 ; -1.244412e+09 + i -1.288708e+09 ; 1.833046e+09 + i -1.533877e+09 ; -2.488869e+08 + i -3.109058e+08 ; 3.114587e+08 + i -3.907541e+09 ; 5.510357e+09 + i -3.345964e+09 ; 
-1.761167e+07 + i -2.719295e+07 ; -1.773016e+06 + i -1.116120e+07 ; -1.630658e+08 + i 1.705041e+08 ; -3.546856e+07 + i -2.816483e+07 ; 2.460911e+06 + i -1.994508e+07 ; -4.175475e+08 + i 4.300221e+08 ; -1.805000e+07 + i -2.095520e+07 ; -1.195048e+07 + i -1.503322e+07 ; -1.448586e+08 + i 1.580145e+08 ; -2.751321e+07 + i -1.140968e+07 ; -2.546044e+07 + i -3.780010e+07 ; -3.361256e+08 + i 3.657987e+08 ; -1.658802e+08 + i -2.713190e+07 ; 1.435020e+06 + i -6.783479e+06 ; -1.760862e+08 + i 1.014572e+08 ; -4.890716e+08 + i 7.445346e+07 ; 1.055748e+07 + i -5.411036e+06 ; -3.945154e+08 + i 9.876872e+07 ; -1.464958e+08 + i -1.577215e+07 ; 1.763142e+07 + i -3.807579e+07 ; -1.597409e+08 + i 1.005967e+08 ; -3.700444e+08 + i 8.367879e+07 ; 8.830769e+07 + i -1.107412e+08 ; -3.453237e+08 + i 1.200482e+08 ; 2.259553e+08 + i 3.923295e+08 ; 9.887921e+07 + i -2.625343e+07 ; -9.606742e+09 + i 6.899760e+09 ; -1.491678e+08 + i -2.072221e+07 ; 1.517126e+08 + i 1.663811e+07 ; -4.497627e+10 + i 1.682734e+10 ; 1.716758e+08 + i 2.327002e+08 ; -1.750891e+08 + i -2.453987e+08 ; -2.728273e+09 + i 3.429365e+09 ; -9.732792e+07 + i 2.127191e+07 ; -2.286718e+08 + i -4.075270e+08 ; -9.611258e+09 + i 6.891606e+09 ; -5.430405e+09 + i 3.306276e+09 ; 2.525655e+08 + i 3.092200e+08 ; 3.118157e+08 + i -3.899799e+09 ; -3.727425e+08 + i -7.763320e+08 ; 3.772891e+08 + i 7.811924e+08 ; 2.048292e+10 + i -1.247269e+10 ; -1.807249e+09 + i 1.503812e+09 ; 1.833046e+09 + i -1.533879e+09 ; -1.244456e+09 + i -1.288652e+09 ; -2.488799e+08 + i -3.109034e+08 ; 5.510358e+09 + i -3.345963e+09 ; 3.114519e+08 + i -3.907527e+09 ; 
8.434346e+08 + i -3.573141e+08 ; 3.292080e+08 + i -3.800297e+08 ; -7.105629e+07 + i -4.804788e+07 ; 1.368916e+09 + i -1.412421e+09 ; 1.653839e+09 + i -1.057192e+09 ; -1.128220e+08 + i -1.611267e+08 ; 1.260772e+09 + i -1.810891e+08 ; 8.549918e+07 + i 6.899201e+07 ; -8.543402e+07 + i -7.063995e+07 ; 3.881437e+09 + i -2.459368e+09 ; 1.412535e+08 + i 2.545214e+08 ; -1.395788e+08 + i -2.607710e+08 ; 5.640926e+08 + i -3.915996e+08 ; 2.368739e+08 + i -2.959628e+08 ; -2.403905e+08 + i 2.983005e+08 ; 4.780645e+08 + i -8.639799e+08 ; 9.053419e+08 + i -6.817329e+08 ; -9.182056e+08 + i 6.861663e+08 ; 8.435912e+08 + i -3.570393e+08 ; 7.096572e+07 + i 4.675499e+07 ; -3.339658e+08 + i 3.830042e+08 ; 1.368518e+09 + i -1.411568e+09 ; 1.131516e+08 + i 1.574496e+08 ; -1.676731e+09 + i 1.063048e+09 ; -9.536414e+09 + i 6.993103e+09 ; 1.955924e+08 + i 3.832101e+08 ; 9.539232e+07 + i -1.363353e+07 ; 3.229960e+08 + i -3.857653e+09 ; -5.433544e+09 + i 3.316463e+09 ; 2.536122e+08 + i 3.169793e+08 ; -4.489198e+10 + i 1.697462e+10 ; -1.470638e+08 + i -2.990762e+07 ; 1.468321e+08 + i 2.897854e+07 ; 2.049117e+10 + i -1.241794e+10 ; -3.620212e+08 + i -7.908908e+08 ; 3.764632e+08 + i 7.880870e+08 ; -2.666481e+09 + i 3.492881e+09 ; 1.550321e+08 + i 2.163049e+08 ; -1.574639e+08 + i -2.163418e+08 ; -1.229390e+09 + i -1.254039e+09 ; -1.811045e+09 + i 1.512523e+09 ; 1.839371e+09 + i -1.523598e+09 ; -9.535962e+09 + i 6.993319e+09 ; -9.535658e+07 + i 1.321868e+07 ; -2.094628e+08 + i -3.748153e+08 ; 3.250519e+08 + i -3.860129e+09 ; -2.505268e+08 + i -3.154245e+08 ; 5.512833e+09 + i -3.334929e+09 ; 
5.290376e+08 + i -3.916662e+07 ; -3.941366e+08 + i 9.874054e+07 ; -1.792238e+07 + i -2.444423e+06 ; 1.706023e+09 + i -1.045982e+09 ; -6.206045e+08 + i -2.682203e+08 ; -4.803710e+07 + i -5.362102e+07 ; 2.773604e+07 + i -4.965339e+07 ; -4.175244e+08 + i 4.300277e+08 ; -4.498975e+06 + i 1.780535e+07 ; -7.938797e+07 + i -1.676433e+08 ; -1.877107e+09 + i 1.291834e+09 ; -1.882676e+07 + i 2.377600e+07 ; 3.975117e+08 + i -8.372877e+07 ; -3.450581e+08 + i 1.199894e+08 ; -8.094579e+07 + i 1.223046e+08 ; 9.389454e+08 + i -6.768258e+08 ; -6.306501e+08 + i -5.911947e+07 ; -5.227875e+08 + i 4.110827e+08 ; 1.766558e+07 + i -5.262520e+07 ; -3.360913e+08 + i 3.657990e+08 ; 2.725593e+07 + i 3.441090e+07 ; -7.029461e+07 + i -1.303056e+08 ; -1.150236e+09 + i 9.594615e+08 ; 5.300804e+07 + i 8.891162e+07 ; -3.390517e+08 + i -7.325110e+08 ; 2.047696e+10 + i -1.245165e+10 ; -3.778800e+08 + i -7.782494e+08 ; -5.501976e+09 + i 3.364039e+09 ; 3.094353e+08 + i -3.897367e+09 ; -2.519213e+08 + i -3.079174e+08 ; -1.315138e+08 + i 6.027758e+06 ; -4.495900e+10 + i 1.686386e+10 ; -1.514875e+08 + i -1.416114e+07 ; 2.260112e+08 + i 4.335473e+08 ; -9.605999e+09 + i 6.900131e+09 ; -9.873306e+07 + i 2.704312e+07 ; -2.256103e+08 + i -2.646855e+08 ; 3.066798e+08 + i -3.885746e+09 ; -5.500957e+09 + i 3.349923e+09 ; -1.829197e+09 + i 1.550894e+09 ; -1.245091e+09 + i -1.287462e+09 ; -1.831295e+09 + i 1.532998e+09 ; -8.083584e+07 + i 4.426288e+07 ; -9.594501e+09 + i 6.925122e+09 ; 2.328253e+08 + i 4.112921e+08 ; 1.786053e+08 + i 2.609984e+08 ; -2.727755e+09 + i 3.429373e+09 ; 1.751631e+08 + i 2.458012e+08 ; 
-1.811360e+07 + i 5.312790e+07 ; 2.704821e+07 + i 3.392321e+07 ; -3.360742e+08 + i 3.658895e+08 ; 6.920012e+07 + i 1.317234e+08 ; 5.273281e+07 + i 8.770232e+07 ; -1.150168e+09 + i 9.595658e+08 ; -2.848051e+07 + i 5.019640e+07 ; -4.401503e+06 + i 1.763027e+07 ; -4.175154e+08 + i 4.301226e+08 ; 7.692247e+07 + i 1.702687e+08 ; -1.846631e+07 + i 2.361718e+07 ; -1.876936e+09 + i 1.291999e+09 ; -3.978970e+08 + i 8.416658e+07 ; -7.973853e+07 + i 1.212144e+08 ; -3.452992e+08 + i 1.200688e+08 ; -9.396609e+08 + i 6.775655e+08 ; -5.154860e+08 + i 4.084521e+08 ; -6.310039e+08 + i -5.866842e+07 ; -5.296656e+08 + i 3.955483e+07 ; -1.799754e+07 + i -2.274084e+06 ; -3.944936e+08 + i 9.880121e+07 ; -1.706895e+09 + i 1.046840e+09 ; -4.837312e+07 + i -5.208584e+07 ; -6.213921e+08 + i -2.675220e+08 ; 7.979994e+07 + i -4.459349e+07 ; 2.315096e+08 + i 4.057226e+08 ; -9.595173e+09 + i 6.924922e+09 ; -1.798627e+08 + i -2.573854e+08 ; 1.739621e+08 + i 2.422581e+08 ; -2.728289e+09 + i 3.429338e+09 ; 1.301551e+08 + i -7.685463e+06 ; -1.498522e+08 + i -1.350673e+07 ; -4.495901e+10 + i 1.686386e+10 ; -2.384898e+08 + i -4.197146e+08 ; -9.762889e+07 + i 2.688667e+07 ; -9.606525e+09 + i 6.899574e+09 ; 2.242279e+08 + i 2.632589e+08 ; -5.423450e+09 + i 3.329353e+09 ; 3.064556e+08 + i -3.885867e+09 ; 1.828986e+09 + i -1.549964e+09 ; -1.802947e+09 + i 1.520761e+09 ; -1.244584e+09 + i -1.288611e+09 ; 3.516952e+08 + i 7.187775e+08 ; -3.763181e+08 + i -7.680629e+08 ; 2.047649e+10 + i -1.245151e+10 ; 5.503140e+09 + i -3.362427e+09 ; -2.476592e+08 + i -3.056750e+08 ; 3.114146e+08 + i -3.899840e+09 ; 
4.200502e+08 + i -6.614672e+07 ; 9.388541e+07 + i -1.393981e+08 ; -1.837802e+07 + i 1.831838e+06 ; 8.436394e+08 + i -3.567086e+08 ; 3.441971e+08 + i -3.532186e+08 ; -4.186323e+07 + i -1.635179e+07 ; 4.822626e+08 + i -1.065634e+07 ; 2.064825e+07 + i 1.346786e+06 ; -2.121375e+07 + i -1.074505e+06 ; 1.260791e+09 + i -1.810945e+08 ; 4.896688e+07 + i 3.133516e+07 ; -5.028581e+07 + i -3.083789e+07 ; 3.589221e+08 + i -1.027501e+08 ; 7.578865e+07 + i -1.225105e+08 ; -7.736616e+07 + i 1.240218e+08 ; 5.641832e+08 + i -3.912333e+08 ; 2.469908e+08 + i -2.844534e+08 ; -2.513084e+08 + i 2.876157e+08 ; 4.200472e+08 + i -6.623099e+07 ; 1.792009e+07 + i -1.528219e+06 ; -9.580502e+07 + i 1.410642e+08 ; 8.435256e+08 + i -3.571148e+08 ; 4.102010e+07 + i 1.687869e+07 ; -3.501491e+08 + i 3.570052e+08 ; 3.225653e+08 + i -3.855287e+09 ; 5.398907e+09 + i -3.320816e+09 ; -2.518575e+08 + i -3.044079e+08 ; -9.615555e+09 + i 6.910173e+09 ; -2.183029e+08 + i -4.265978e+08 ; -9.811751e+07 + i 2.763659e+07 ; 2.049115e+10 + i -1.241789e+10 ; 3.644412e+08 + i 7.882952e+08 ; -3.766526e+08 + i -7.736496e+08 ; -4.498249e+10 + i 1.684609e+10 ; 1.490933e+08 + i 1.394575e+07 ; -1.504994e+08 + i -1.462377e+07 ; -1.229693e+09 + i -1.252769e+09 ; 1.790641e+09 + i -1.522313e+09 ; -1.818281e+09 + i 1.533996e+09 ; -2.735843e+09 + i 3.439402e+09 ; -1.737561e+08 + i -2.470254e+08 ; 1.752731e+08 + i 2.453213e+08 ; 3.240452e+08 + i -3.859539e+09 ; 2.497952e+08 + i 3.051558e+08 ; -5.474966e+09 + i 3.341581e+09 ; -9.615506e+09 + i 6.910310e+09 ; 9.800404e+07 + i -2.743909e+07 ; 2.300105e+08 + i 4.070906e+08 ; 
1.655113e+08 + i 2.659754e+07 ; -1.761570e+08 + i 1.015111e+08 ; -1.422949e+06 + i 6.750195e+06 ; 4.875721e+08 + i -7.516275e+07 ; -3.947492e+08 + i 9.900408e+07 ; -1.050183e+07 + i 5.387907e+06 ; 1.790699e+07 + i 2.672257e+07 ; -1.630918e+08 + i 1.705015e+08 ; 1.771415e+06 + i 1.110676e+07 ; 3.616810e+07 + i 2.696878e+07 ; -4.175619e+08 + i 4.300638e+08 ; -2.438996e+06 + i 1.985231e+07 ; 1.461422e+08 + i 1.531839e+07 ; -1.598093e+08 + i 1.006572e+08 ; -1.751674e+07 + i 3.790462e+07 ; 3.688252e+08 + i -8.414854e+07 ; -3.454742e+08 + i 1.202735e+08 ; -8.779408e+07 + i 1.102726e+08 ; 1.827563e+07 + i 2.053007e+07 ; -1.448777e+08 + i 1.580165e+08 ; 1.190421e+07 + i 1.495072e+07 ; 2.794813e+07 + i 1.049409e+07 ; -3.360991e+08 + i 3.658421e+08 ; 2.536670e+07 + i 3.759612e+07 ; 5.405425e+09 + i -3.295003e+09 ; 3.103025e+08 + i -3.895441e+09 ; -2.515894e+08 + i -3.075262e+08 ; 3.611298e+08 + i 7.975590e+08 ; 2.048296e+10 + i -1.247275e+10 ; -3.760708e+08 + i -7.771431e+08 ; -2.147621e+08 + i -4.151893e+08 ; -9.605889e+09 + i 6.900149e+09 ; -9.843319e+07 + i 2.622583e+07 ; 1.488591e+08 + i 2.046137e+07 ; -4.497633e+10 + i 1.682741e+10 ; -1.510736e+08 + i -1.642524e+07 ; 1.797810e+09 + i -1.498552e+09 ; -1.244590e+09 + i -1.286856e+09 ; -1.822967e+09 + i 1.527881e+09 ; 2.476761e+08 + i 3.145542e+08 ; 3.116241e+08 + i -3.907356e+09 ; -5.481044e+09 + i 3.334032e+09 ; -1.707485e+08 + i -2.366578e+08 ; -2.727809e+09 + i 3.429397e+09 ; 1.744420e+08 + i 2.440670e+08 ; 9.796399e+07 + i -2.102294e+07 ; -9.610852e+09 + i 6.891936e+09 ; 2.278932e+08 + i 4.053594e+08 ; 
