-4.067750e+10 + i 1.016715e+10 ; 5.450790e+07 + i 6.857648e+05 ; 5.450715e+07 + i 6.875591e+05 ; 1.839570e+10 + i -7.283597e+09 ; 2.536575e+08 + i 3.984838e+08 ; 2.536570e+08 + i 3.984816e+08 ; -8.868339e+09 + i 3.984447e+09 ; -1.449403e+08 + i -2.115349e+08 ; 3.006445e+07 + i -1.498702e+07 ; 6.763827e+08 + i -2.066288e+09 ; 4.900469e+09 + i -1.973965e+09 ; 1.356491e+08 + i 1.502740e+08 ; -8.868340e+09 + i 3.984448e+09 ; 3.007277e+07 + i -1.498922e+07 ; -1.449397e+08 + i -2.115345e+08 ; 6.763821e+08 + i -2.066285e+09 ; 1.356726e+08 + i 1.502770e+08 ; 4.900469e+09 + i -1.973964e+09 ; -2.747280e+09 + i 1.935747e+09 ; -1.005892e+08 + i -1.263355e+08 ; -1.005883e+08 + i -1.263336e+08 ; -6.224380e+08 + i -6.118363e+08 ; 1.668554e+09 + i -8.836258e+08 ; 1.668554e+09 + i -8.836247e+08 ; 1.061140e+09 + i -1.344376e+08 ; 2.248291e+07 + i 1.477362e+07 ; 2.248295e+07 + i 1.477280e+07 ; 4.202737e+08 + i -2.170817e+07 ; 7.786168e+06 + i 9.168484e+05 ; 7.786098e+06 + i 9.167797e+05 ; 6.807825e+08 + i -2.188056e+08 ; 3.272883e+08 + i -2.032759e+08 ; 1.730558e+07 + i 7.859872e+06 ; 3.410664e+08 + i -5.546942e+07 ; 9.744141e+07 + i -7.882832e+07 ; 6.371154e+06 + i -3.782076e+05 ; 6.807826e+08 + i -2.188046e+08 ; 1.730974e+07 + i 7.860320e+06 ; 3.272885e+08 + i -2.032758e+08 ; 3.410664e+08 + i -5.546930e+07 ; 6.372782e+06 + i -3.783889e+05 ; 9.744148e+07 + i -7.882827e+07 ; 4.462573e+08 + i -2.247808e+08 ; 2.399088e+08 + i -1.626556e+08 ; 2.399088e+08 + i -1.626557e+08 ; 2.759803e+08 + i -7.373398e+07 ; 8.073294e+07 + i -6.909418e+07 ; 8.073297e+07 + i -6.909406e+07 ; 
-9.192159e+06 + i -8.687744e+06 ; 6.534356e+06 + i 7.511334e+06 ; -1.391658e+08 + i 9.107951e+07 ; -1.141863e+07 + i -4.547287e+06 ; 1.476708e+07 + i 1.914768e+07 ; -3.268961e+08 + i 2.102347e+08 ; -1.007039e+07 + i -1.207492e+07 ; 2.126763e+06 + i 4.997023e+06 ; -1.561672e+08 + i 9.837208e+07 ; -1.678183e+07 + i -1.295634e+07 ; 1.988114e+06 + i 9.426340e+06 ; -4.012291e+08 + i 2.470337e+08 ; -1.262539e+08 + i -2.535087e+06 ; -1.962791e+07 + i 2.056890e+07 ; -1.249182e+08 + i 5.606652e+07 ; -3.123433e+08 + i 5.655133e+07 ; -8.497257e+07 + i 6.114486e+07 ; -2.570684e+08 + i 7.288615e+07 ; -1.477241e+08 + i -9.089322e+06 ; 3.819135e+05 + i 2.911407e+06 ; -1.376068e+08 + i 5.727303e+07 ; -4.185970e+08 + i 5.457322e+07 ; -2.983456e+06 + i 2.281892e+06 ; -2.956704e+08 + i 6.431085e+07 ; 9.666038e+07 + i 1.204470e+08 ; 9.878901e+07 + i 1.248048e+08 ; -2.746137e+09 + i 1.931108e+09 ; -3.087217e+07 + i 1.160692e+07 ; 1.420481e+08 + i 2.091554e+08 ; -8.869749e+09 + i 3.975010e+09 ; 1.401468e+08 + i 2.046251e+08 ; -3.020309e+07 + i 1.409888e+07 ; -8.866744e+09 + i 3.979233e+09 ; -5.498460e+07 + i -4.142257e+06 ; -5.446431e+07 + i -1.588514e+06 ; -4.067833e+10 + i 1.015687e+10 ; -1.662238e+09 + i 8.575701e+08 ; -1.658599e+09 + i 8.669511e+08 ; -6.327631e+08 + i -6.278333e+08 ; -1.346209e+08 + i -1.554949e+08 ; -4.865357e+09 + i 1.937174e+09 ; 6.646577e+08 + i -2.089848e+09 ; -4.868363e+09 + i 1.927108e+09 ; -1.342527e+08 + i -1.519206e+08 ; 6.659131e+08 + i -2.086146e+09 ; -2.506352e+08 + i -4.008729e+08 ; -2.505579e+08 + i -3.970997e+08 ; 1.838425e+10 + i -7.312092e+09 ; 
6.807408e+08 + i -2.188345e+08 ; -3.196843e+07 + i -2.287654e+07 ; 3.155111e+08 + i -2.139050e+08 ; 1.288279e+09 + i -8.025672e+08 ; -6.390291e+07 + i -7.959853e+07 ; 1.487036e+09 + i -6.161111e+08 ; 4.462228e+08 + i -2.247886e+08 ; -2.338437e+08 + i 1.671300e+08 ; 2.329364e+08 + i -1.659739e+08 ; 5.022513e+08 + i -4.802555e+08 ; -8.278069e+08 + i 3.958516e+08 ; 8.241389e+08 + i -3.925277e+08 ; 1.061127e+09 + i -1.344293e+08 ; -4.040270e+07 + i -3.328018e+07 ; 4.028414e+07 + i 3.293073e+07 ; 3.518434e+09 + i -1.436829e+09 ; -8.891569e+07 + i -1.314787e+08 ; 8.863076e+07 + i 1.299710e+08 ; 6.807675e+08 + i -2.187820e+08 ; -3.167439e+08 + i 2.154225e+08 ; 3.185346e+07 + i 2.262257e+07 ; 1.288215e+09 + i -8.023019e+08 ; -1.493805e+09 + i 6.216280e+08 ; 6.360696e+07 + i 7.881256e+07 ; -8.827578e+09 + i 4.026042e+09 ; 3.106556e+07 + i -7.956374e+06 ; 1.290278e+08 + i 1.983525e+08 ; 6.763151e+08 + i -2.065627e+09 ; 1.369653e+08 + i 1.559805e+08 ; -4.875344e+09 + i 1.938999e+09 ; -2.714627e+09 + i 1.962107e+09 ; -8.917770e+07 + i -1.106543e+08 ; 8.835391e+07 + i 1.111175e+08 ; -6.223207e+08 + i -6.116967e+08 ; 1.672449e+09 + i -8.723769e+08 ; -1.664769e+09 + i 8.649126e+08 ; -4.062572e+10 + i 1.023303e+10 ; 5.510520e+07 + i 7.801980e+06 ; -5.528321e+07 + i -7.945665e+06 ; 1.839555e+10 + i -7.283625e+09 ; 2.544516e+08 + i 4.033594e+08 ; -2.503425e+08 + i -4.066086e+08 ; -8.827500e+09 + i 4.026040e+09 ; -1.322467e+08 + i -1.942125e+08 ; -3.105634e+07 + i 7.883929e+06 ; 6.766217e+08 + i -2.066509e+09 ; 4.898558e+09 + i -1.957596e+09 ; -1.358101e+08 + i -1.562825e+08 ; 
2.150855e+06 + i 2.741798e+07 ; -3.268766e+08 + i 2.102370e+08 ; 1.495517e+07 + i 1.738525e+07 ; 4.448742e+07 + i 6.593668e+07 ; -1.076720e+09 + i 5.534708e+08 ; 3.234422e+07 + i 4.562558e+07 ; -3.219186e+08 + i 5.943466e+07 ; -2.570582e+08 + i 7.290054e+07 ; -8.078528e+07 + i 6.735564e+07 ; -8.365607e+08 + i 3.910218e+08 ; -4.652756e+08 + i -9.913740e+06 ; -4.713171e+08 + i 2.344136e+08 ; -1.767586e+06 + i 2.760245e+07 ; -4.012125e+08 + i 2.470395e+08 ; 9.458707e+05 + i 8.138173e+06 ; 5.322110e+07 + i 8.658820e+07 ; -1.726064e+09 + i 7.512511e+08 ; -2.960542e+06 + i 1.228875e+07 ; -4.383636e+08 + i 4.037122e+07 ; -2.956650e+08 + i 6.430676e+07 ; -6.795959e+06 + i -1.276780e+06 ; -1.506594e+09 + i 6.137109e+08 ; -4.641718e+08 + i -1.236810e+08 ; -2.511837e+07 + i -2.673445e+07 ; 2.096925e+07 + i -2.286880e+07 ; -8.858572e+09 + i 3.992772e+09 ; 1.430008e+08 + i 2.166970e+08 ; -1.033102e+08 + i -1.310931e+08 ; -2.746108e+09 + i 1.931084e+09 ; 9.914956e+07 + i 1.262408e+08 ; 1.189391e+08 + i 1.284586e+08 ; 6.659322e+08 + i -2.077662e+09 ; -4.868840e+09 + i 1.946602e+09 ; 1.664611e+09 + i -8.857711e+08 ; -6.327911e+08 + i -6.274383e+08 ; -1.660424e+09 + i 8.696497e+08 ; 4.372576e+07 + i -9.686034e+06 ; -4.066637e+10 + i 1.017645e+10 ; -5.467889e+07 + i -6.141519e+05 ; -1.491379e+08 + i -2.159079e+08 ; -8.866746e+09 + i 3.979174e+09 ; -3.022272e+07 + i 1.455528e+07 ; 2.349217e+08 + i 3.679698e+08 ; 1.838516e+10 + i -7.300865e+09 ; -2.496357e+08 + i -4.018900e+08 ; 4.890018e+09 + i -1.971435e+09 ; 6.658255e+08 + i -2.086028e+09 ; -1.339534e+08 + i -1.523156e+08 ; 
4.382657e+08 + i -4.019905e+07 ; -6.777691e+06 + i -1.333963e+06 ; -2.955968e+08 + i 6.424032e+07 ; 1.506457e+09 + i -6.133763e+08 ; -2.517491e+07 + i -2.710620e+07 ; -4.640384e+08 + i -1.239548e+08 ; 3.218674e+08 + i -5.928470e+07 ; -8.106636e+07 + i 6.780678e+07 ; -2.570154e+08 + i 7.284862e+07 ; 8.364595e+08 + i -3.907338e+08 ; -4.733798e+08 + i 2.363191e+08 ; -4.652198e+08 + i -1.006817e+07 ; 1.628926e+06 + i -2.736237e+07 ; 9.643408e+05 + i 8.174864e+06 ; -4.012269e+08 + i 2.470308e+08 ; -5.364112e+07 + i -8.561966e+07 ; -2.964478e+06 + i 1.235266e+07 ; -1.726110e+09 + i 7.512439e+08 ; -2.222806e+06 + i -2.723413e+07 ; 1.506236e+07 + i 1.745005e+07 ; -3.268904e+08 + i 2.102293e+08 ; -4.464887e+07 + i -6.544672e+07 ; 3.258235e+07 + i 4.581114e+07 ; -1.076746e+09 + i 5.534627e+08 ; -2.328774e+08 + i -3.729708e+08 ; -2.515582e+08 + i -4.035438e+08 ; 1.838518e+10 + i -7.300920e+09 ; -4.889688e+09 + i 1.971600e+09 ; -1.352977e+08 + i -1.520041e+08 ; 6.654834e+08 + i -2.085165e+09 ; -1.192705e+08 + i -1.285355e+08 ; -4.891830e+09 + i 1.965301e+09 ; 6.659339e+08 + i -2.077662e+09 ; -1.664590e+09 + i 8.860963e+08 ; -1.668062e+09 + i 8.774536e+08 ; -6.328518e+08 + i -6.271023e+08 ; -4.414886e+07 + i 9.519558e+06 ; -5.471221e+07 + i -4.972890e+05 ; -4.066637e+10 + i 1.017646e+10 ; 1.469988e+08 + i 2.208765e+08 ; -3.030440e+07 + i 1.467241e+07 ; -8.866592e+09 + i 3.979192e+09 ; -2.109191e+07 + i 2.289767e+07 ; 1.440996e+08 + i 2.175566e+08 ; -8.858464e+09 + i 3.992730e+09 ; 1.032441e+08 + i 1.320709e+08 ; 9.989479e+07 + i 1.267461e+08 ; -2.745994e+09 + i 1.931052e+09 ; 
3.410705e+08 + i -5.544281e+07 ; -6.357555e+06 + i 3.360269e+05 ; 9.679076e+07 + i -7.768901e+07 ; 6.808233e+08 + i -2.187182e+08 ; -1.724136e+07 + i -7.938941e+06 ; 3.249363e+08 + i -2.001572e+08 ; 2.759853e+08 + i -7.371137e+07 ; -8.053486e+07 + i 6.868752e+07 ; 8.021399e+07 + i -6.809342e+07 ; 4.462885e+08 + i -2.247140e+08 ; -2.392417e+08 + i 1.616212e+08 ; 2.382410e+08 + i -1.601896e+08 ; 4.202701e+08 + i -2.170516e+07 ; -7.765706e+06 + i -9.347235e+05 ; 7.697080e+06 + i 1.071969e+06 ; 1.061132e+09 + i -1.344281e+08 ; -2.240005e+07 + i -1.476770e+07 ; 2.220323e+07 + i 1.506636e+07 ; 3.410642e+08 + i -5.546727e+07 ; -9.719284e+07 + i 7.837717e+07 ; 6.313260e+06 + i -2.132070e+05 ; 6.807755e+08 + i -2.187949e+08 ; -3.263502e+08 + i 2.020051e+08 ; 1.713439e+07 + i 8.168353e+06 ; 6.764745e+08 + i -2.065024e+09 ; -1.347530e+08 + i -1.508290e+08 ; 4.862038e+09 + i -1.940606e+09 ; -8.868338e+09 + i 3.984431e+09 ; -3.001917e+07 + i 1.489208e+07 ; -1.435996e+08 + i -2.170086e+08 ; -6.222746e+08 + i -6.113540e+08 ; -1.663413e+09 + i 8.774287e+08 ; 1.655921e+09 + i -8.699773e+08 ; -2.747253e+09 + i 1.935744e+09 ; 1.000963e+08 + i 1.259797e+08 ; -9.965456e+07 + i -1.266272e+08 ; 1.839556e+10 + i -7.283599e+09 ; -2.526161e+08 + i -3.974998e+08 ; 2.507797e+08 + i 4.026000e+08 ; -4.067750e+10 + i 1.016715e+10 ; -5.429853e+07 + i -7.302374e+05 ; 5.405697e+07 + i 8.285603e+05 ; 6.763899e+08 + i -2.066152e+09 ; -4.884573e+09 + i 1.959146e+09 ; 1.340846e+08 + i 1.514110e+08 ; -8.868324e+09 + i 3.984469e+09 ; 1.446720e+08 + i 2.111195e+08 ; 2.994898e+07 + i -1.480128e+07 ; 
-9.182987e+06 + i -8.678889e+06 ; -1.391640e+08 + i 9.107908e+07 ; 6.540682e+06 + i 7.515566e+06 ; -1.140081e+07 + i -4.531200e+06 ; -3.268913e+08 + i 2.102338e+08 ; 1.478871e+07 + i 1.916853e+07 ; -1.262269e+08 + i -2.543605e+06 ; -1.249134e+08 + i 5.607294e+07 ; -1.962777e+07 + i 2.056547e+07 ; -3.122944e+08 + i 5.651372e+07 ; -2.570575e+08 + i 7.290888e+07 ; -8.496784e+07 + i 6.113210e+07 ; -1.005845e+07 + i -1.206328e+07 ; -1.561671e+08 + i 9.837200e+07 ; 2.126965e+06 + i 4.997995e+06 ; -1.675025e+07 + i -1.293020e+07 ; -4.012285e+08 + i 2.470331e+08 ; 1.985310e+06 + i 9.430067e+06 ; -1.476890e+08 + i -9.096827e+06 ; -1.376043e+08 + i 5.727536e+07 ; 3.763282e+05 + i 2.905843e+06 ; -4.185095e+08 + i 5.452928e+07 ; -2.956639e+08 + i 6.431627e+07 ; -3.006015e+06 + i 2.258078e+06 ; 9.674589e+07 + i 1.204672e+08 ; -2.746107e+09 + i 1.931104e+09 ; 9.898661e+07 + i 1.257704e+08 ; -3.087819e+07 + i 1.162569e+07 ; -8.869701e+09 + i 3.975012e+09 ; 1.406215e+08 + i 2.144657e+08 ; -1.662240e+09 + i 8.571976e+08 ; -6.327460e+08 + i -6.274681e+08 ; -1.658545e+09 + i 8.667693e+08 ; -1.349253e+08 + i -1.555634e+08 ; 6.644088e+08 + i -2.088903e+09 ; -4.864863e+09 + i 1.936898e+09 ; 1.407884e+08 + i 2.050269e+08 ; -8.866749e+09 + i 3.979234e+09 ; -3.034833e+07 + i 1.415810e+07 ; -5.497640e+07 + i -4.098627e+06 ; -4.067833e+10 + i 1.015686e+10 ; -5.497163e+07 + i -1.631289e+06 ; -4.867578e+09 + i 1.926120e+09 ; 6.659638e+08 + i -2.086091e+09 ; -1.346140e+08 + i -1.529149e+08 ; -2.510585e+08 + i -4.012776e+08 ; 1.838417e+10 + i -7.312106e+09 ; -2.491115e+08 + i -4.024135e+08 ; 
1.477128e+08 + i 8.984784e+06 ; 3.775864e+05 + i 2.949824e+06 ; -1.376165e+08 + i 5.730252e+07 ; 4.185506e+08 + i -5.476448e+07 ; -3.012173e+06 + i 2.360277e+06 ; -2.956935e+08 + i 6.440686e+07 ; 1.262421e+08 + i 2.441188e+06 ; -1.970284e+07 + i 2.073402e+07 ; -1.249237e+08 + i 5.609782e+07 ; 3.123002e+08 + i -5.671491e+07 ; -8.531910e+07 + i 6.167090e+07 ; -2.570776e+08 + i 7.298021e+07 ; 1.009233e+07 + i 1.193022e+07 ; 2.149324e+06 + i 5.020029e+06 ; -1.561707e+08 + i 9.837435e+07 ; 1.681009e+07 + i 1.258308e+07 ; 2.021133e+06 + i 9.472417e+06 ; -4.012266e+08 + i 2.470380e+08 ; 9.204551e+06 + i 8.565383e+06 ; 6.589513e+06 + i 7.544577e+06 ; -1.391674e+08 + i 9.108119e+07 ; 1.142051e+07 + i 4.276349e+06 ; 1.490327e+07 + i 1.924532e+07 ; -3.268877e+08 + i 2.102352e+08 ; 4.867662e+09 + i -1.926154e+09 ; -1.355599e+08 + i -1.522980e+08 ; 6.660079e+08 + i -2.084925e+09 ; 2.511403e+08 + i 4.079423e+08 ; -2.510558e+08 + i -4.041162e+08 ; 1.838416e+10 + i -7.312087e+09 ; 1.662105e+09 + i -8.575953e+08 ; -1.665997e+09 + i 8.746843e+08 ; -6.326546e+08 + i -6.270561e+08 ; 1.352005e+08 + i 1.555098e+08 ; -4.887693e+09 + i 1.955424e+09 ; 6.643974e+08 + i -2.088877e+09 ; -1.407597e+08 + i -2.117030e+08 ; -3.042193e+07 + i 1.423761e+07 ; -8.866581e+09 + i 3.979174e+09 ; 5.497538e+07 + i 4.125881e+06 ; -5.501141e+07 + i -1.525302e+06 ; -4.067833e+10 + i 1.015688e+10 ; -9.701945e+07 + i -1.215891e+08 ; 9.973335e+07 + i 1.262728e+08 ; -2.745991e+09 + i 1.931037e+09 ; 3.094371e+07 + i -1.163994e+07 ; 1.417256e+08 + i 2.153378e+08 ; -8.869591e+09 + i 3.974974e+09 ; 
4.462094e+08 + i -2.248313e+08 ; 2.326262e+08 + i -1.654662e+08 ; 2.326261e+08 + i -1.654665e+08 ; 5.022732e+08 + i -4.804073e+08 ; 8.229100e+08 + i -3.910807e+08 ; 8.229100e+08 + i -3.910810e+08 ; 6.807529e+08 + i -2.188401e+08 ; 3.177640e+07 + i 2.261018e+07 ; 3.150517e+08 + i -2.132495e+08 ; 1.288299e+09 + i -8.025655e+08 ; 6.345686e+07 + i 7.878608e+07 ; 1.484623e+09 + i -6.137562e+08 ; 6.807527e+08 + i -2.188414e+08 ; 3.150518e+08 + i -2.132493e+08 ; 3.178047e+07 + i 2.260983e+07 ; 1.288298e+09 + i -8.025673e+08 ; 1.484623e+09 + i -6.137558e+08 ; 6.346387e+07 + i 7.878680e+07 ; 1.061146e+09 + i -1.344378e+08 ; 4.014826e+07 + i 3.289129e+07 ; 4.014850e+07 + i 3.289109e+07 ; 3.518478e+09 + i -1.436828e+09 ; 8.823820e+07 + i 1.297708e+08 ; 8.823811e+07 + i 1.297715e+08 ; -2.714645e+09 + i 1.962126e+09 ; 8.841306e+07 + i 1.110387e+08 ; 8.841338e+07 + i 1.110394e+08 ; -6.223571e+08 + i -6.113726e+08 ; -1.662588e+09 + i 8.618103e+08 ; -1.662588e+09 + i 8.618114e+08 ; -8.827586e+09 + i 4.026039e+09 ; -3.096148e+07 + i 7.879345e+06 ; 1.291401e+08 + i 1.982399e+08 ; 6.762937e+08 + i -2.065635e+09 ; -1.361840e+08 + i -1.564585e+08 ; -4.867492e+09 + i 1.931375e+09 ; -8.827586e+09 + i 4.026039e+09 ; 1.291399e+08 + i 1.982397e+08 ; -3.096902e+07 + i 7.881287e+06 ; 6.762930e+08 + i -2.065632e+09 ; -4.867492e+09 + i 1.931374e+09 ; -1.362063e+08 + i -1.564605e+08 ; -4.062573e+10 + i 1.023301e+10 ; -5.514995e+07 + i -7.946058e+06 ; -5.515101e+07 + i -7.944562e+06 ; 1.839546e+10 + i -7.283611e+09 ; -2.499092e+08 + i -4.062238e+08 ; -2.499094e+08 + i -4.062258e+08 ; 
3.213484e+08 + i -5.894951e+07 ; -2.570093e+08 + i 7.284641e+07 ; 8.067792e+07 + i -6.716820e+07 ; 8.353275e+08 + i -3.894937e+08 ; -4.651879e+08 + i -1.005233e+07 ; 4.705908e+08 + i -2.336028e+08 ; -2.187490e+06 + i -2.718737e+07 ; -3.268898e+08 + i 2.102283e+08 ; -1.492934e+07 + i -1.735889e+07 ; -4.447640e+07 + i -6.537677e+07 ; -1.076750e+09 + i 5.534589e+08 ; -3.234215e+07 + i -4.558044e+07 ; 4.375386e+08 + i -3.979458e+07 ; -2.956072e+08 + i 6.423859e+07 ; 6.787952e+06 + i 1.269010e+06 ; 1.504291e+09 + i -6.111356e+08 ; -4.640771e+08 + i -1.239569e+08 ; 2.510911e+07 + i 2.670838e+07 ; 1.664363e+06 + i -2.731492e+07 ; -4.012256e+08 + i 2.470307e+08 ; -9.417545e+05 + i -8.121861e+06 ; -5.342514e+07 + i -8.552246e+07 ; -1.726108e+09 + i 7.512436e+08 ; 2.945275e+06 + i -1.225708e+07 ; -1.187689e+08 + i -1.292406e+08 ; 6.663629e+08 + i -2.077361e+09 ; 4.861501e+09 + i -1.938976e+09 ; -1.662291e+09 + i 8.829294e+08 ; -6.326525e+08 + i -6.270213e+08 ; 1.658205e+09 + i -8.666566e+08 ; -2.104807e+07 + i 2.282386e+07 ; -8.858541e+09 + i 3.992702e+09 ; -1.450137e+08 + i -2.181870e+08 ; 1.031200e+08 + i 1.318745e+08 ; -2.746027e+09 + i 1.931042e+09 ; -9.932108e+07 + i -1.262852e+08 ; -2.323348e+08 + i -3.724061e+08 ; 1.838510e+10 + i -7.300852e+09 ; 2.511629e+08 + i 4.030821e+08 ; -4.882529e+09 + i 1.964348e+09 ; 6.655285e+08 + i -2.085094e+09 ; 1.341469e+08 + i 1.523660e+08 ; -4.405906e+07 + i 9.472119e+06 ; -4.066636e+10 + i 1.017646e+10 ; 5.406693e+07 + i 6.140917e+05 ; 1.467997e+08 + i 2.205342e+08 ; -8.866590e+09 + i 3.979201e+09 ; 3.005660e+07 + i -1.447873e+07 ; 
3.213488e+08 + i -5.895048e+07 ; 8.067793e+07 + i -6.716820e+07 ; -2.570094e+08 + i 7.284627e+07 ; 8.353276e+08 + i -3.894936e+08 ; 4.705908e+08 + i -2.336028e+08 ; -4.651879e+08 + i -1.005118e+07 ; 4.375388e+08 + i -3.979449e+07 ; 6.788014e+06 + i 1.269217e+06 ; -2.956027e+08 + i 6.423803e+07 ; 1.504291e+09 + i -6.111356e+08 ; 2.510918e+07 + i 2.670879e+07 ; -4.640664e+08 + i -1.239562e+08 ; -2.187272e+06 + i -2.718802e+07 ; -1.492928e+07 + i -1.735878e+07 ; -3.268903e+08 + i 2.102275e+08 ; -4.447645e+07 + i -6.537664e+07 ; -3.234211e+07 + i -4.558004e+07 ; -1.076744e+09 + i 5.534589e+08 ; 1.665029e+06 + i -2.731536e+07 ; -9.417343e+05 + i -8.121868e+06 ; -4.012263e+08 + i 2.470306e+08 ; -5.342498e+07 + i -8.552213e+07 ; 2.945256e+06 + i -1.225709e+07 ; -1.726109e+09 + i 7.512453e+08 ; -1.187701e+08 + i -1.292368e+08 ; 4.861501e+09 + i -1.938976e+09 ; 6.663633e+08 + i -2.077362e+09 ; -1.662291e+09 + i 8.829296e+08 ; 1.658205e+09 + i -8.666566e+08 ; -6.326511e+08 + i -6.270257e+08 ; -2.323356e+08 + i -3.724065e+08 ; 2.511631e+08 + i 4.030835e+08 ; 1.838515e+10 + i -7.300848e+09 ; -4.882529e+09 + i 1.964348e+09 ; 1.341471e+08 + i 1.523671e+08 ; 6.655598e+08 + i -2.085097e+09 ; -2.104875e+07 + i 2.282662e+07 ; -1.450136e+08 + i -2.181846e+08 ; -8.858454e+09 + i 3.992711e+09 ; 1.031205e+08 + i 1.318759e+08 ; -9.932072e+07 + i -1.262835e+08 ; -2.745989e+09 + i 1.931033e+09 ; -4.406118e+07 + i 9.474197e+06 ; 5.406703e+07 + i 6.140425e+05 ; -4.066637e+10 + i 1.017647e+10 ; 1.467996e+08 + i 2.205343e+08 ; 3.005679e+07 + i -1.447874e+07 ; -8.866586e+09 + i 3.979194e+09 ; 
2.759950e+08 + i -7.369101e+07 ; 8.014513e+07 + i -6.789354e+07 ; 8.014508e+07 + i -6.789370e+07 ; 4.463252e+08 + i -2.246569e+08 ; 2.379881e+08 + i -1.596747e+08 ; 2.379881e+08 + i -1.596751e+08 ; 3.410742e+08 + i -5.544194e+07 ; 6.324142e+06 + i -2.012721e+05 ; 9.669001e+07 + i -7.745863e+07 ; 6.808217e+08 + i -2.187123e+08 ; 1.715232e+07 + i 8.189051e+06 ; 3.245297e+08 + i -1.995002e+08 ; 3.410744e+08 + i -5.544202e+07 ; 9.669003e+07 + i -7.745857e+07 ; 6.325631e+06 + i -2.015246e+05 ; 6.808220e+08 + i -2.187114e+08 ; 3.245297e+08 + i -1.995000e+08 ; 1.715627e+07 + i 8.189259e+06 ; 4.202732e+08 + i -2.170291e+07 ; 7.694933e+06 + i 1.080290e+06 ; 7.694907e+06 + i 1.080379e+06 ; 1.061124e+09 + i -1.344175e+08 ; 2.217765e+07 + i 1.506565e+07 ; 2.217747e+07 + i 1.506648e+07 ; -6.221518e+08 + i -6.109682e+08 ; 1.653931e+09 + i -8.668596e+08 ; 1.653930e+09 + i -8.668607e+08 ; -2.747256e+09 + i 1.935729e+09 ; -9.969971e+07 + i -1.263775e+08 ; -9.969991e+07 + i -1.263783e+08 ; 6.764501e+08 + i -2.065008e+09 ; 1.344822e+08 + i 1.514184e+08 ; 4.854691e+09 + i -1.932773e+09 ; -8.868335e+09 + i 3.984432e+09 ; 2.986975e+07 + i -1.473248e+07 ; -1.436722e+08 + i -2.167085e+08 ; 6.764496e+08 + i -2.065003e+09 ; 4.854691e+09 + i -1.932772e+09 ; 1.345048e+08 + i 1.514209e+08 ; -8.868334e+09 + i 3.984434e+09 ; -1.436719e+08 + i -2.167082e+08 ; 2.987805e+07 + i -1.473412e+07 ; 1.839539e+10 + i -7.283545e+09 ; 2.503479e+08 + i 4.020803e+08 ; 2.503480e+08 + i 4.020824e+08 ; -4.067749e+10 + i 1.016715e+10 ; 5.393354e+07 + i 8.980828e+05 ; 5.393452e+07 + i 8.971456e+05 ; 
1.260163e+08 + i 2.547722e+06 ; -1.249190e+08 + i 5.609848e+07 ; 1.960596e+07 + i -2.050923e+07 ; 3.118080e+08 + i -5.633655e+07 ; -2.570621e+08 + i 7.298238e+07 ; 8.486072e+07 + i -6.094410e+07 ; 9.167454e+06 + i 8.560284e+06 ; -1.391666e+08 + i 9.108118e+07 ; -6.528853e+06 + i -7.504239e+06 ; 1.135999e+07 + i 4.289227e+06 ; -3.268877e+08 + i 2.102354e+08 ; -1.476406e+07 + i -1.913831e+07 ; 1.474464e+08 + i 9.092602e+06 ; -1.376161e+08 + i 5.730507e+07 ; -3.760818e+05 + i -2.900396e+06 ; 4.178668e+08 + i -5.432469e+07 ; -2.956913e+08 + i 6.441274e+07 ; 2.993554e+06 + i -2.246736e+06 ; 1.005177e+07 + i 1.192166e+07 ; -1.561701e+08 + i 9.837463e+07 ; -2.124618e+06 + i -4.988014e+06 ; 1.673683e+07 + i 1.258683e+07 ; -4.012255e+08 + i 2.470388e+08 ; -1.989298e+06 + i -9.405456e+06 ; 1.660160e+09 + i -8.544301e+08 ; -6.324550e+08 + i -6.269893e+08 ; 1.656521e+09 + i -8.638138e+08 ; 1.352008e+08 + i 1.563901e+08 ; 6.648313e+08 + i -2.088587e+09 ; 4.857990e+09 + i -1.929038e+09 ; -9.706350e+07 + i -1.213554e+08 ; -2.746026e+09 + i 1.931028e+09 ; -9.920491e+07 + i -1.257118e+08 ; 3.084679e+07 + i -1.157212e+07 ; -8.869666e+09 + i 3.974947e+09 ; -1.426537e+08 + i -2.158852e+08 ; 4.861002e+09 + i -1.918953e+09 ; 6.660556e+08 + i -2.084883e+09 ; 1.348492e+08 + i 1.528168e+08 ; 2.506302e+08 + i 4.073398e+08 ; 1.838409e+10 + i -7.312018e+09 ; 2.506264e+08 + i 4.036273e+08 ; -1.406897e+08 + i -2.113123e+08 ; -8.866579e+09 + i 3.979185e+09 ; 3.018591e+07 + i -1.406051e+07 ; 5.486438e+07 + i 4.189574e+06 ; -4.067832e+10 + i 1.015689e+10 ; 5.436688e+07 + i 1.656444e+06 ; 
