-5.303562e+09 + i 6.696349e+08 ; -1.889853e+07 + i -7.723496e+04 ; -1.890263e+07 + i -7.678262e+04 ; 1.391228e+09 + i -3.060366e+08 ; 9.493851e+07 + i -1.251578e+07 ; 9.493241e+07 + i -1.251792e+07 ; -6.578935e+08 + i 1.411160e+08 ; -5.077449e+07 + i 6.411744e+06 ; -1.068343e+07 + i 1.002854e+06 ; -2.318475e+08 + i 1.496602e+07 ; 3.389492e+08 + i -8.004031e+07 ; 1.945422e+07 + i -4.943593e+06 ; -6.578898e+08 + i 1.411179e+08 ; -1.068329e+07 + i 1.001084e+06 ; -5.077527e+07 + i 6.410810e+06 ; -2.318454e+08 + i 1.496906e+07 ; 1.948808e+07 + i -4.933273e+06 ; 3.389505e+08 + i -8.003983e+07 ; -8.084270e+07 + i 3.725611e+07 ; -2.386599e+07 + i 4.195933e+06 ; -2.385365e+07 + i 4.199553e+06 ; -5.557320e+07 + i 2.110225e+07 ; 8.068892e+07 + i -2.410968e+07 ; 8.069009e+07 + i -2.410943e+07 ; 1.263613e+08 + i -2.142422e+07 ; -4.677132e+05 + i -4.455263e+05 ; -4.667651e+05 + i -4.454928e+05 ; 6.369007e+07 + i -9.016007e+06 ; -7.994765e+05 + i 4.408032e+04 ; -7.995599e+05 + i 4.410962e+04 ; 3.404869e+07 + i -1.158147e+07 ; 1.152176e+07 + i -4.217262e+06 ; -1.104379e+06 + i -1.650160e+05 ; 2.427679e+07 + i -7.115416e+06 ; 2.381591e+06 + i -9.877848e+05 ; -8.126779e+05 + i 7.870734e+04 ; 3.405142e+07 + i -1.158028e+07 ; -1.101281e+06 + i -1.640879e+05 ; 1.152200e+07 + i -4.217197e+06 ; 2.427762e+07 + i -7.114896e+06 ; -8.119763e+05 + i 7.879653e+04 ; 2.381538e+06 + i -9.878095e+05 ; 7.441668e+06 + i -5.128569e+06 ; 7.437355e+06 + i -2.860883e+06 ; 7.436844e+06 + i -2.861079e+06 ; 9.217163e+06 + i -4.347386e+06 ; 1.806079e+06 + i -7.747308e+05 ; 1.806057e+06 + i -7.747158e+05 ; 
8.843300e+07 + i -2.467773e+07 ; 9.109261e+07 + i -2.496398e+07 ; -5.796312e+07 + i 2.174691e+07 ; 1.598980e+07 + i -4.272049e+06 ; 3.819999e+08 + i -8.048913e+07 ; -2.344426e+08 + i 1.522744e+07 ; 3.789429e+08 + i -8.028622e+07 ; 2.108065e+07 + i -4.960266e+06 ; -2.377707e+08 + i 1.546261e+07 ; 9.059473e+07 + i -1.184549e+07 ; 9.781695e+07 + i -1.269650e+07 ; 1.385724e+09 + i -3.057596e+08 ; -2.784905e+07 + i 3.977446e+06 ; -2.730431e+07 + i 3.757288e+06 ; -8.181083e+07 + i 3.752806e+07 ; -1.205770e+07 + i 1.158436e+06 ; -4.854139e+07 + i 7.015938e+06 ; -6.558547e+08 + i 1.409621e+08 ; -4.924015e+07 + i 7.229394e+06 ; -1.171766e+07 + i 8.724155e+05 ; -6.598866e+08 + i 1.413722e+08 ; -2.164414e+07 + i -1.455844e+05 ; -2.092952e+07 + i -5.177891e+05 ; -5.302600e+09 + i 6.693025e+08 ; -5.298354e+07 + i 1.288132e+07 ; 2.913878e+07 + i -7.098232e+06 ; -4.274338e+07 + i 1.008104e+07 ; -2.908282e+07 + i 6.152501e+06 ; 1.369727e+06 + i -8.505163e+05 ; -1.107423e+07 + i 3.829752e+06 ; -1.104974e+08 + i 2.466489e+07 ; 5.053567e+06 + i -7.558895e+05 ; -7.447668e+07 + i 1.186630e+07 ; -5.271996e+07 + i 9.238663e+06 ; -9.722050e+05 + i -3.829196e+04 ; -1.511143e+07 + i 5.081697e+06 ; 1.509559e+07 + i -2.087603e+06 ; -1.105462e+07 + i 1.351375e+06 ; -6.128197e+07 + i 1.663098e+07 ; 1.013683e+07 + i -9.696764e+05 ; -3.012314e+06 + i 5.792261e+05 ; -1.188168e+07 + i 4.280751e+06 ; 2.412333e+07 + i -2.371322e+06 ; -5.953315e+06 + i 3.625705e+05 ; -1.283025e+08 + i 2.799303e+07 ; 1.410474e+07 + i -6.648653e+05 ; -1.995318e+06 + i 3.184270e+05 ; -1.506302e+07 + i 5.626023e+06 ; 
1.263886e+08 + i -2.140559e+07 ; -1.034189e+06 + i 1.029396e+06 ; -1.032885e+06 + i 1.029467e+06 ; 2.708724e+08 + i -5.787237e+07 ; -2.810900e+07 + i 4.200428e+06 ; -2.810792e+07 + i 4.201056e+06 ; 3.406151e+07 + i -1.157791e+07 ; -8.469029e+06 + i 3.841526e+06 ; -5.604394e+05 + i 5.813253e+05 ; 4.404574e+07 + i -1.757219e+07 ; -9.897765e+07 + i 2.414658e+07 ; -1.260980e+07 + i 2.565576e+06 ; 3.406244e+07 + i -1.157780e+07 ; -5.614889e+05 + i 5.814978e+05 ; -8.469318e+06 + i 3.841672e+06 ; 4.404651e+07 + i -1.757193e+07 ; -1.261757e+07 + i 2.563190e+06 ; -9.897882e+07 + i 2.414620e+07 ; 7.442012e+06 + i -5.130324e+06 ; -6.620367e+06 + i 2.697192e+06 ; -6.624741e+06 + i 2.695939e+06 ; -1.799872e+06 + i -3.824893e+06 ; -4.617775e+07 + i 1.260092e+07 ; -4.617928e+07 + i 1.260042e+07 ; -5.289373e+09 + i 6.676720e+08 ; -1.670886e+07 + i -3.585765e+05 ; -1.671328e+07 + i -3.581586e+05 ; 1.391300e+09 + i -3.060379e+08 ; 9.652145e+07 + i -1.268977e+07 ; 9.651507e+07 + i -1.269193e+07 ; -6.522628e+08 + i 1.397951e+08 ; -4.759942e+07 + i 5.839630e+06 ; -8.535630e+06 + i 7.517151e+05 ; -2.320175e+08 + i 1.497570e+07 ; 3.406496e+08 + i -8.029876e+07 ; 2.016333e+07 + i -5.136175e+06 ; -6.522557e+08 + i 1.397972e+08 ; -8.535377e+06 + i 7.500054e+05 ; -4.759999e+07 + i 5.838729e+06 ; -2.320146e+08 + i 1.497866e+07 ; 2.019750e+07 + i -5.125634e+06 ; 3.406509e+08 + i -8.029829e+07 ; -7.904694e+07 + i 3.648181e+07 ; -2.061304e+07 + i 3.698116e+06 ; -2.060011e+07 + i 3.701965e+06 ; -5.562619e+07 + i 2.111399e+07 ; 8.173464e+07 + i -2.438096e+07 ; 8.173617e+07 + i -2.438061e+07 ; 
1.201556e+07 + i -9.950529e+05 ; -1.501496e+07 + i 5.646732e+06 ; -1.738485e+06 + i 3.364377e+05 ; 2.024708e+07 + i -2.810495e+06 ; -1.283539e+08 + i 2.799090e+07 ; -5.262011e+06 + i 4.706029e+05 ; -4.720088e+07 + i 9.370263e+06 ; -1.519039e+07 + i 5.075661e+06 ; -9.472657e+05 + i -1.558751e+04 ; -9.870967e+07 + i 2.439325e+07 ; -7.497594e+07 + i 1.180187e+07 ; 4.079578e+06 + i -8.436523e+05 ; 8.822299e+06 + i -1.097601e+06 ; -1.184560e+07 + i 4.291605e+06 ; -2.642746e+06 + i 5.903093e+05 ; 1.310763e+07 + i -2.205151e+06 ; -6.126860e+07 + i 1.664050e+07 ; -9.861537e+06 + i 1.466666e+06 ; -2.594229e+07 + i 6.132611e+06 ; -1.112178e+07 + i 3.824052e+06 ; 1.142647e+06 + i -7.900939e+05 ; -4.714804e+07 + i 1.266661e+07 ; -4.284010e+07 + i 1.007376e+07 ; 2.552128e+07 + i -7.012191e+06 ; -1.925525e+07 + i 2.579529e+05 ; -5.302605e+09 + i 6.692978e+08 ; -1.882797e+07 + i -5.672528e+04 ; -5.067638e+07 + i 6.556291e+06 ; -6.600431e+08 + i 1.413257e+08 ; -1.068414e+07 + i 9.866561e+05 ; 8.778972e+07 + i -1.153538e+07 ; 1.386425e+09 + i -3.056070e+08 ; 9.485101e+07 + i -1.253514e+07 ; 3.371695e+08 + i -7.987655e+07 ; -2.360583e+08 + i 1.567554e+07 ; 1.971926e+07 + i -4.979878e+06 ; -1.098373e+07 + i 1.231674e+06 ; -6.560295e+08 + i 1.409388e+08 ; -5.073538e+07 + i 6.449187e+06 ; -2.438127e+07 + i 4.366993e+06 ; -8.196172e+07 + i 3.749923e+07 ; -2.385589e+07 + i 4.183434e+06 ; 1.487232e+07 + i -4.216458e+06 ; -2.329120e+08 + i 1.543476e+07 ; 3.391818e+08 + i -8.007905e+07 ; 7.883111e+07 + i -2.391825e+07 ; -5.760787e+07 + i 2.168887e+07 ; 8.121028e+07 + i -2.420838e+07 ; 
1.201887e+07 + i -9.948057e+05 ; -1.738592e+06 + i 3.364317e+05 ; -1.500970e+07 + i 5.647578e+06 ; 2.024791e+07 + i -2.810224e+06 ; -5.261956e+06 + i 4.706386e+05 ; -1.283459e+08 + i 2.799209e+07 ; 8.823265e+06 + i -1.097805e+06 ; -2.642665e+06 + i 5.903484e+05 ; -1.184236e+07 + i 4.292142e+06 ; 1.310549e+07 + i -2.205639e+06 ; -9.862141e+06 + i 1.466390e+06 ; -6.126562e+07 + i 1.664159e+07 ; -4.720099e+07 + i 9.369983e+06 ; -9.476914e+05 + i -1.569139e+04 ; -1.519190e+07 + i 5.075646e+06 ; -9.871041e+07 + i 2.439297e+07 ; 4.078190e+06 + i -8.441770e+05 ; -7.498280e+07 + i 1.179994e+07 ; -2.593421e+07 + i 6.134076e+06 ; 1.143250e+06 + i -7.898376e+05 ; -1.112360e+07 + i 3.823523e+06 ; -4.714593e+07 + i 1.266718e+07 ; 2.552190e+07 + i -7.012061e+06 ; -4.283552e+07 + i 1.007478e+07 ; -1.926587e+07 + i 2.573491e+05 ; -1.882813e+07 + i -5.662962e+04 ; -5.302628e+09 + i 6.692888e+08 ; -5.067683e+07 + i 6.555905e+06 ; -1.068478e+07 + i 9.866724e+05 ; -6.600577e+08 + i 1.413277e+08 ; -1.098730e+07 + i 1.232610e+06 ; -5.074284e+07 + i 6.446025e+06 ; -6.561372e+08 + i 1.409016e+08 ; -2.437116e+07 + i 4.370291e+06 ; -2.385959e+07 + i 4.182257e+06 ; -8.197067e+07 + i 3.750477e+07 ; 8.778969e+07 + i -1.153466e+07 ; 9.484639e+07 + i -1.253713e+07 ; 1.386371e+09 + i -3.056242e+08 ; 3.371713e+08 + i -7.987577e+07 ; 1.971524e+07 + i -4.981247e+06 ; -2.360796e+08 + i 1.567072e+07 ; 1.484531e+07 + i -4.221572e+06 ; 3.391809e+08 + i -8.007956e+07 ; -2.329167e+08 + i 1.543096e+07 ; 7.882290e+07 + i -2.392042e+07 ; 8.120790e+07 + i -2.420889e+07 ; -5.761639e+07 + i 2.169077e+07 ; 
6.369259e+07 + i -9.009572e+06 ; 8.209935e+05 + i -4.342499e+04 ; 8.205246e+05 + i -4.350467e+04 ; 1.264346e+08 + i -2.140571e+07 ; 5.070245e+05 + i 4.595354e+05 ; 5.062830e+05 + i 4.596947e+05 ; 2.428316e+07 + i -7.114296e+06 ; -2.427983e+06 + i 9.972746e+05 ; 8.318982e+05 + i -7.842742e+04 ; 3.408963e+07 + i -1.157902e+07 ; -1.174034e+07 + i 4.255806e+06 ; 1.143382e+06 + i 1.738862e+05 ; 2.428418e+07 + i -7.113940e+06 ; 8.318186e+05 + i -7.841083e+04 ; -2.427823e+06 + i 9.973247e+05 ; 3.409115e+07 + i -1.157809e+07 ; 1.140827e+06 + i 1.731204e+05 ; -1.174044e+07 + i 4.255668e+06 ; 9.220065e+06 + i -4.349211e+06 ; -1.841155e+06 + i 7.824504e+05 ; -1.841646e+06 + i 7.823302e+05 ; 7.454372e+06 + i -5.132222e+06 ; -7.578601e+06 + i 2.888208e+06 ; -7.579175e+06 + i 2.887894e+06 ; 1.391565e+09 + i -3.059492e+08 ; -9.671576e+07 + i 1.238308e+07 ; -9.670706e+07 + i 1.238642e+07 ; -5.303697e+09 + i 6.695807e+08 ; 1.912798e+07 + i 1.228362e+05 ; 1.913273e+07 + i 1.227500e+05 ; -2.317135e+08 + i 1.498738e+07 ; -3.455094e+08 + i 8.028713e+07 ; -1.984345e+07 + i 4.958811e+06 ; -6.579947e+08 + i 1.410930e+08 ; 5.168177e+07 + i -6.336389e+06 ; 1.083682e+07 + i -9.887859e+05 ; -2.317188e+08 + i 1.498829e+07 ; -1.987000e+07 + i 4.950112e+06 ; -3.455104e+08 + i 8.028675e+07 ; -6.579771e+08 + i 1.410988e+08 ; 1.083525e+07 + i -9.876998e+05 ; 5.168159e+07 + i -6.336055e+06 ; -5.554191e+07 + i 2.110327e+07 ; -8.226588e+07 + i 2.426227e+07 ; -8.226885e+07 + i 2.426132e+07 ; -8.086893e+07 + i 3.725394e+07 ; 2.431836e+07 + i -4.185485e+06 ; 2.431506e+07 + i -4.186744e+06 ; 
8.322957e+04 + i 5.523523e+05 ; -6.248330e+06 + i 1.988442e+06 ; -8.453031e+05 + i 1.726500e+05 ; 1.236255e+06 + i 5.809545e+05 ; -1.510916e+07 + i 5.612632e+06 ; -2.392293e+06 + i 3.459165e+05 ; -2.660001e+07 + i 3.623406e+06 ; -5.589071e+06 + i 1.798870e+06 ; -6.243587e+05 + i 1.029035e+05 ; -5.111995e+07 + i 8.655377e+06 ; -1.515836e+07 + i 5.081796e+06 ; -1.140563e+06 + i 1.170289e+05 ; 1.009185e+06 + i 3.538556e+05 ; -5.060699e+06 + i 1.712646e+06 ; -1.114323e+06 + i 2.464602e+05 ; 2.699160e+06 + i 2.050788e+05 ; -1.189531e+07 + i 4.278332e+06 ; -3.614781e+06 + i 6.326717e+05 ; -1.804628e+07 + i 3.126496e+06 ; -4.609305e+06 + i 1.557472e+06 ; 1.395422e+05 + i -1.382771e+05 ; -3.124033e+07 + i 6.286592e+06 ; -1.110243e+07 + i 3.827496e+06 ; 2.609561e+06 + i -9.636992e+05 ; 5.401386e+07 + i -5.828160e+06 ; -6.605020e+08 + i 1.412198e+08 ; -1.073503e+07 + i 9.602416e+05 ; 1.951566e+07 + i 5.245137e+05 ; -5.308458e+09 + i 6.698246e+08 ; -1.917626e+07 + i -1.710929e+05 ; -3.717554e+08 + i 8.109400e+07 ; -2.361568e+08 + i 1.568804e+07 ; 1.997044e+07 + i -5.039447e+06 ; -1.051615e+08 + i 1.204101e+07 ; 1.381803e+09 + i -3.052491e+08 ; 9.691559e+07 + i -1.246734e+07 ; 2.498604e+07 + i -3.916671e+06 ; -8.199988e+07 + i 3.750873e+07 ; -2.414722e+07 + i 4.170373e+06 ; 1.082821e+07 + i -7.686359e+05 ; -6.608382e+08 + i 1.415227e+08 ; -5.165340e+07 + i 6.315326e+06 ; -9.098796e+07 + i 2.507704e+07 ; -5.763871e+07 + i 2.168492e+07 ; 8.270347e+07 + i -2.436405e+07 ; -2.295561e+07 + i 5.168775e+06 ; -2.369925e+08 + i 1.582539e+07 ; 3.459949e+08 + i -8.040991e+07 ; 
8.452065e+04 + i 5.525506e+05 ; -8.453919e+05 + i 1.726386e+05 ; -6.249893e+06 + i 1.988389e+06 ; 1.235125e+06 + i 5.810146e+05 ; -2.392353e+06 + i 3.459129e+05 ; -1.511248e+07 + i 5.612790e+06 ; 1.009097e+06 + i 3.535829e+05 ; -1.114316e+06 + i 2.464713e+05 ; -5.063851e+06 + i 1.711776e+06 ; 2.695724e+06 + i 2.041532e+05 ; -3.614952e+06 + i 6.326448e+05 ; -1.190289e+07 + i 4.276545e+06 ; -2.660010e+07 + i 3.623296e+06 ; -6.245901e+05 + i 1.028342e+05 ; -5.590572e+06 + i 1.798732e+06 ; -5.112101e+07 + i 8.655117e+06 ; -1.141335e+06 + i 1.167482e+05 ; -1.516178e+07 + i 5.081198e+06 ; -1.804235e+07 + i 3.127658e+06 ; 1.396938e+05 + i -1.382148e+05 ; -4.611757e+06 + i 1.556951e+06 ; -3.124033e+07 + i 6.287108e+06 ; 2.609611e+06 + i -9.636790e+05 ; -1.110600e+07 + i 3.826289e+06 ; 5.401635e+07 + i -5.827446e+06 ; -1.073541e+07 + i 9.603285e+05 ; -6.605111e+08 + i 1.412244e+08 ; 1.952091e+07 + i 5.247460e+05 ; -1.917644e+07 + i -1.709124e+05 ; -5.308474e+09 + i 6.698199e+08 ; 2.498057e+07 + i -3.918507e+06 ; -2.415100e+07 + i 4.169116e+06 ; -8.200539e+07 + i 3.751621e+07 ; 1.082617e+07 + i -7.705263e+05 ; -5.166088e+07 + i 6.312171e+06 ; -6.609784e+08 + i 1.414768e+08 ; -3.717558e+08 + i 8.109352e+07 ; 1.996724e+07 + i -5.040445e+06 ; -2.361807e+08 + i 1.568124e+07 ; -1.051621e+08 + i 1.204029e+07 ; 9.690963e+07 + i -1.246991e+07 ; 1.381750e+09 + i -3.052659e+08 ; -9.097839e+07 + i 2.508013e+07 ; 8.270282e+07 + i -2.436376e+07 ; -5.760813e+07 + i 2.169840e+07 ; -2.294381e+07 + i 5.171353e+06 ; 3.459931e+08 + i -8.041086e+07 ; -2.370023e+08 + i 1.581969e+07 ; 
3.398441e+07 + i -1.159946e+07 ; 9.230595e+06 + i -3.999080e+06 ; -5.731931e+05 + i 5.911384e+05 ; 4.412101e+07 + i -1.754276e+07 ; 1.072992e+08 + i -2.436272e+07 ; -1.286273e+07 + i 2.571286e+06 ; 1.263839e+08 + i -2.141318e+07 ; 1.269610e+06 + i -1.052269e+06 ; -1.069344e+06 + i 1.043948e+06 ; 2.709050e+08 + i -5.785630e+07 ; 3.069996e+07 + i -3.965175e+06 ; -2.869293e+07 + i 4.176149e+06 ; 7.409448e+06 + i -5.136965e+06 ; 7.206027e+06 + i -2.796605e+06 ; -6.767495e+06 + i 2.722905e+06 ; -1.787525e+06 + i -3.820753e+06 ; 5.008937e+07 + i -1.280536e+07 ; -4.712493e+07 + i 1.267105e+07 ; 3.406619e+07 + i -1.157773e+07 ; 6.792926e+05 + i -6.032729e+05 ; -8.650013e+06 + i 3.884174e+06 ; 4.405579e+07 + i -1.756570e+07 ; 1.376555e+07 + i -2.522172e+06 ; -1.009767e+08 + i 2.424505e+07 ; -6.525528e+08 + i 1.396999e+08 ; 4.991798e+07 + i -6.005204e+06 ; -8.681673e+06 + i 7.377730e+05 ; -2.322021e+08 + i 1.491078e+07 ; -3.683407e+08 + i 8.112733e+07 ; 2.040231e+07 + i -5.185524e+06 ; -5.289587e+09 + i 6.675878e+08 ; 1.737229e+07 + i 4.357520e+05 ; -1.699107e+07 + i -4.182222e+05 ; 1.391124e+09 + i -3.060833e+08 ; -1.028122e+08 + i 1.258079e+07 ; 9.830743e+07 + i -1.259149e+07 ; -7.910003e+07 + i 3.647976e+07 ; 2.221273e+07 + i -3.650973e+06 ; -2.091092e+07 + i 3.706793e+06 ; -5.568436e+07 + i 2.109722e+07 ; -8.851156e+07 + i 2.494799e+07 ; 8.338261e+07 + i -2.454831e+07 ; -6.522487e+08 + i 1.398093e+08 ; 9.093942e+06 + i -6.884674e+05 ; -4.843655e+07 + i 5.783628e+06 ; -2.319798e+08 + i 1.498883e+07 ; -2.176463e+07 + i 5.202391e+06 ; 3.474387e+08 + i -8.059451e+07 ; 
4.803576e+07 + i -9.375302e+06 ; -1.507712e+07 + i 5.110646e+06 ; 9.609403e+05 + i 1.880613e+04 ; 1.004196e+08 + i -2.450995e+07 ; -7.481627e+07 + i 1.184965e+07 ; -4.173462e+06 + i 8.426732e+05 ; -1.231528e+07 + i 9.359891e+05 ; -1.507915e+07 + i 5.622587e+06 ; 1.770341e+06 + i -3.365738e+05 ; -2.094248e+07 + i 2.676410e+06 ; -1.284322e+08 + i 2.795983e+07 ; 5.350278e+06 + i -4.630277e+05 ; 2.640456e+07 + i -6.152745e+06 ; -1.105985e+07 + i 3.840093e+06 ; -1.168714e+06 + i 8.011932e+05 ; 4.796550e+07 + i -1.274151e+07 ; -4.277586e+07 + i 1.009134e+07 ; -2.603806e+07 + i 7.053999e+06 ; -9.021432e+06 + i 1.073001e+06 ; -1.188259e+07 + i 4.279573e+06 ; 2.696666e+06 + i -5.914996e+05 ; -1.348814e+07 + i 2.155068e+06 ; -6.130493e+07 + i 1.662690e+07 ; 1.005946e+07 + i -1.457382e+06 ; -8.810379e+07 + i 1.190269e+07 ; 1.386815e+09 + i -3.055248e+08 ; -9.683181e+07 + i 1.240798e+07 ; -3.436154e+08 + i 8.018419e+07 ; -2.361850e+08 + i 1.562435e+07 ; -2.011554e+07 + i 5.002376e+06 ; 1.955571e+07 + i -3.167066e+05 ; -5.302776e+09 + i 6.692370e+08 ; 1.912464e+07 + i 1.090403e+05 ; 5.025765e+07 + i -6.986219e+06 ; -6.600628e+08 + i 1.413415e+08 ; 1.084536e+07 + i -9.759901e+05 ; -1.511121e+07 + i 4.245860e+06 ; -2.327838e+08 + i 1.546978e+07 ; -3.460209e+08 + i 8.036918e+07 ; -8.031932e+07 + i 2.407678e+07 ; -5.762362e+07 + i 2.168762e+07 ; -8.279494e+07 + i 2.438410e+07 ; 1.109755e+07 + i -1.240509e+06 ; -6.560853e+08 + i 1.409189e+08 ; 5.177271e+07 + i -6.379045e+06 ; 2.475093e+07 + i -4.371874e+06 ; -8.199195e+07 + i 3.748871e+07 ; 2.434109e+07 + i -4.175085e+06 ; 
8.973873e+06 + i -1.086954e+06 ; 2.866035e+06 + i -5.908465e+05 ; -1.183397e+07 + i 4.294271e+06 ; 1.331303e+07 + i -2.198417e+06 ; 1.067870e+07 + i -1.411824e+06 ; -6.127345e+07 + i 1.664108e+07 ; 1.222536e+07 + i -9.700906e+05 ; 1.887439e+06 + i -3.290027e+05 ; -1.501179e+07 + i 5.646979e+06 ; 2.059399e+07 + i -2.787359e+06 ; 5.683950e+06 + i -4.157007e+05 ; -1.283568e+08 + i 2.798825e+07 ; -2.641365e+07 + i 6.152399e+06 ; -1.267998e+06 + i 8.253941e+05 ; -1.112089e+07 + i 3.823921e+06 ; -4.809229e+07 + i 1.270785e+07 ; -2.769540e+07 + i 7.124523e+06 ; -4.282506e+07 + i 1.007758e+07 ; -4.809249e+07 + i 9.368350e+06 ; 9.744887e+05 + i 1.663319e+04 ; -1.518755e+07 + i 5.076425e+06 ; -1.005862e+08 + i 2.447283e+07 ; -4.503971e+06 + i 8.140401e+05 ; -7.497144e+07 + i 1.180271e+07 ; -1.124839e+07 + i 1.229855e+06 ; 5.482391e+07 + i -6.097276e+06 ; -6.564918e+08 + i 1.408170e+08 ; -2.494351e+07 + i 4.373627e+06 ; 2.580702e+07 + i -4.120332e+06 ; -8.202275e+07 + i 3.750697e+07 ; -1.964694e+07 + i 1.921360e+05 ; 2.020175e+07 + i 3.519367e+05 ; -5.302778e+09 + i 6.692384e+08 ; -5.171413e+07 + i 6.491061e+06 ; 1.145991e+07 + i -9.117585e+05 ; -6.601142e+08 + i 1.413235e+08 ; 1.487735e+07 + i -4.376590e+06 ; -3.672983e+08 + i 8.070376e+07 ; -2.328679e+08 + i 1.544545e+07 ; 8.024862e+07 + i -2.413075e+07 ; -8.783403e+07 + i 2.483116e+07 ; -5.760599e+07 + i 2.169266e+07 ; 8.955779e+07 + i -1.140699e+07 ; -1.025795e+08 + i 1.190079e+07 ; 1.386404e+09 + i -3.056089e+08 ; 3.435994e+08 + i -8.007769e+07 ; -2.108325e+07 + i 5.135106e+06 ; -2.360779e+08 + i 1.567462e+07 ; 
2.423330e+07 + i -7.125270e+06 ; 2.498055e+06 + i -1.044503e+06 ; 8.474705e+05 + i -7.708536e+04 ; 3.405096e+07 + i -1.156985e+07 ; 1.252321e+07 + i -4.397224e+06 ; 1.170214e+06 + i 1.818823e+05 ; 6.369546e+07 + i -9.010657e+06 ; -1.195951e+06 + i -3.622604e+04 ; 8.324153e+05 + i -4.186137e+04 ; 1.264347e+08 + i -2.139712e+07 ; -1.169341e+06 + i -6.238168e+05 ; 5.091045e+05 + i 4.692224e+05 ; 9.184812e+06 + i -4.354869e+06 ; 1.908291e+06 + i -8.174331e+05 ; -1.877082e+06 + i 7.897446e+05 ; 7.399178e+06 + i -5.136040e+06 ; 8.088254e+06 + i -2.992191e+06 ; -7.722472e+06 + i 2.912652e+06 ; 2.428613e+07 + i -7.112812e+06 ; -1.076270e+06 + i 4.162592e+04 ; -2.473495e+06 + i 1.006646e+06 ; 3.408358e+07 + i -1.157464e+07 ; -1.541437e+06 + i -2.524964e+05 ; -1.195810e+07 + i 4.291037e+06 ; -2.332556e+08 + i 1.472696e+07 ; 3.747263e+08 + i -8.053684e+07 ; -2.012919e+07 + i 4.998672e+06 ; -6.578695e+08 + i 1.411137e+08 ; -4.743198e+07 + i 7.209304e+06 ; 1.103942e+07 + i -9.705835e+05 ; 1.390949e+09 + i -3.061174e+08 ; 9.614530e+07 + i -1.295192e+07 ; -9.842813e+07 + i 1.229224e+07 ; -5.303653e+09 + i 6.695977e+08 ; -2.069369e+07 + i -4.837866e+05 ; 1.947066e+07 + i 1.872398e+05 ; -5.573394e+07 + i 2.111517e+07 ; 8.910424e+07 + i -2.474336e+07 ; -8.377900e+07 + i 2.441327e+07 ; -8.096118e+07 + i 3.723128e+07 ; -2.587584e+07 + i 4.043884e+06 ; 2.475496e+07 + i -4.180862e+06 ; -2.316767e+08 + i 1.501666e+07 ; 2.104129e+07 + i -4.961025e+06 ; -3.517442e+08 + i 8.055814e+07 ; -6.579502e+08 + i 1.411079e+08 ; -1.153433e+07 + i 8.758751e+05 ; 5.260483e+07 + i -6.279958e+06 ; 
2.729909e+07 + i -3.551326e+06 ; -5.685349e+06 + i 1.771913e+06 ; 6.359763e+05 + i -1.024529e+05 ; 5.242605e+07 + i -8.567015e+06 ; -1.535776e+07 + i 5.035109e+06 ; 1.161053e+06 + i -1.152605e+05 ; 2.434183e+05 + i -4.916879e+05 ; -6.229887e+06 + i 1.999420e+06 ; 8.607299e+05 + i -1.726580e+05 ; -6.391884e+05 + i -4.872297e+05 ; -1.505822e+07 + i 5.633445e+06 ; 2.432759e+06 + i -3.442157e+05 ; 1.852157e+07 + i -3.093912e+06 ; -4.662613e+06 + i 1.546669e+06 ; -1.416665e+05 + i 1.404039e+05 ; 3.205034e+07 + i -6.251062e+06 ; -1.118973e+07 + i 3.813842e+06 ; -2.655805e+06 + i 9.725350e+05 ; -8.311028e+05 + i -3.343193e+05 ; -5.045262e+06 + i 1.718722e+06 ; 1.135292e+06 + i -2.468753e+05 ; -2.418681e+06 + i -1.790226e+05 ; -1.186081e+07 + i 4.287772e+06 ; 3.681926e+06 + i -6.311423e+05 ; 3.796405e+08 + i -8.088771e+07 ; -2.377176e+08 + i 1.542222e+07 ; -2.034996e+07 + i 5.059413e+06 ; 9.893805e+07 + i -1.306115e+07 ; 1.381574e+09 + i -3.053109e+08 ; -9.866404e+07 + i 1.236040e+07 ; -4.664549e+07 + i 7.003254e+06 ; -6.599197e+08 + i 1.413733e+08 ; 1.087641e+07 + i -9.507253e+05 ; -1.981745e+07 + i -6.163387e+05 ; -5.308360e+09 + i 6.698628e+08 ; 1.941338e+07 + i 2.143270e+05 ; 9.277174e+07 + i -2.513344e+07 ; -5.778929e+07 + i 2.170992e+07 ; -8.421070e+07 + i 2.452081e+07 ; 2.297228e+07 + i -5.119944e+06 ; -2.368167e+08 + i 1.588355e+07 ; -3.522258e+08 + i 8.068823e+07 ; -2.500082e+07 + i 3.843452e+06 ; -8.206556e+07 + i 3.747442e+07 ; 2.458829e+07 + i -4.161388e+06 ; -1.083962e+07 + i 7.399071e+05 ; -6.608860e+08 + i 1.414974e+08 ; 5.258430e+07 + i -6.253156e+06 ; 
