-4.293732e+10 + i 1.302848e+10 ; 8.928396e+07 + i 9.799561e+06 ; 8.927996e+07 + i 9.802029e+06 ; 1.958335e+10 + i -9.476726e+09 ; 2.844258e+08 + i 5.609212e+08 ; 2.844279e+08 + i 5.609152e+08 ; -9.366142e+09 + i 5.239167e+09 ; -1.683008e+08 + i -2.976724e+08 ; 5.506552e+07 + i -1.707264e+07 ; 6.392029e+08 + i -2.835772e+09 ; 5.243906e+09 + i -2.563957e+09 ; 1.726962e+08 + i 2.188812e+08 ; -9.366145e+09 + i 5.239169e+09 ; 5.508606e+07 + i -1.707060e+07 ; -1.682999e+08 + i -2.976704e+08 ; 6.391971e+08 + i -2.835766e+09 ; 1.727414e+08 + i 2.189080e+08 ; 5.243905e+09 + i -2.563955e+09 ; -2.844171e+09 + i 2.587816e+09 ; -1.233501e+08 + i -1.797674e+08 ; -1.233509e+08 + i -1.797615e+08 ; -8.188682e+08 + i -8.982754e+08 ; 1.777733e+09 + i -1.165198e+09 ; 1.777732e+09 + i -1.165195e+09 ; 1.146288e+09 + i -1.525941e+08 ; 3.206222e+07 + i 2.262048e+07 ; 3.206339e+07 + i 2.261873e+07 ; 4.464444e+08 + i -1.780688e+07 ; 1.261389e+07 + i 1.741961e+06 ; 1.261381e+07 + i 1.741667e+06 ; 7.530982e+08 + i -2.748622e+08 ; 3.475514e+08 + i -2.699605e+08 ; 2.593215e+07 + i 1.250051e+07 ; 3.741171e+08 + i -6.065572e+07 ; 1.011659e+08 + i -1.060645e+08 ; 1.072871e+07 + i -2.488936e+05 ; 7.530972e+08 + i -2.748597e+08 ; 2.594028e+07 + i 1.250491e+07 ; 3.475516e+08 + i -2.699600e+08 ; 3.741168e+08 + i -6.065562e+07 ; 1.073239e+07 + i -2.479622e+05 ; 1.011660e+08 + i -1.060642e+08 ; 5.007314e+08 + i -2.922955e+08 ; 2.533835e+08 + i -2.169891e+08 ; 2.533837e+08 + i -2.169890e+08 ; 3.104719e+08 + i -8.625671e+07 ; 8.324356e+07 + i -9.318964e+07 ; 8.324349e+07 + i -9.318930e+07 ; 
1.748897e+09 + i -1.152746e+09 ; 1.751168e+09 + i -1.140386e+09 ; -8.301185e+08 + i -9.197410e+08 ; 1.513358e+08 + i 1.894758e+08 ; 5.156869e+09 + i -2.519476e+09 ; 6.263030e+08 + i -2.851455e+09 ; 5.157612e+09 + i -2.529462e+09 ; 1.705135e+08 + i 2.215642e+08 ; 6.283243e+08 + i -2.861393e+09 ; 2.556893e+08 + i 5.257242e+08 ; 2.780323e+08 + i 5.660403e+08 ; 1.957148e+10 + i -9.501022e+09 ; -1.252032e+08 + i -1.870984e+08 ; -1.218633e+08 + i -1.788172e+08 ; -2.840242e+09 + i 2.581326e+09 ; 4.243110e+07 + i -2.849828e+07 ; -1.653582e+08 + i -3.081204e+08 ; -9.352460e+09 + i 5.250867e+09 ; -1.667156e+08 + i -3.152616e+08 ; 5.450327e+07 + i -1.635487e+07 ; -9.361362e+09 + i 5.232262e+09 ; 7.441275e+07 + i -5.260466e+06 ; 8.800012e+07 + i 9.321313e+06 ; -4.292208e+10 + i 1.304196e+10 ; -8.837926e+08 + i 5.052102e+08 ; 4.974952e+08 + i -3.069964e+08 ; -5.277437e+08 + i -3.407933e+07 ; -3.491410e+08 + i 6.799083e+07 ; 8.321947e+07 + i -9.011082e+07 ; -2.934579e+08 + i 9.011049e+07 ; -1.593201e+09 + i 7.858156e+08 ; 3.211250e+07 + i 3.804462e+07 ; -5.189812e+08 + i -1.881612e+08 ; -4.695480e+08 + i 3.876810e+07 ; 1.059743e+07 + i 2.187236e+06 ; -3.358546e+08 + i 7.619944e+07 ; 5.062354e+07 + i 9.098134e+07 ; -3.788760e+07 + i -6.398350e+07 ; -1.133795e+09 + i 7.291611e+08 ; -5.602752e+06 + i 3.596631e+07 ; -1.865473e+07 + i -2.470159e+07 ; -3.411171e+08 + i 2.784266e+08 ; 5.879117e+07 + i 1.172318e+08 ; 8.958397e+06 + i -1.607985e+07 ; -1.823806e+09 + i 9.841331e+08 ; -1.158419e+07 + i 3.477066e+07 ; 1.241957e+06 + i -1.149220e+07 ; -4.200847e+08 + i 3.268788e+08 ; 
1.146197e+09 + i -1.525777e+08 ; -5.553964e+07 + i -5.029732e+07 ; -5.553881e+07 + i -5.029777e+07 ; 3.733565e+09 + i -1.875115e+09 ; -1.028749e+08 + i -1.870328e+08 ; -1.028758e+08 + i -1.870314e+08 ; 7.530351e+08 + i -2.748139e+08 ; -3.351641e+08 + i 2.881126e+08 ; -4.527041e+07 + i -3.473663e+07 ; 1.359281e+09 + i -1.064471e+09 ; -1.601069e+09 + i 8.121363e+08 ; -7.900968e+07 + i -1.148477e+08 ; 7.530362e+08 + i -2.748172e+08 ; -4.527962e+07 + i -3.473912e+07 ; -3.351642e+08 + i 2.881114e+08 ; 1.359283e+09 + i -1.064476e+09 ; -7.902362e+07 + i -1.148556e+08 ; -1.601069e+09 + i 8.121351e+08 ; 5.006881e+08 + i -2.922387e+08 ; -2.455658e+08 + i 2.242736e+08 ; -2.455654e+08 + i 2.242716e+08 ; 5.166491e+08 + i -6.463747e+08 ; -8.854384e+08 + i 5.213451e+08 ; -8.854379e+08 + i 5.213440e+08 ; -4.287397e+10 + i 1.312194e+10 ; 8.797206e+07 + i 1.955783e+07 ; 8.796781e+07 + i 1.956076e+07 ; 1.958326e+10 + i -9.476833e+09 ; 2.847796e+08 + i 5.681901e+08 ; 2.847815e+08 + i 5.681843e+08 ; -9.312817e+09 + i 5.299475e+09 ; -1.532391e+08 + i -2.729404e+08 ; 5.435291e+07 + i -7.422245e+06 ; 6.396716e+08 + i -2.836100e+09 ; 5.252032e+09 + i -2.552012e+09 ; 1.741207e+08 + i 2.260526e+08 ; -9.312818e+09 + i 5.299475e+09 ; 5.437183e+07 + i -7.420826e+06 ; -1.532383e+08 + i -2.729384e+08 ; 6.396670e+08 + i -2.836095e+09 ; 1.741651e+08 + i 2.260793e+08 ; 5.252031e+09 + i -2.552010e+09 ; -2.799170e+09 + i 2.626889e+09 ; -1.101068e+08 + i -1.577336e+08 ; -1.101076e+08 + i -1.577277e+08 ; -8.185609e+08 + i -8.985793e+08 ; 1.786100e+09 + i -1.154021e+09 ; 1.786099e+09 + i -1.154018e+09 ; 
-1.223193e+07 + i 3.610049e+07 ; -4.200929e+08 + i 3.269106e+08 ; 1.261773e+06 + i -1.166832e+07 ; 5.892404e+07 + i 1.222066e+08 ; -1.823831e+09 + i 9.841744e+08 ; 9.075794e+06 + i -1.633096e+07 ; -4.774764e+08 + i 4.001686e+07 ; -3.358327e+08 + i 7.637369e+07 ; 1.075355e+07 + i 2.360770e+06 ; -1.619424e+09 + i 8.000884e+08 ; -5.189937e+08 + i -1.874182e+08 ; 3.253438e+07 + i 3.900566e+07 ; -5.939945e+06 + i 3.716344e+07 ; -3.411166e+08 + i 2.784533e+08 ; -1.892083e+07 + i -2.504665e+07 ; 5.124315e+07 + i 9.399600e+07 ; -1.133797e+09 + i 7.291939e+08 ; -3.844833e+07 + i -6.460119e+07 ; -3.549637e+08 + i 6.953309e+07 ; -2.934520e+08 + i 9.018881e+07 ; 8.462624e+07 + i -9.150840e+07 ; -8.981813e+08 + i 5.140094e+08 ; -5.277057e+08 + i -3.390297e+07 ; 5.058393e+08 + i -3.118556e+08 ; 7.519952e+07 + i -5.898525e+06 ; -4.292207e+10 + i 1.304194e+10 ; 8.942868e+07 + i 9.397517e+06 ; -1.739458e+08 + i -3.047197e+08 ; -9.361664e+09 + i 5.232101e+09 ; 5.519855e+07 + i -1.666342e+07 ; 2.645687e+08 + i 5.185808e+08 ; 1.957193e+10 + i -9.500991e+09 ; 2.848380e+08 + i 5.614740e+08 ; 5.242365e+09 + i -2.571573e+09 ; 6.285281e+08 + i -2.863858e+09 ; 1.723941e+08 + i 2.201720e+08 ; 4.271799e+07 + i -2.915545e+07 ; -9.352617e+09 + i 5.250868e+09 ; -1.699397e+08 + i -2.991906e+08 ; -1.266635e+08 + i -1.871801e+08 ; -2.840518e+09 + i 2.581307e+09 ; -1.229242e+08 + i -1.792229e+08 ; 1.539509e+08 + i 1.868436e+08 ; 6.266713e+08 + i -2.853938e+09 ; 5.243799e+09 + i -2.562923e+09 ; 1.777790e+09 + i -1.172858e+09 ; -8.304038e+08 + i -9.215635e+08 ; 1.780533e+09 + i -1.160878e+09 ; 
-1.222991e+07 + i 3.609902e+07 ; 1.261736e+06 + i -1.166835e+07 ; -4.200915e+08 + i 3.269110e+08 ; 5.892396e+07 + i 1.222071e+08 ; 9.075868e+06 + i -1.633094e+07 ; -1.823827e+09 + i 9.841703e+08 ; -5.938603e+06 + i 3.716238e+07 ; -1.892085e+07 + i -2.504700e+07 ; -3.411165e+08 + i 2.784557e+08 ; 5.124289e+07 + i 9.399609e+07 ; -3.844798e+07 + i -6.460216e+07 ; -1.133811e+09 + i 7.291884e+08 ; -4.774761e+08 + i 4.001737e+07 ; 1.075371e+07 + i 2.360190e+06 ; -3.358428e+08 + i 7.637155e+07 ; -1.619424e+09 + i 8.000885e+08 ; 3.253487e+07 + i 3.900464e+07 ; -5.190152e+08 + i -1.874271e+08 ; -3.549618e+08 + i 6.953335e+07 ; 8.462614e+07 + i -9.150842e+07 ; -2.934518e+08 + i 9.018882e+07 ; -8.981816e+08 + i 5.140102e+08 ; 5.058393e+08 + i -3.118555e+08 ; -5.277039e+08 + i -3.390468e+07 ; 7.519231e+07 + i -5.892409e+06 ; 8.942855e+07 + i 9.397374e+06 ; -4.292207e+10 + i 1.304193e+10 ; -1.739458e+08 + i -3.047189e+08 ; 5.519835e+07 + i -1.666372e+07 ; -9.361680e+09 + i 5.232110e+09 ; 4.271283e+07 + i -2.915063e+07 ; -1.699370e+08 + i -2.991963e+08 ; -9.352784e+09 + i 5.250769e+09 ; -1.266646e+08 + i -1.871761e+08 ; -1.229229e+08 + i -1.792273e+08 ; -2.840613e+09 + i 2.581293e+09 ; 2.645678e+08 + i 5.185794e+08 ; 2.848397e+08 + i 5.614707e+08 ; 1.957184e+10 + i -9.501034e+09 ; 5.242365e+09 + i -2.571573e+09 ; 1.723952e+08 + i 2.201691e+08 ; 6.284612e+08 + i -2.863871e+09 ; 1.539441e+08 + i 1.868441e+08 ; 5.243799e+09 + i -2.562923e+09 ; 6.266715e+08 + i -2.853933e+09 ; 1.777789e+09 + i -1.172859e+09 ; 1.780533e+09 + i -1.160878e+09 ; -8.304162e+08 + i -9.215483e+08 ; 
4.464311e+08 + i -1.781464e+07 ; -1.257688e+07 + i -1.742554e+06 ; -1.257709e+07 + i -1.742341e+06 ; 1.146295e+09 + i -1.525950e+08 ; -3.197558e+07 + i -2.255830e+07 ; -3.197700e+07 + i -2.255619e+07 ; 3.741041e+08 + i -6.066433e+07 ; -1.008717e+08 + i 1.057784e+08 ; -1.069761e+07 + i 2.433355e+05 ; 7.530862e+08 + i -2.748752e+08 ; -3.465474e+08 + i 2.692448e+08 ; -2.586122e+07 + i -1.246553e+07 ; 3.741047e+08 + i -6.066424e+07 ; -1.070108e+07 + i 2.426627e+05 ; -1.008718e+08 + i 1.057781e+08 ; 7.530857e+08 + i -2.748727e+08 ; -2.586940e+07 + i -1.246971e+07 ; -3.465473e+08 + i 2.692445e+08 ; 3.104595e+08 + i -8.626566e+07 ; -8.300086e+07 + i 9.293807e+07 ; -8.300081e+07 + i 9.293738e+07 ; 5.007079e+08 + i -2.923067e+08 ; -2.526494e+08 + i 2.164119e+08 ; -2.526490e+08 + i 2.164112e+08 ; 1.958345e+10 + i -9.476765e+09 ; -2.838763e+08 + i -5.592362e+08 ; -2.838788e+08 + i -5.592305e+08 ; -4.293730e+10 + i 1.302844e+10 ; -8.905422e+07 + i -9.730969e+06 ; -8.905059e+07 + i -9.732521e+06 ; 6.391567e+08 + i -2.835761e+09 ; -5.228828e+09 + i 2.557338e+09 ; -1.722713e+08 + i -2.182232e+08 ; -9.366107e+09 + i 5.239196e+09 ; 1.680449e+08 + i 2.967405e+08 ; -5.491897e+07 + i 1.705284e+07 ; 6.391494e+08 + i -2.835751e+09 ; -1.723147e+08 + i -2.182500e+08 ; -5.228828e+09 + i 2.557336e+09 ; -9.366108e+09 + i 5.239202e+09 ; -5.493925e+07 + i 1.704990e+07 ; 1.680445e+08 + i 2.967386e+08 ; -8.189135e+08 + i -8.982387e+08 ; -1.772592e+09 + i 1.162117e+09 ; -1.772591e+09 + i 1.162114e+09 ; -2.844126e+09 + i 2.587846e+09 ; 1.230512e+08 + i 1.792241e+08 ; 1.230532e+08 + i 1.792195e+08 ; 
-1.239622e+07 + i -1.824578e+07 ; -1.636613e+08 + i 1.300194e+08 ; -1.837154e+06 + i -7.352615e+06 ; -2.313368e+07 + i -1.983559e+07 ; -4.201144e+08 + i 3.268792e+08 ; -1.043888e+05 + i -1.337588e+07 ; -1.552135e+08 + i -1.621270e+07 ; -1.547385e+08 + i 7.451327e+07 ; 3.774132e+05 + i -4.310198e+06 ; -4.497868e+08 + i 6.310295e+07 ; -3.358475e+08 + i 7.636257e+07 ; 5.780390e+06 + i -3.167337e+06 ; -1.209534e+07 + i -1.369964e+07 ; -1.457847e+08 + i 1.204802e+08 ; -8.291508e+06 + i -1.085855e+07 ; -1.711869e+07 + i -7.907558e+06 ; -3.411389e+08 + i 2.784299e+08 ; -1.807863e+07 + i -2.736117e+07 ; -1.345729e+08 + i -7.669876e+06 ; -1.406034e+08 + i 7.346154e+07 ; 1.993920e+07 + i -2.825526e+07 ; -3.380965e+08 + i 6.799518e+07 ; -2.934652e+08 + i 9.018334e+07 ; 8.958266e+07 + i -8.284002e+07 ; 1.637955e+08 + i 2.865286e+08 ; -9.361746e+09 + i 5.232196e+09 ; 5.518626e+07 + i -1.605959e+07 ; -8.874393e+07 + i -1.422661e+07 ; -4.293526e+10 + i 1.301494e+10 ; 8.948045e+07 + i 1.090838e+07 ; -5.190196e+09 + i 2.519119e+09 ; 6.287485e+08 + i -2.863877e+09 ; 1.723202e+08 + i 2.202701e+08 ; -2.805828e+08 + i -5.614190e+08 ; 1.957401e+10 + i -9.516008e+09 ; 2.838009e+08 + i 5.614584e+08 ; 1.194862e+08 + i 1.705100e+08 ; -2.840542e+09 + i 2.581356e+09 ; -1.224460e+08 + i -1.782698e+08 ; -5.500563e+07 + i 1.248433e+07 ; -9.365019e+09 + i 5.226334e+09 ; -1.666479e+08 + i -2.954782e+08 ; -1.763530e+09 + i 1.135885e+09 ; -8.303395e+08 + i -9.215947e+08 ; 1.775863e+09 + i -1.157691e+09 ; -1.705018e+08 + i -2.230635e+08 ; 6.278751e+08 + i -2.869142e+09 ; 5.233034e+09 + i -2.551895e+09 ; 
-1.239581e+07 + i -1.824578e+07 ; -1.837164e+06 + i -7.352629e+06 ; -1.636619e+08 + i 1.300195e+08 ; -2.313461e+07 + i -1.983470e+07 ; -1.043421e+05 + i -1.337589e+07 ; -4.201169e+08 + i 3.268791e+08 ; -1.209505e+07 + i -1.369947e+07 ; -8.291564e+06 + i -1.085862e+07 ; -1.457843e+08 + i 1.204814e+08 ; -1.711940e+07 + i -7.906734e+06 ; -1.807860e+07 + i -2.736154e+07 ; -3.411434e+08 + i 2.784304e+08 ; -1.552136e+08 + i -1.621267e+07 ; 3.774764e+05 + i -4.310479e+06 ; -1.547430e+08 + i 7.451263e+07 ; -4.497871e+08 + i 6.310273e+07 ; 5.780629e+06 + i -3.167903e+06 ; -3.358575e+08 + i 7.636051e+07 ; -1.345727e+08 + i -7.669537e+06 ; 1.993916e+07 + i -2.825527e+07 ; -1.406035e+08 + i 7.346115e+07 ; -3.380975e+08 + i 6.799594e+07 ; 8.958265e+07 + i -8.284003e+07 ; -2.934651e+08 + i 9.018262e+07 ; 1.637957e+08 + i 2.865288e+08 ; 5.518600e+07 + i -1.605984e+07 ; -9.361763e+09 + i 5.232208e+09 ; -8.873943e+07 + i -1.423060e+07 ; 8.948035e+07 + i 1.090818e+07 ; -4.293526e+10 + i 1.301493e+10 ; 1.194862e+08 + i 1.705091e+08 ; -1.224448e+08 + i -1.782741e+08 ; -2.840636e+09 + i 2.581345e+09 ; -5.500300e+07 + i 1.248196e+07 ; -1.666453e+08 + i -2.954840e+08 ; -9.365192e+09 + i 5.226235e+09 ; -5.190196e+09 + i 2.519119e+09 ; 1.723213e+08 + i 2.202673e+08 ; 6.286828e+08 + i -2.863890e+09 ; -2.805823e+08 + i -5.614184e+08 ; 2.838026e+08 + i 5.614550e+08 ; 1.957391e+10 + i -9.516049e+09 ; -1.763530e+09 + i 1.135886e+09 ; 1.775862e+09 + i -1.157692e+09 ; -8.303484e+08 + i -9.215735e+08 ; -1.704990e+08 + i -2.230638e+08 ; 5.233034e+09 + i -2.551895e+09 ; 6.278740e+08 + i -2.869137e+09 ; 
7.530225e+08 + i -2.749427e+08 ; 3.315599e+08 + i -2.852725e+08 ; -4.512522e+07 + i -3.462474e+07 ; 1.359553e+09 + i -1.064900e+09 ; 1.583260e+09 + i -8.042022e+08 ; -7.875326e+07 + i -1.144732e+08 ; 1.146248e+09 + i -1.525782e+08 ; 5.533018e+07 + i 4.937901e+07 ; -5.536620e+07 + i -5.013153e+07 ; 3.733649e+09 + i -1.875070e+09 ; 1.029443e+08 + i 1.833905e+08 ; -1.025554e+08 + i -1.864194e+08 ; 5.006770e+08 + i -2.923318e+08 ; 2.429073e+08 + i -2.220692e+08 ; -2.447899e+08 + i 2.235728e+08 ; 5.167681e+08 + i -6.466417e+08 ; 8.755767e+08 + i -5.161587e+08 ; -8.826443e+08 + i 5.197221e+08 ; 7.530750e+08 + i -2.748207e+08 ; 4.503884e+07 + i 3.405207e+07 ; -3.341050e+08 + i 2.872136e+08 ; 1.359349e+09 + i -1.064449e+09 ; 7.868447e+07 + i 1.127736e+08 ; -1.596018e+09 + i 8.096095e+08 ; -9.313024e+09 + i 5.299390e+09 ; 1.456523e+08 + i 2.775812e+08 ; 5.418235e+07 + i -7.404422e+06 ; 6.386311e+08 + i -2.834735e+09 ; -5.191484e+09 + i 2.526176e+09 ; 1.735637e+08 + i 2.254182e+08 ; -4.287396e+10 + i 1.312188e+10 ; -8.791159e+07 + i -1.988472e+07 ; 8.770229e+07 + i 1.949466e+07 ; 1.958309e+10 + i -9.476926e+09 ; -2.758239e+08 + i -5.694481e+08 ; 2.839162e+08 + i 5.664654e+08 ; -2.799314e+09 + i 2.626858e+09 ; 1.083101e+08 + i 1.575590e+08 ; -1.097730e+08 + i -1.572959e+08 ; -8.188131e+08 + i -8.980114e+08 ; -1.765256e+09 + i 1.142001e+09 ; 1.780455e+09 + i -1.150406e+09 ; -9.312827e+09 + i 5.299452e+09 ; -5.422927e+07 + i 7.199708e+06 ; -1.527774e+08 + i -2.721537e+08 ; 6.396149e+08 + i -2.836110e+09 ; -1.716668e+08 + i -2.251101e+08 ; 5.235450e+09 + i -2.544052e+09 ; 
4.758541e+08 + i -3.965327e+07 ; -3.356791e+08 + i 7.630341e+07 ; -1.072029e+07 + i -2.351607e+06 ; 1.614428e+09 + i -7.972514e+08 ; -5.186503e+08 + i -1.878411e+08 ; -3.243180e+07 + i -3.887871e+07 ; 1.184398e+07 + i -3.567108e+07 ; -4.201080e+08 + i 3.268784e+08 ; -1.259094e+06 + i 1.163383e+07 ; -5.993010e+07 + i -1.204023e+08 ; -1.823910e+09 + i 9.841109e+08 ; -9.051506e+06 + i 1.628326e+07 ; 3.537771e+08 + i -6.912553e+07 ; -2.933429e+08 + i 9.012566e+07 ; -8.435871e+07 + i 9.122302e+07 ; 8.954206e+08 + i -5.122208e+08 ; -5.275362e+08 + i -3.415574e+07 ; -5.042423e+08 + i 3.108854e+08 ; 5.700138e+06 + i -3.678336e+07 ; -3.411318e+08 + i 2.784270e+08 ; 1.886178e+07 + i 2.496812e+07 ; -5.162084e+07 + i -9.299017e+07 ; -1.133853e+09 + i 7.291567e+08 ; 3.832841e+07 + i 6.439801e+07 ; -2.578315e+08 + i -5.247415e+08 ; 1.957198e+10 + i -9.501136e+09 ; -2.839532e+08 + i -5.596627e+08 ; -5.226808e+09 + i 2.564690e+09 ; 6.275056e+08 + i -2.862493e+09 ; -1.718613e+08 + i -2.194856e+08 ; -7.570717e+07 + i 5.236449e+06 ; -4.292207e+10 + i 1.304191e+10 ; -8.917528e+07 + i -9.367535e+06 ; 1.674500e+08 + i 3.114598e+08 ; -9.361448e+09 + i 5.232291e+09 ; -5.504369e+07 + i 1.661984e+07 ; -1.528659e+08 + i -1.879080e+08 ; 6.267730e+08 + i -2.853896e+09 ; -5.227259e+09 + i 2.554958e+09 ; -1.772347e+09 + i 1.169643e+09 ; -8.306504e+08 + i -9.209584e+08 ; -1.774913e+09 + i 1.157223e+09 ; -4.305051e+07 + i 2.887368e+07 ; -9.352606e+09 + i 5.250853e+09 ; 1.694100e+08 + i 2.982344e+08 ; 1.256465e+08 + i 1.882419e+08 ; -2.840454e+09 + i 2.581316e+09 ; 1.225394e+08 + i 1.786506e+08 ; 
-5.910660e+06 + i 3.706511e+07 ; 1.872021e+07 + i 2.476680e+07 ; -3.411148e+08 + i 2.784566e+08 ; 5.111177e+07 + i 9.376797e+07 ; 3.806485e+07 + i 6.387769e+07 ; -1.133814e+09 + i 7.291933e+08 ; -1.219831e+07 + i 3.600633e+07 ; -1.248379e+06 + i 1.154976e+07 ; -4.200923e+08 + i 3.269112e+08 ; 5.876697e+07 + i 1.218916e+08 ; -8.946025e+06 + i 1.617583e+07 ; -1.823827e+09 + i 9.841651e+08 ; -3.539453e+08 + i 6.936093e+07 ; -8.373457e+07 + i 9.058008e+07 ; -2.934515e+08 + i 9.018809e+07 ; -8.957520e+08 + i 5.126447e+08 ; -5.002492e+08 + i 3.088146e+08 ; -5.277037e+08 + i -3.390647e+07 ; -4.761268e+08 + i 3.989337e+07 ; -1.076751e+07 + i -2.260336e+06 ; -3.358425e+08 + i 7.637092e+07 ; -1.614827e+09 + i 7.977493e+08 ; -3.252364e+07 + i -3.813990e+07 ; -5.190163e+08 + i -1.874305e+08 ; 4.263978e+07 + i -2.893875e+07 ; 1.681840e+08 + i 2.958388e+08 ; -9.352874e+09 + i 5.250828e+09 ; -1.261930e+08 + i -1.864496e+08 ; 1.216278e+08 + i 1.771664e+08 ; -2.840647e+09 + i 2.581334e+09 ; 7.499952e+07 + i -5.834290e+06 ; -8.851064e+07 + i -9.267280e+06 ; -4.292207e+10 + i 1.304191e+10 ; -1.733418e+08 + i -3.037045e+08 ; -5.467859e+07 + i 1.644534e+07 ; -9.361704e+09 + i 5.232110e+09 ; 1.521826e+08 + i 1.874185e+08 ; -5.184209e+09 + i 2.536355e+09 ; 6.266749e+08 + i -2.853931e+09 ; 1.772183e+09 + i -1.169163e+09 ; -1.759647e+09 + i 1.148255e+09 ; -8.304118e+08 + i -9.215412e+08 ; 2.637956e+08 + i 5.170183e+08 ; -2.820092e+08 + i -5.552219e+08 ; 1.957183e+10 + i -9.501035e+09 ; 5.227442e+09 + i -2.564090e+09 ; -1.694547e+08 + i -2.189853e+08 ; 6.284605e+08 + i -2.863858e+09 ; 
3.741038e+08 + i -6.061076e+07 ; 9.962266e+07 + i -1.044399e+08 ; -1.066329e+07 + i 2.395634e+05 ; 7.531083e+08 + i -2.746753e+08 ; 3.424496e+08 + i -2.659174e+08 ; -2.577478e+07 + i -1.243373e+07 ; 4.464296e+08 + i -1.780562e+07 ; 1.231114e+07 + i 1.929490e+06 ; -1.253831e+07 + i -1.737657e+06 ; 1.146256e+09 + i -1.525815e+08 ; 3.131179e+07 + i 2.287195e+07 ; -3.187545e+07 + i -2.248724e+07 ; 3.104586e+08 + i -8.622094e+07 ; 8.198076e+07 + i -9.175661e+07 ; -8.275865e+07 + i 9.263253e+07 ; 5.007151e+08 + i -2.921685e+08 ; 2.496878e+08 + i -2.137425e+08 ; -2.518995e+08 + i 2.156905e+08 ; 3.741026e+08 + i -6.065780e+07 ; 1.048970e+07 + i -5.154154e+04 ; -1.005758e+08 + i 1.054302e+08 ; 7.530534e+08 + i -2.748594e+08 ; 2.542864e+07 + i 1.276946e+07 ; -3.455135e+08 + i 2.683426e+08 ; 6.385426e+08 + i -2.833578e+09 ; 5.170446e+09 + i -2.529935e+09 ; -1.716643e+08 + i -2.175768e+08 ; -9.366143e+09 + i 5.239141e+09 ; -1.626060e+08 + i -3.060751e+08 ; -5.474512e+07 + i 1.697975e+07 ; 1.958310e+10 + i -9.476888e+09 ; 2.771958e+08 + i 5.656192e+08 ; -2.828911e+08 + i -5.575109e+08 ; -4.293730e+10 + i 1.302845e+10 ; 8.818119e+07 + i 9.603131e+06 ; -8.876812e+07 + i -9.717590e+06 ; -8.189341e+08 + i -8.973943e+08 ; 1.752390e+09 + i -1.149572e+09 ; -1.767267e+09 + i 1.158169e+09 ; -2.844244e+09 + i 2.587804e+09 ; -1.217267e+08 + i -1.796028e+08 ; 1.226295e+08 + i 1.786699e+08 ; 6.390787e+08 + i -2.835729e+09 ; 1.704410e+08 + i 2.181737e+08 ; -5.212965e+09 + i 2.548414e+09 ; -9.366106e+09 + i 5.239201e+09 ; 5.473288e+07 + i -1.685814e+07 ; 1.674598e+08 + i 2.958267e+08 ; 
1.549003e+08 + i 1.601404e+07 ; -1.547748e+08 + i 7.454989e+07 ; -3.772528e+05 + i 4.296480e+06 ; 4.487779e+08 + i -6.324332e+07 ; -3.359527e+08 + i 7.649795e+07 ; -5.763581e+06 + i 3.155210e+06 ; 1.250027e+07 + i 1.798965e+07 ; -1.636702e+08 + i 1.300213e+08 ; 1.829590e+06 + i 7.330480e+06 ; 2.338329e+07 + i 1.920097e+07 ; -4.201165e+08 + i 3.268937e+08 ; 9.980283e+04 + i 1.333532e+07 ; 1.342918e+08 + i 7.509798e+06 ; -1.406313e+08 + i 7.349830e+07 ; -1.988212e+07 + i 2.816340e+07 ; 3.373138e+08 + i -6.805776e+07 ; -2.935219e+08 + i 9.030055e+07 ; -8.931808e+07 + i 8.256521e+07 ; 1.216980e+07 + i 1.347695e+07 ; -1.457896e+08 + i 1.204837e+08 ; 8.263702e+06 + i 1.082609e+07 ; 1.726767e+07 + i 7.439593e+06 ; -3.411291e+08 + i 2.784426e+08 ; 1.801731e+07 + i 2.727902e+07 ; 5.176348e+09 + i -2.511081e+09 ; 6.281508e+08 + i -2.861693e+09 ; -1.717464e+08 + i -2.196089e+08 ; 2.760006e+08 + i 5.724371e+08 ; 1.957392e+10 + i -9.516060e+09 ; -2.828204e+08 + i -5.597628e+08 ; -1.595815e+08 + i -2.982576e+08 ; -9.361406e+09 + i 5.232283e+09 ; -5.503373e+07 + i 1.601346e+07 ; 8.859494e+07 + i 1.415779e+07 ; -4.293527e+10 + i 1.301495e+10 ; -8.922785e+07 + i -1.087593e+07 ; 1.758534e+09 + i -1.132400e+09 ; -8.303644e+08 + i -9.207312e+08 ; -1.770525e+09 + i 1.153765e+09 ; 1.699746e+08 + i 2.248494e+08 ; 6.279580e+08 + i -2.869086e+09 ; -5.217158e+09 + i 2.542990e+09 ; -1.191018e+08 + i -1.724086e+08 ; -2.840470e+09 + i 2.581333e+09 ; 1.220335e+08 + i 1.777368e+08 ; 5.525724e+07 + i -1.242599e+07 ; -9.365009e+09 + i 5.226332e+09 ; 1.660748e+08 + i 2.945851e+08 ; 
