-4.706455e+09 + i 2.198955e+10 ; -5.231468e+07 + i 3.356331e+08 ; -5.168994e+07 + i 3.364142e+08 ; -5.150060e+09 + i -4.782678e+09 ; -3.941561e+08 + i -7.467700e+08 ; -3.948769e+08 + i -7.464904e+08 ; 1.850978e+09 + i 2.477415e+09 ; 1.522021e+08 + i 4.124304e+08 ; 1.455006e+08 + i 1.620834e+08 ; 2.214519e+08 + i 2.504312e+09 ; -1.426338e+09 + i -8.397459e+08 ; -2.404579e+08 + i 8.070807e+06 ; 1.852153e+09 + i 2.477277e+09 ; 1.448018e+08 + i 1.605682e+08 ; 1.514143e+08 + i 4.117584e+08 ; 2.228780e+08 + i 2.505744e+09 ; -2.372427e+08 + i 7.261551e+06 ; -1.426328e+09 + i -8.398639e+08 ; 1.259336e+09 + i -5.056816e+08 ; 2.151171e+08 + i 1.596103e+08 ; 2.165365e+08 + i 1.592595e+08 ; 1.353663e+09 + i -2.977935e+08 ; -4.424675e+08 + i 4.811252e+07 ; -4.418282e+08 + i 4.744385e+07 ; -2.931086e+08 + i -7.311002e+08 ; -1.739413e+07 + i 4.252416e+07 ; -1.743221e+07 + i 4.272383e+07 ; -3.863915e+07 + i -4.515976e+08 ; 1.483341e+07 + i 1.069672e+07 ; 1.492337e+07 + i 1.072459e+07 ; -3.599028e+08 + i 6.463503e+07 ; -5.917770e+07 + i 4.951213e+07 ; 7.381575e+06 + i 3.877562e+07 ; -2.750260e+08 + i -2.969920e+07 ; 4.779196e+06 + i 1.184786e+07 ; 1.583964e+07 + i 3.706597e+06 ; -3.592031e+08 + i 6.474024e+07 ; 7.747947e+06 + i 3.847883e+07 ; -5.921650e+07 + i 4.961859e+07 ; -2.747070e+08 + i -2.947056e+07 ; 1.577927e+07 + i 3.603860e+06 ; 4.787691e+06 + i 1.188592e+07 ; 2.348428e+06 + i 3.247981e+08 ; -2.146236e+07 + i 4.246220e+07 ; -2.170170e+07 + i 4.245162e+07 ; -6.970742e+07 + i 2.603746e+08 ; 7.398862e+06 + i 4.802404e+06 ; 7.365941e+06 + i 4.843248e+06 ; 
-5.018047e+08 + i -1.011918e+08 ; -5.095705e+08 + i -1.273487e+08 ; 1.413658e+09 + i -2.767315e+08 ; -2.256403e+08 + i 2.310484e+07 ; -1.173676e+09 + i -1.493486e+09 ; 2.071773e+08 + i 2.520064e+09 ; -1.177441e+09 + i -1.458862e+09 ; -2.395637e+08 + i -1.272235e+07 ; 2.108763e+08 + i 2.565869e+09 ; -3.913999e+08 + i -7.742095e+08 ; -4.037988e+08 + i -8.344527e+08 ; -5.213182e+09 + i -4.746083e+09 ; 1.130076e+08 + i 1.901321e+08 ; 9.348096e+07 + i 2.019048e+08 ; 1.292994e+09 + i -5.094264e+08 ; 1.232087e+08 + i 2.068262e+08 ; 2.691056e+08 + i 3.816230e+08 ; 1.869005e+09 + i 2.448750e+09 ; 2.899117e+08 + i 3.825767e+08 ; 1.033395e+08 + i 2.269004e+08 ; 1.876558e+09 + i 2.496593e+09 ; -1.488245e+08 + i 3.400309e+08 ; -1.772469e+08 + i 3.471412e+08 ; -4.732494e+09 + i 2.197791e+10 ; 2.065844e+08 + i 1.208712e+08 ; -1.031103e+08 + i -6.133607e+07 ; 3.212905e+08 + i 1.080953e+08 ; 1.312902e+08 + i 1.026001e+08 ; -9.111150e+06 + i 1.735981e+07 ; 5.200033e+07 + i -9.219886e+07 ; 4.192067e+08 + i 3.679064e+08 ; -9.476002e+06 + i -2.608428e+07 ; 2.384506e+08 + i 4.619715e+08 ; 1.792193e+08 + i 3.038859e+08 ; -3.623189e+06 + i 1.422686e+07 ; 1.415365e+08 + i -5.393446e+07 ; -8.439026e+07 + i -1.333568e+08 ; 2.424084e+07 + i 8.865662e+07 ; 3.635878e+08 + i 8.375201e+07 ; -5.566609e+07 + i -1.282453e+08 ; 2.860302e+07 + i 1.526720e+07 ; 4.730396e+07 + i -9.036595e+07 ; 6.165780e+04 + i -2.300626e+08 ; -6.295238e+05 + i 7.111634e+07 ; 4.247687e+08 + i 4.594759e+08 ; 3.983080e+07 + i -1.803297e+08 ; 2.397964e+07 + i 1.490408e+07 ; 1.256331e+08 + i -6.318869e+07 ; 
-2.885337e+08 + i -7.220546e+08 ; 3.930146e+07 + i -6.537780e+07 ; 3.919253e+07 + i -6.544484e+07 ; -8.484037e+08 + i -1.007530e+09 ; 1.508712e+08 + i 1.809868e+08 ; 1.510886e+08 + i 1.811065e+08 ; -3.561674e+08 + i 6.497878e+07 ; 4.821176e+07 + i -7.983056e+07 ; -8.638415e+06 + i -4.955640e+07 ; -4.071761e+08 + i 1.861578e+08 ; 4.418521e+08 + i 2.014960e+08 ; 1.076002e+08 + i 2.528832e+07 ; -3.560990e+08 + i 6.536820e+07 ; -8.397140e+06 + i -4.901488e+07 ; 4.845773e+07 + i -7.955990e+07 ; -4.072312e+08 + i 1.869500e+08 ; 1.069593e+08 + i 2.565255e+07 ; 4.417824e+08 + i 2.015549e+08 ; 2.617598e+06 + i 3.243806e+08 ; 5.887232e+06 + i -5.240346e+07 ; 5.329575e+06 + i -5.220443e+07 ; 1.017097e+08 + i 3.736427e+08 ; 2.318580e+08 + i 1.926717e+07 ; 2.315021e+08 + i 1.941295e+07 ; -4.746612e+09 + i 2.188934e+10 ; -7.274207e+07 + i 3.171938e+08 ; -7.217641e+07 + i 3.179711e+08 ; -5.150825e+09 + i -4.784939e+09 ; -4.002937e+08 + i -7.606013e+08 ; -4.010870e+08 + i -7.602716e+08 ; 1.799250e+09 + i 2.469423e+09 ; 1.265464e+08 + i 3.996610e+08 ; 1.324589e+08 + i 1.446552e+08 ; 2.219698e+08 + i 2.506709e+09 ; -1.432719e+09 + i -8.490343e+08 ; -2.553996e+08 + i 1.179780e+07 ; 1.800430e+09 + i 2.469229e+09 ; 1.318318e+08 + i 1.432094e+08 ; 1.258063e+08 + i 3.989382e+08 ; 2.232749e+08 + i 2.508197e+09 ; -2.520915e+08 + i 1.113789e+07 ; -1.432717e+09 + i -8.491805e+08 ; 1.237722e+09 + i -4.631084e+08 ; 1.969953e+08 + i 1.406045e+08 ; 1.985161e+08 + i 1.403464e+08 ; 1.354686e+09 + i -2.973375e+08 ; -4.583725e+08 + i 5.100540e+07 ; -4.576594e+08 + i 5.031785e+07 ; 
-4.757399e+07 + i -1.477607e+08 ; 1.315661e+08 + i -5.861812e+07 ; 2.862858e+07 + i 3.016329e+06 ; -1.082161e+08 + i -1.551091e+08 ; 4.235269e+08 + i 4.623427e+08 ; 2.821511e+07 + i 6.232777e+07 ; 2.416885e+08 + i 2.056585e+08 ; 1.392232e+08 + i -5.090898e+07 ; 1.277947e+06 + i 1.689551e+07 ; 4.576766e+08 + i 1.860818e+08 ; 2.218407e+08 + i 4.688712e+08 ; -3.095441e+07 + i -1.091233e+07 ; -8.620215e+07 + i -7.488784e+07 ; 5.332213e+07 + i -9.200257e+07 ; 3.173677e+07 + i 1.006433e+06 ; -1.093657e+08 + i -6.443924e+07 ; 3.684425e+08 + i 8.533404e+07 ; 5.561278e+07 + i 6.969593e+07 ; 1.504191e+08 + i 4.553066e+07 ; 5.013113e+07 + i -9.140959e+07 ; -2.387708e+06 + i 2.058686e+07 ; 2.185445e+08 + i 3.339824e+07 ; 3.199080e+08 + i 1.103060e+08 ; -1.160706e+08 + i -1.307798e+07 ; -3.998262e+07 + i 3.091876e+08 ; -4.735243e+09 + i 2.197842e+10 ; -4.795602e+07 + i 3.341307e+08 ; 1.557586e+08 + i 3.939774e+08 ; 1.858895e+09 + i 2.507472e+09 ; 1.430956e+08 + i 1.623410e+08 ; -3.557226e+08 + i -6.912899e+08 ; -5.168594e+09 + i -4.751545e+09 ; -3.971307e+08 + i -7.437099e+08 ; -1.422965e+09 + i -8.172767e+08 ; 2.589086e+08 + i 2.536422e+09 ; -2.432641e+08 + i 7.925660e+06 ; 1.473382e+08 + i 1.423830e+08 ; 1.859694e+09 + i 2.461117e+09 ; 1.549626e+08 + i 4.084113e+08 ; 2.216521e+08 + i 1.497592e+08 ; 1.297458e+09 + i -5.075775e+08 ; 2.149586e+08 + i 1.598837e+08 ; -2.117149e+08 + i 3.753744e+07 ; 2.511918e+08 + i 2.497324e+09 ; -1.430718e+09 + i -8.419177e+08 ; -4.337108e+08 + i 6.964232e+07 ; 1.400984e+09 + i -3.206971e+08 ; -4.459823e+08 + i 4.749116e+07 ; 
-4.758352e+07 + i -1.479260e+08 ; 2.863622e+07 + i 3.080178e+06 ; 1.320218e+08 + i -5.900475e+07 ; -1.080156e+08 + i -1.550755e+08 ; 2.818719e+07 + i 6.243013e+07 ; 4.239508e+08 + i 4.624707e+08 ; -8.651901e+07 + i -7.502013e+07 ; 3.178144e+07 + i 1.019273e+06 ; 5.361917e+07 + i -9.224660e+07 ; -1.096958e+08 + i -6.435643e+07 ; 5.549984e+07 + i 6.969868e+07 ; 3.686757e+08 + i 8.652483e+07 ; 2.413009e+08 + i 2.054291e+08 ; 1.178050e+06 + i 1.702573e+07 ; 1.395903e+08 + i -5.042723e+07 ; 4.574313e+08 + i 1.860023e+08 ; -3.125775e+07 + i -1.088061e+07 ; 2.216178e+08 + i 4.695029e+08 ; 1.510546e+08 + i 4.496332e+07 ; -2.246920e+06 + i 2.066047e+07 ; 5.004108e+07 + i -9.130134e+07 ; 2.189304e+08 + i 3.316000e+07 ; -1.159685e+08 + i -1.315974e+07 ; 3.200832e+08 + i 1.106281e+08 ; -3.972474e+07 + i 3.097530e+08 ; -4.785800e+07 + i 3.342984e+08 ; -4.738790e+09 + i 2.197670e+10 ; 1.556086e+08 + i 3.933958e+08 ; 1.432047e+08 + i 1.626102e+08 ; 1.861409e+09 + i 2.510012e+09 ; 1.482461e+08 + i 1.431719e+08 ; 1.535013e+08 + i 4.080473e+08 ; 1.850129e+09 + i 2.462047e+09 ; 2.234094e+08 + i 1.498519e+08 ; 2.144199e+08 + i 1.603078e+08 ; 1.299520e+09 + i -5.005417e+08 ; -3.549999e+08 + i -6.904468e+08 ; -3.978933e+08 + i -7.438534e+08 ; -5.174507e+09 + i -4.750341e+09 ; -1.422354e+09 + i -8.170185e+08 ; -2.442736e+08 + i 8.142122e+06 ; 2.571761e+08 + i 2.538797e+09 ; -2.139267e+08 + i 3.865105e+07 ; -1.430608e+09 + i -8.423150e+08 ; 2.515810e+08 + i 2.493750e+09 ; -4.350020e+08 + i 6.974870e+07 ; -4.462932e+08 + i 4.761186e+07 ; 1.399804e+09 + i -3.204412e+08 ; 
-4.036580e+07 + i -4.456230e+08 ; -1.531409e+07 + i -1.309266e+07 ; -1.539362e+07 + i -1.309152e+07 ; -2.870450e+08 + i -7.292240e+08 ; 2.202674e+07 + i -4.427580e+07 ; 2.207284e+07 + i -4.431491e+07 ; -2.736525e+08 + i -2.838182e+07 ; -4.429235e+06 + i -1.269038e+07 ; -1.693794e+07 + i -5.425213e+06 ; -3.568940e+08 + i 6.019482e+07 ; 6.517595e+07 + i -4.805530e+07 ; -5.032101e+06 + i -4.169353e+07 ; -2.735030e+08 + i -2.803632e+07 ; -1.686205e+07 + i -5.338313e+06 ; -4.405194e+06 + i -1.271270e+07 ; -3.567251e+08 + i 6.074378e+07 ; -5.207918e+06 + i -4.135864e+07 ; 6.508894e+07 + i -4.812858e+07 ; -7.074094e+07 + i 2.604030e+08 ; -7.515163e+06 + i -5.500401e+06 ; -7.554252e+06 + i -5.439117e+06 ; 6.709880e+05 + i 3.201789e+08 ; 2.537745e+07 + i -4.312004e+07 ; 2.524206e+07 + i -4.317741e+07 ; -5.130560e+09 + i -4.765384e+09 ; 3.653540e+08 + i 7.925222e+08 ; 3.666959e+08 + i 7.927996e+08 ; -4.717248e+09 + i 2.197123e+10 ; 6.481156e+07 + i -3.487312e+08 ; 6.450681e+07 + i -3.493410e+08 ; 2.297172e+08 + i 2.506397e+09 ; 1.438239e+09 + i 9.502709e+08 ; 2.480059e+08 + i 4.398757e+06 ; 1.842476e+09 + i 2.472881e+09 ; -1.340976e+08 + i -4.342809e+08 ; -1.458488e+08 + i -1.747520e+08 ; 2.305409e+08 + i 2.506616e+09 ; 2.455229e+08 + i 5.311907e+06 ; 1.438141e+09 + i 9.502195e+08 ; 1.844932e+09 + i 2.473548e+09 ; -1.450289e+08 + i -1.735196e+08 ; -1.336810e+08 + i -4.340053e+08 ; 1.360088e+09 + i -3.000477e+08 ; 4.627952e+08 + i -2.590663e+07 ; 4.623002e+08 + i -2.561882e+07 ; 1.251030e+09 + i -5.043892e+08 ; -2.151353e+08 + i -1.771454e+08 ; -2.154701e+08 + i -1.766039e+08 ; 
6.382648e+07 + i -2.868592e+07 ; 7.570387e+06 + i -2.238311e+07 ; 7.032651e+06 + i -1.340833e+06 ; 6.757549e+07 + i -5.213441e+07 ; 1.227290e+08 + i -6.639852e+07 ; 2.137853e+07 + i 1.223740e+07 ; 4.000438e+07 + i 2.147236e+08 ; 6.543472e+06 + i -1.873912e+07 ; 4.596972e+06 + i 3.820529e+05 ; 1.381630e+08 + i 3.153871e+08 ; 1.407001e+08 + i -4.924615e+07 ; 1.095194e+07 + i 1.168340e+07 ; 4.399905e+07 + i -6.542661e+07 ; -8.498739e+06 + i -9.967938e+06 ; 8.686103e+06 + i -1.244142e+06 ; 3.515895e+07 + i -8.883033e+07 ; 4.607431e+07 + i -9.097038e+07 ; 2.892705e+07 + i 1.372580e+07 ; 8.997653e+07 + i 1.256178e+08 ; -6.132496e+06 + i -7.831838e+06 ; 2.449503e+06 + i 1.510469e+06 ; 1.548416e+08 + i 1.558762e+08 ; 5.219650e+07 + i -9.029481e+07 ; -2.671432e+06 + i 1.104211e+07 ; -3.457684e+07 + i -4.977614e+08 ; 1.833127e+09 + i 2.488491e+09 ; 1.404121e+08 + i 1.761070e+08 ; 1.590405e+08 + i -3.603277e+08 ; -4.738636e+09 + i 2.201730e+10 ; -7.207936e+07 + i 3.493813e+08 ; 1.376026e+09 + i 1.384783e+09 ; 2.632889e+08 + i 2.542839e+09 ; -2.598134e+08 + i -5.191632e+06 ; 2.326594e+08 + i 9.739244e+08 ; -5.161469e+09 + i -4.683728e+09 ; -3.766795e+08 + i -7.949658e+08 ; -1.739675e+08 + i -2.395626e+08 ; 1.292117e+09 + i -4.955206e+08 ; 2.162004e+08 + i 1.766722e+08 ; -1.049836e+08 + i -2.157375e+08 ; 1.877733e+09 + i 2.521249e+09 ; 1.356374e+08 + i 4.373400e+08 ; 5.274007e+08 + i 1.027157e+08 ; 1.399781e+09 + i -3.222710e+08 ; -4.666577e+08 + i 2.748063e+07 ; 2.754247e+08 + i 7.893347e+07 ; 2.720427e+08 + i 2.549377e+09 ; -1.444312e+09 + i -9.450316e+08 ; 
6.382590e+07 + i -2.882340e+07 ; 7.009745e+06 + i -1.306597e+06 ; 7.359227e+06 + i -2.188949e+07 ; 6.747042e+07 + i -5.189452e+07 ; 2.135944e+07 + i 1.230237e+07 ; 1.228658e+08 + i -6.559536e+07 ; 4.395903e+07 + i -6.578789e+07 ; 8.675164e+06 + i -1.243588e+06 ; -9.033188e+06 + i -1.021924e+07 ; 3.480905e+07 + i -8.914130e+07 ; 2.891403e+07 + i 1.378079e+07 ; 4.548454e+07 + i -9.127809e+07 ; 4.006857e+07 + i 2.144404e+08 ; 4.585507e+06 + i 3.989975e+05 ; 6.670877e+06 + i -1.854005e+07 ; 1.380808e+08 + i 3.152686e+08 ; 1.083832e+07 + i 1.171095e+07 ; 1.406333e+08 + i -4.894722e+07 ; 9.052119e+07 + i 1.258881e+08 ; 2.472407e+06 + i 1.491139e+06 ; -6.535856e+06 + i -7.698642e+06 ; 1.551186e+08 + i 1.563416e+08 ; -2.658964e+06 + i 1.103200e+07 ; 5.161521e+07 + i -9.054806e+07 ; -3.433507e+07 + i -4.977225e+08 ; 1.405225e+08 + i 1.764545e+08 ; 1.836819e+09 + i 2.492871e+09 ; 1.585289e+08 + i -3.600617e+08 ; -7.210982e+07 + i 3.496648e+08 ; -4.740892e+09 + i 2.201846e+10 ; -1.746919e+08 + i -2.401954e+08 ; 2.156703e+08 + i 1.770317e+08 ; 1.292522e+09 + i -4.875712e+08 ; -1.059958e+08 + i -2.167975e+08 ; 1.342785e+08 + i 4.368211e+08 ; 1.864407e+09 + i 2.520273e+09 ; 1.375914e+09 + i 1.383883e+09 ; -2.609578e+08 + i -4.841097e+06 ; 2.609084e+08 + i 2.543294e+09 ; 2.320833e+08 + i 9.732347e+08 ; -3.774396e+08 + i -7.954521e+08 ; -5.167343e+09 + i -4.684086e+09 ; 5.291104e+08 + i 1.032888e+08 ; -4.669274e+08 + i 2.804913e+07 ; 1.403268e+09 + i -3.194576e+08 ; 2.765328e+08 + i 7.905392e+07 ; -1.444064e+09 + i -9.455780e+08 ; 2.741268e+08 + i 2.545069e+09 ; 
-3.616575e+08 + i 6.201281e+07 ; -7.914206e+07 + i 6.953264e+07 ; -5.721811e+06 + i -5.175924e+07 ; -4.019076e+08 + i 1.876807e+08 ; -4.344471e+08 + i -3.500378e+08 ; 1.115744e+08 + i 3.308065e+07 ; -2.898873e+08 + i -7.277236e+08 ; -5.135633e+07 + i 5.572094e+07 ; 4.362658e+07 + i -6.574135e+07 ; -8.454518e+08 + i -1.004451e+09 ; -1.002987e+08 + i -2.568928e+08 ; 1.472322e+08 + i 1.973221e+08 ; -1.795032e+06 + i 3.242521e+08 ; -2.430734e+07 + i 5.567376e+07 ; 8.269608e+06 + i -5.396072e+07 ; 1.012900e+08 + i 3.715478e+08 ; -2.512212e+08 + i -8.723680e+07 ; 2.393704e+08 + i 3.235919e+07 ; -3.585360e+08 + i 6.522263e+07 ; -2.869041e+06 + i 5.103634e+07 ; 5.445133e+07 + i -8.017764e+07 ; -4.057297e+08 + i 1.885073e+08 ; -1.074660e+08 + i -6.617898e+07 ; 4.491851e+08 + i 2.322832e+08 ; 1.777107e+09 + i 2.450365e+09 ; -1.344279e+08 + i -4.100565e+08 ; 1.297763e+08 + i 1.568840e+08 ; 2.121914e+08 + i 2.524681e+09 ; 1.435573e+09 + i 1.338526e+09 ; -2.723016e+08 + i 1.224331e+05 ; -4.771576e+09 + i 2.186309e+10 ; 9.145172e+07 + i -3.366341e+08 ; -8.876932e+07 + i 3.266060e+08 ; -5.168999e+09 + i -4.776509e+09 ; 3.432774e+08 + i 8.870592e+08 ; -3.804668e+08 + i -8.088775e+08 ; 1.229518e+09 + i -4.492906e+08 ; -1.766501e+08 + i -1.899624e+08 ; 2.012319e+08 + i 1.538419e+08 ; 1.351439e+09 + i -2.958152e+08 ; 5.287297e+08 + i 4.537245e+07 ; -4.782260e+08 + i 3.041203e+07 ; 1.796930e+09 + i 2.482893e+09 ; -1.148660e+08 + i -1.715076e+08 ; 1.128944e+08 + i 4.182632e+08 ; 2.278378e+08 + i 2.512270e+09 ; 2.804255e+08 + i 3.365003e+07 ; -1.449211e+09 + i -9.537717e+08 ; 
-2.367812e+08 + i -2.150053e+08 ; 1.483649e+08 + i -4.908568e+07 ; -6.382199e+05 + i -1.747758e+07 ; -4.689575e+08 + i -2.051859e+08 ; 2.321664e+08 + i 4.690414e+08 ; 3.111552e+07 + i 1.288255e+07 ; 3.396805e+07 + i 1.581436e+08 ; 1.240513e+08 + i -6.239045e+07 ; -2.966439e+07 + i -4.312300e+06 ; 7.814521e+07 + i 1.768103e+08 ; 4.146519e+08 + i 4.584781e+08 ; -2.693031e+07 + i -6.622897e+07 ; -1.486285e+08 + i -5.139326e+07 ; 5.600960e+07 + i -9.298786e+07 ; 3.698999e+06 + i -2.115277e+07 ; -2.245672e+08 + i -4.127354e+07 ; 3.248528e+08 + i 1.088511e+08 ; 1.204473e+08 + i 2.006407e+07 ; 8.277667e+07 + i 8.545304e+07 ; 4.739522e+07 + i -9.141039e+07 ; -3.271045e+07 + i -2.532614e+06 ; 9.943604e+07 + i 8.089313e+07 ; 3.626139e+08 + i 8.523616e+07 ; -5.387103e+07 + i -7.497874e+07 ; 4.233638e+08 + i 6.680874e+08 ; -5.152136e+09 + i -4.734746e+09 ; 3.698506e+08 + i 7.937650e+08 ; 1.451555e+09 + i 9.393339e+08 ; 2.557339e+08 + i 2.553510e+09 ; 2.525604e+08 + i 4.639731e+06 ; 1.559029e+07 + i -3.370831e+08 ; -4.747281e+09 + i 2.195990e+10 ; 6.156249e+07 + i -3.480207e+08 ; -2.401950e+08 + i -3.534238e+08 ; 1.863974e+09 + i 2.498850e+09 ; -1.450635e+08 + i -1.758658e+08 ; 2.157320e+08 + i -4.195021e+07 ; 2.657008e+08 + i 2.496486e+09 ; 1.444922e+09 + i 9.518276e+08 ; 4.549498e+08 + i -6.240949e+07 ; 1.411978e+09 + i -3.193015e+08 ; 4.698821e+08 + i -2.740789e+07 ; -1.533039e+08 + i -1.366280e+08 ; 1.849843e+09 + i 2.457494e+09 ; -1.379209e+08 + i -4.322006e+08 ; -2.186169e+08 + i -1.490722e+08 ; 1.283932e+09 + i -5.089669e+08 ; -2.149411e+08 + i -1.778849e+08 ; 
-8.513380e+07 + i -8.185529e+07 ; -3.398958e+07 + i -1.069070e+07 ; 5.483208e+07 + i -9.192502e+07 ; -1.092816e+08 + i -7.037452e+07 ; -4.085351e+07 + i -9.320822e+07 ; 3.681979e+08 + i 8.699758e+07 ; -4.069122e+07 + i -1.545462e+08 ; -2.906601e+07 + i -9.932982e+06 ; 1.320629e+08 + i -5.943249e+07 ; -1.019157e+08 + i -1.637675e+08 ; -1.284381e+07 + i -7.668924e+07 ; 4.227720e+08 + i 4.612579e+08 ; 1.536836e+08 + i 5.406900e+07 ; 6.687786e+06 + i -2.095394e+07 ; 5.065749e+07 + i -9.134411e+07 ; 2.189135e+08 + i 4.657722e+07 ; 1.237343e+08 + i 4.953010e+07 ; 3.206859e+08 + i 1.113529e+08 ; 2.374196e+08 + i 2.257210e+08 ; -1.159274e+06 + i -1.734793e+07 ; 1.398391e+08 + i -5.056006e+07 ; 4.598844e+08 + i 2.169986e+08 ; 2.618841e+07 + i 2.519998e+07 ; 2.222888e+08 + i 4.702340e+08 ; 1.487911e+08 + i 1.639779e+08 ; -6.015623e+07 + i -4.907982e+08 ; 1.829742e+09 + i 2.449323e+09 ; 2.271752e+08 + i 1.761267e+08 ; -1.978164e+08 + i -2.421747e+08 ; 1.290727e+09 + i -4.911699e+08 ; -5.574194e+07 + i 3.173857e+08 ; 1.369460e+08 + i -3.576176e+08 ; -4.750878e+09 + i 2.196232e+10 ; 1.422847e+08 + i 4.143294e+08 ; -1.252904e+08 + i -2.194142e+08 ; 1.853491e+09 + i 2.517339e+09 ; -2.549464e+08 + i 3.127912e+07 ; 1.364325e+09 + i 1.328942e+09 ; 2.569035e+08 + i 2.496728e+09 ; -4.699241e+08 + i 4.652661e+07 ; 5.341174e+08 + i 6.461170e+07 ; 1.402492e+09 + i -3.219130e+08 ; -3.232158e+08 + i -7.319432e+08 ; 2.292918e+08 + i 9.322643e+08 ; -5.171695e+09 + i -4.742801e+09 ; -1.415695e+09 + i -9.152206e+08 ; 2.914998e+08 + i 4.446427e+07 ; 2.631057e+08 + i 2.539652e+09 ; 
-2.746582e+08 + i -2.995248e+07 ; -3.403951e+06 + i 2.954773e+07 ; -1.722522e+07 + i -6.500283e+06 ; -3.538879e+08 + i 6.733766e+07 ; -8.571857e+07 + i 5.688714e+07 ; -2.848730e+06 + i -4.341003e+07 ; -3.843393e+07 + i -4.486834e+08 ; -5.261082e+06 + i 1.393872e+07 ; -1.543049e+07 + i -1.405442e+07 ; -2.852545e+08 + i -7.228523e+08 ; -6.857862e+07 + i 4.656455e+07 ; 2.471785e+07 + i -4.437603e+07 ; -7.371053e+07 + i 2.598186e+08 ; 8.927849e+06 + i 1.575480e+07 ; -7.677084e+06 + i -5.990808e+06 ; 3.801092e+05 + i 3.218914e+08 ; -3.526344e+07 + i 4.928594e+07 ; 2.780941e+07 + i -4.361775e+07 ; -2.744901e+08 + i -2.817030e+07 ; 7.741525e+06 + i 1.424078e+07 ; -4.024892e+06 + i -1.331724e+07 ; -3.548024e+08 + i 6.456094e+07 ; -1.755152e+07 + i 5.374629e+07 ; 6.930852e+07 + i -4.699885e+07 ; 1.664006e+08 + i 2.515875e+09 ; -1.241157e+09 + i -1.423482e+09 ; 2.607921e+08 + i 1.770474e+07 ; 1.850806e+09 + i 2.472918e+09 ; 3.536334e+08 + i 3.517906e+08 ; -1.411788e+08 + i -1.881614e+08 ; -5.182102e+09 + i -4.778729e+09 ; -5.011463e+08 + i -8.004408e+08 ; 3.444285e+08 + i 8.375097e+08 ; -4.714359e+09 + i 2.197764e+10 ; -1.808284e+08 + i 3.499805e+08 ; 8.284144e+07 + i -3.589002e+08 ; 1.358912e+09 + i -2.791000e+08 ; -5.076278e+08 + i -6.872265e+07 ; 4.775363e+08 + i -5.843514e+06 ; 1.241940e+09 + i -5.010490e+08 ; 1.624304e+08 + i 2.017329e+08 ; -2.148138e+08 + i -1.917690e+08 ; 2.350947e+08 + i 2.521426e+09 ; -2.490247e+08 + i -2.660011e+07 ; 1.443011e+09 + i 1.044012e+09 ; 1.849806e+09 + i 2.477158e+09 ; 1.110476e+08 + i 1.881654e+08 ; -1.200213e+08 + i -4.550347e+08 ; 
-1.750014e+07 + i -2.254017e+08 ; -1.109161e+04 + i -2.371436e+07 ; -4.667893e+06 + i -4.442465e+05 ; -1.058865e+08 + i -3.455750e+08 ; 1.287601e+08 + i -5.332545e+07 ; -1.074644e+07 + i -1.231999e+07 ; -4.694933e+07 + i 2.662742e+07 ; 9.221603e+06 + i -1.623225e+07 ; -7.148748e+06 + i 1.236955e+06 ; -3.988249e+07 + i 3.581400e+07 ; 1.273279e+08 + i -5.941941e+07 ; -2.144271e+07 + i -1.325500e+07 ; -8.200910e+07 + i -1.379297e+08 ; -1.179841e+07 + i -7.755516e+06 ; -2.328775e+06 + i -1.696311e+06 ; -1.440053e+08 + i -1.771435e+08 ; 4.627461e+07 + i -8.826303e+07 ; 3.568643e+06 + i -1.119180e+07 ; -3.765839e+07 + i 5.572840e+07 ; -3.672676e+06 + i -8.002587e+06 ; -8.896961e+06 + i 9.184013e+05 ; -2.804886e+07 + i 7.061624e+07 ; 5.164655e+07 + i -9.050937e+07 ; -2.893123e+07 + i -1.525846e+07 ; -1.226861e+09 + i -1.475082e+09 ; 1.970445e+08 + i 2.550939e+09 ; 2.669372e+08 + i 1.758092e+07 ; -4.857047e+08 + i -8.404505e+08 ; -5.184537e+09 + i -4.688535e+09 ; 3.512000e+08 + i 8.362869e+08 ; 3.394323e+08 + i 3.603750e+08 ; 1.876295e+09 + i 2.499194e+09 ; -1.409476e+08 + i -1.878505e+08 ; -1.914972e+08 + i 3.423114e+08 ; -4.725057e+09 + i 2.203229e+10 ; 8.417804e+07 + i -3.600546e+08 ; -5.170064e+08 + i -1.101110e+08 ; 1.410329e+09 + i -3.008697e+08 ; 4.843577e+08 + i -6.414593e+06 ; -2.514417e+08 + i -5.154573e+07 ; 2.871619e+08 + i 2.558884e+09 ; 1.450974e+09 + i 1.041899e+09 ; 1.438843e+08 + i 1.998356e+08 ; 1.279298e+09 + i -5.088120e+08 ; -2.146060e+08 + i -1.910796e+08 ; 9.624663e+07 + i 1.846446e+08 ; 1.875884e+09 + i 2.509628e+09 ; -1.189616e+08 + i -4.569777e+08 ; 
